nr,nachname,vorname,ort,partei,titel,geschaeftsnummer,erstunterzeichner
382,Keller,Ueli,,GRÜNE,"Einfache Anfrage von Ueli Keller vom 20. April 2022 ""Organisation Berufsbeistandschaften im Thurgau""",20/EA 125/310,ja
382,Keller,Ueli,,GRÜNE,"Motion von Elina Müller, Ueli Keller, Petra Merz, Christina Pagnoncini, Cornelia Zecchinel, Jorim Schäfer vom 4. Mai 2022 ""Stellvertretung im Grossen Rat""",20/MO 31/321,nein
28,Gemperle,Josef,,Die Mitte,"Motion von Simon Vogel, Stefan Leuthold, Josef Gemperle, Paul Koch, Elina Müller vom 4. Mai 2022 ""Erneuerbar Heizen - Weg von den fossilen Brennstoffen""",20/MO 32/322,nein
152,Wohlfender-Oertig,Edith,,SP,"Einfache Anfrage von Edith Wohlfender vom 4. Mai 2022 ""Systemrelevante Berufe - Warum unterscheidet sich der Ausbildungslohn bzw. der Ausbildungssold zwischen traditionellen Frauen- und Männerberufen?""",20/EA 127/325,ja
389,Hanhart-Hugentobler,Erika,,GRÜNE,"Einfache Anfrage  von Erika Hanhart, Marco Rüegg vom 15. Juni 2022 ""Ammoniakemissionen im Kanton Thurgau""",20/EA 128/333,ja
381,Rüegg,Marco,,GLP,"Einfache Anfrage  von Erika Hanhart, Marco Rüegg vom 15. Juni 2022 ""Ammoniakemissionen im Kanton Thurgau""",20/EA 128/333,nein
353,Ricklin,Judith,,SVP,"Einfache Anfrage von Judith Ricklin, Michèle Strähl, Didi Feuerle, Ueli Fisch vom 15. Juni 2022 ""Jugendpolittag Thurgau 2021 - Wo steht der Kanton Thurgau in Bezug auf die drei Bildungsforderungen?""",20/EA 129/334,ja
252,Fisch,Ueli,,GLP,"Einfache Anfrage von Judith Ricklin, Michèle Strähl, Didi Feuerle, Ueli Fisch vom 15. Juni 2022 ""Jugendpolittag Thurgau 2021 - Wo steht der Kanton Thurgau in Bezug auf die drei Bildungsforderungen?""",20/EA 129/334,nein
375,Wattinger,Ralph,,SVP,"Einfache Anfrage von Kristiane Vietze, Pascal Schmid, Ralph Wattinger vom 15. Juni 2022 ""Stellenentwicklung in der Thurgauer Verwaltung seit 2018""",20/EA 130/335,nein
322,Schmid,Pascal,,SVP,"Motion von Pascal Schmid, Vico Zahnd vom 15. Juni 2022 ""Überhöhte Staatsgebühren jetzt reduzieren!""",20/MO 33/336,ja
352,Müller,Elina,,SP,"Interpellation von Corinna Pasche, Didi Feuerle, Bruno Lüscher, Jürg Marolf, Elina Müller, Judith Ricklin, Jorim Schäfer, Käthi Zürcher ""Lehrermangel! Was tun wir dagegen?""",20/IN 29/337,nein
282,Feuerle,Didi,,GRÜNE,"Parlamentarische Initiative von Hanspeter Heeb, Didi Feuerle vom 29. Juni 2022 ""Bauen am See in dicht überbauten Gebieten""",20/PI 5/342,nein
418,Greber,Kenny,,SP,"Einfache Anfrage von Kenny Greber vom 18. Februar 2026 ""Einheitlicher Vollzug von § 17 IVSE-Verordnung (RB 850.61) und Rechtssicherheit im Kanton Thurgau""",24/EA 113/270,ja
434,Sturzenegger,Manuel,,SVP,"Einfache Anfrage von Stefan Wolfer, Manuel Sturzenegger vom 18. Februar 2026 ""Angegriffen, weil sie bei der Polizei arbeiten! - Gewalt gegen die Polizei im Thurgau""",24/EA 114/271,nein
416,Fritschi,Manuela,,FDP,"Motion von Isabelle Vonlanthen-Specker, Reto Ammann, Christina Fäsi, Manuela Fritschi, Jürgen Häberli, Linda Hess, Patrick Siegenthaler vom 18. Februar 2026 ""Kantonale Chip- und Registrierungspflicht für Hauskatzen und Regelung des Umgangs mit nicht gechipten Tieren""",24/MO 35/272,nein
393,Fäsi,Christina,,EVP,"Motion von Isabelle Vonlanthen-Specker, Reto Ammann, Christina Fäsi, Manuela Fritschi, Jürgen Häberli, Linda Hess, Patrick Siegenthaler vom 18. Februar 2026 ""Kantonale Chip- und Registrierungspflicht für Hauskatzen und Regelung des Umgangs mit nicht gechipten Tieren""",24/MO 35/272,nein
305,Bühler,Peter,,Die Mitte,"Interpellation von Peter Dransfeld, Cornelia Büchi, Alessandra Biondi, Peter Bühler, Reto Ammann, Thomas Leu, Elisabeth Rickenbach, Andreas Sigrist, Robin Spiri, Jost Rüegg vom 18. Februar 2026 ""Öffentlichkeitsprinzip - nur im Prinzip gültig?""",24/IN 31/273,nein
430,Sigrist,Andreas,,EDU,"Interpellation von Peter Dransfeld, Cornelia Büchi, Alessandra Biondi, Peter Bühler, Reto Ammann, Thomas Leu, Elisabeth Rickenbach, Andreas Sigrist, Robin Spiri, Jost Rüegg vom 18. Februar 2026 ""Öffentlichkeitsprinzip - nur im Prinzip gültig?""",24/IN 31/273,nein
432,Spiri,Robin,,Aufrecht Thurgau,"Interpellation von Peter Dransfeld, Cornelia Büchi, Alessandra Biondi, Peter Bühler, Reto Ammann, Thomas Leu, Elisabeth Rickenbach, Andreas Sigrist, Robin Spiri, Jost Rüegg vom 18. Februar 2026 ""Öffentlichkeitsprinzip - nur im Prinzip gültig?""",24/IN 31/273,nein
308,Hasler-Roost,Cornelia,,FDP,"Einfache Anfrage von Cornelia Hasler-Roost, Thomas Leu vom 4. März 2026 ""Rolle der Regierung im Abstimmungskampf""",24/EA 115/276,ja
308,Hasler-Roost,Cornelia,,FDP,"Motion von Marina Bruggmann, Barbara Dätwyler Weber, Nicole Zeitner, Cornelia Hasler-Roost, Sandra Reinhart, Elisabeth Rickenbach vom 4. März 2026 ""Änderung des Krankenversicherungsgesetzes des Kantons Thurgau (KVG TG) zur Einführung von Ausnahmen von der Liste säumiger Prämienzahler""",24/MO 37/278,nein
336,Dätwyler Weber,Barbara,,SP,"Motion von Barbara Dätwyler Weber, Marina Bruggmann, Nicole Zeitner, Sandra Reinhart, Elisabeth Rickenbach vom 4. März 2026 ""Einführung von Ausnahmen auf der Liste der säumigen Prämienzahler für besonders schützenswerte Personengruppen""",24/MO 36/277,ja
328,Bruggmann,Marina,,SP,"Motion von Barbara Dätwyler Weber, Marina Bruggmann, Nicole Zeitner, Sandra Reinhart, Elisabeth Rickenbach vom 4. März 2026 ""Einführung von Ausnahmen auf der Liste der säumigen Prämienzahler für besonders schützenswerte Personengruppen""",24/MO 36/277,nein
314,Müller,Mathis,,GRÜNE,"Einfache Anfrage von Mathis Müller, Didi Feuerle vom 4. März 2026 ""Aktualisierung der Liste der nach kantonalem Recht geschützten Pflanzen- und Tierarten im Kontext der kantonalen Biodiversitätsstrategie""",24/EA 117/281,ja
343,Pasche-Strasser,Corinna,,Die Mitte,"Motion von Corinna Pasche-Strasser, Ursula Senn-Bieri vom 4. März 2026 ""Elternverantwortung vor dem Schuleintritt stärken""",24/MO 38/279,ja
374,Vonlanthen-Specker,Isabelle,,GRÜNE,"Einfache Anfrage von Mathis Müller, Isabelle Vonlanthen-Specker vom 4. März 2026 ""Einführung bzw. Überprüfung einer evidenzbasierten Fuchsjagd""",24/EA 116/280,nein
427,Rüdisüli,Marc,,Die Mitte,"Einfache Anfrage von Nicole Zeitner, Thomas Leu, Marc Rüdisüli, Alessandra Biondi, Alexander Sigg, Sandra Reinhart vom 18. März 2026 ""Wegfall von Schengen/Dublin: Folgen für Asylkosten, die Bekämpfung grenzüberschreitender Kriminalität sowie die innere Sicherheit im Kanton Thurgau""",24/EA 119/286,nein
400,Sigg,Alexander,,GLP,"Einfache Anfrage von Nicole Zeitner, Thomas Leu, Marc Rüdisüli, Alessandra Biondi, Alexander Sigg, Sandra Reinhart vom 18. März 2026 ""Wegfall von Schengen/Dublin: Folgen für Asylkosten, die Bekämpfung grenzüberschreitender Kriminalität sowie die innere Sicherheit im Kanton Thurgau""",24/EA 119/286,nein
369,Reinhart,Sandra,,GRÜNE,"Einfache Anfrage von Nicole Zeitner, Thomas Leu, Marc Rüdisüli, Alessandra Biondi, Alexander Sigg, Sandra Reinhart vom 18. März 2026 ""Wegfall von Schengen/Dublin: Folgen für Asylkosten, die Bekämpfung grenzüberschreitender Kriminalität sowie die innere Sicherheit im Kanton Thurgau""",24/EA 119/286,nein
363,Martin,Oliver,,SVP,"Einfache Anfrage von Oliver Martin, Sandrine Nikolic-Fuss vom 18. März 2026 ""Sitzreduktion des Grossen Rates von 130 auf 100 Sitze sowie deren Auswirkung?""",24/EA 123/290,ja
426,Nikolic-Fuss,Sandrine,,SP,"Einfache Anfrage von Oliver Martin, Sandrine Nikolic-Fuss vom 18. März 2026 ""Sitzreduktion des Grossen Rates von 130 auf 100 Sitze sowie deren Auswirkung?""",24/EA 123/290,nein
417,Graf,Ulrich,,SVP,"Einfache Anfrage von Claude Brunner, Stephan Tobler, Ulrich Graf vom 18. März 2026 ""Schulraumplanung im Kanton Thurgau - Unterstützung der Schulgemeinden bei kostenbewussten Schulhausprojekten""",24/EA 121/288,nein
338,Bétrisey,Karin,,GRÜNE,"Einfache Anfrage von Karin Bétrisey vom 18.03.2026 ""Öffentliches Beschaffungswesen im Kanton Thurgau - ist es nun nachhaltig und transparent?""",24/EA 124/291,ja
421,Kradolfer,Dean,,FDP,"Einfache Anfrage von Gabriel Macedo, Dean Kradolfer, Martin Brenner, Cornelia Hasler-Roost vom 18. März 2026 ""Schulraumplanung im Kanton Thurgau: Kostenentwicklung, politische Akzeptanz und strukturelle Fragen der Volksschule""",24/EA 122/289,nein
308,Hasler-Roost,Cornelia,,FDP,"Einfache Anfrage von Gabriel Macedo, Dean Kradolfer, Martin Brenner, Cornelia Hasler-Roost vom 18. März 2026 ""Schulraumplanung im Kanton Thurgau: Kostenentwicklung, politische Akzeptanz und strukturelle Fragen der Volksschule""",24/EA 122/289,nein
421,Kradolfer,Dean,,FDP,"Einfache Anfrage von Dean Kradolfer, Andreas Opprecht vom 18. März 2026 ""E-Voting im Kanton Thurgau - pannenfrei und sicher?""",24/EA 125/292,ja
314,Müller,Mathis,,GRÜNE,"Einfache Anfrage von Marcel Preiss, Mathis Müller, Karin Bétrisey, Priska Peter, Stefan Leuthold vom 18. März 2026 ""Bedrohung durch Gewässerwechsel von Schiffen und Booten?""",24/EA 127/294,nein
406,Preiss,Marcel,,GLP,"Einfache Anfrage von Marcel Preiss, Simon Weilenmann, Mathias Müller, Karin Bétrisey, Stefan Leuthold vom 18. März 2026 ""Pachtflächen, Distanzen und Klimawirkung""",24/EA 126/293,ja
338,Bétrisey,Karin,,GRÜNE,"Einfache Anfrage von Marcel Preiss, Simon Weilenmann, Mathias Müller, Karin Bétrisey, Stefan Leuthold vom 18. März 2026 ""Pachtflächen, Distanzen und Klimawirkung""",24/EA 126/293,nein
431,Sontheim,Marion,,SP,"Interpellation von Marion Sontheim, Markus Brüllmann vom 18. März 2026 ""Kantonale Übernahme von Prämienausständen: Überprüfung der Finanzierungsmechanismen und möglicher Fehlanreize""",24/IN 32/295,ja
408,Brüllmann,Markus,,SP,"Interpellation von Marion Sontheim, Markus Brüllmann vom 18. März 2026 ""Kantonale Übernahme von Prämienausständen: Überprüfung der Finanzierungsmechanismen und möglicher Fehlanreize""",24/IN 32/295,nein
406,Preiss,Marcel,,GLP,"Motion von Mathis Müller, Karin Bétrisey, Marcel Preiss, Benno Schildknecht, Daniel Vetterli, Edith Wohlfender-Oertig vom 18. März  2026 ""Ergänzung des Planungs- und Baugesetzes (PBG) - Vogelschutz bei Neubauten""",24/MO 39/296,nein
390,Schildknecht,Benno,,Die Mitte,"Motion von Mathis Müller, Karin Bétrisey, Marcel Preiss, Benno Schildknecht, Daniel Vetterli, Edith Wohlfender-Oertig vom 18. März  2026 ""Ergänzung des Planungs- und Baugesetzes (PBG) - Vogelschutz bei Neubauten""",24/MO 39/296,nein
207,Vetterli,Daniel,,SVP,"Motion von Mathis Müller, Karin Bétrisey, Marcel Preiss, Benno Schildknecht, Daniel Vetterli, Edith Wohlfender-Oertig vom 18. März  2026 ""Ergänzung des Planungs- und Baugesetzes (PBG) - Vogelschutz bei Neubauten""",24/MO 39/296,nein
367,Peter,Priska,,SVP,"Einfache Anfrage von Priska Peter vom 1. April 2026 ""Schäden an Flurstrasse, oder wer ist bereit dafür aufzukommen?""",24/EA 129/311,ja
363,Martin,Oliver,,SVP,"Einfache Anfrage von Oliver Martin, Jürgen Häberli vom 1. April 2026 ""Externe Beratungen und Stellenentwicklung beim RAV Thurgau?""",24/EA 128/309,ja
363,Martin,Oliver,,SVP,"Einfache Anfrage von Andreas Sigrist, Oliver Martin, Stephanie Eberle vom 1. April 2026 ""Verantwortlichkeit, Haftung und Qualitätskontrolle bei Kindes- und Erwachsenenschutzbehörden (KESB) im Kanton Thurgau""",24/EA 131/314,nein
431,Sontheim,Marion,,SP,"Interpellation von Mathis Müller, Simon Weilenmann, Stefan Leuthold, Marion Sontheim, Christian Stricker vom 1. April 2026 ""Brisante Befunde bei Bioziden""",24/IN 33/313,nein
387,Stricker,Christian,,EVP,"Interpellation von Mathis Müller, Simon Weilenmann, Stefan Leuthold, Marion Sontheim, Christian Stricker vom 1. April 2026 ""Brisante Befunde bei Bioziden""",24/IN 33/313,nein
343,Pasche-Strasser,Corinna,,Die Mitte,"Interpellation von Kenny Greber, Elina Müller, Corinna Pasche-Strasser, Cornelia Hauser, Christina Fäsi, Michaela Frei Barbosa vom 29. April 2026 ""Prävention und frühe Intervention bei häuslicher und sexualisierter Gewalt im Kanton Thurgau""",24/IN 34/319,nein
415,Frei Barbosa,Michaela,,Die Mitte,"Interpellation von Kenny Greber, Elina Müller, Corinna Pasche-Strasser, Cornelia Hauser, Christina Fäsi, Michaela Frei Barbosa vom 29. April 2026 ""Prävention und frühe Intervention bei häuslicher und sexualisierter Gewalt im Kanton Thurgau""",24/IN 34/319,nein
393,Fäsi,Christina,,EVP,"Interpellation von Kenny Greber, Elina Müller, Corinna Pasche-Strasser, Cornelia Hauser, Christina Fäsi, Michaela Frei Barbosa vom 29. April 2026 ""Prävention und frühe Intervention bei häuslicher und sexualisierter Gewalt im Kanton Thurgau""",24/IN 34/319,nein
418,Greber,Kenny,,SP,"Interpellation von Kenny Greber, Elina Müller, Corinna Pasche-Strasse, Cornelia Hauser, Christina Fäsi, Michaela Frei Barbosa, Nicole Zeitner, Barbara Dätwyler Weber vom 29. April 2026 ""Unterstützung von Kindern sowie minderjährigen Mädchen bei häuslicher uns sexualisierter Gewalt""",24/IN 35/320,ja
377,Zeitner,Nicole,,GLP,"Interpellation von Kenny Greber, Elina Müller, Corinna Pasche-Strasse, Cornelia Hauser, Christina Fäsi, Michaela Frei Barbosa, Nicole Zeitner, Barbara Dätwyler Weber vom 29. April 2026 ""Unterstützung von Kindern sowie minderjährigen Mädchen bei häuslicher uns sexualisierter Gewalt""",24/IN 35/320,nein
418,Greber,Kenny,,SP,"Interpellation von Kenny Greber, Elina Müller, Corinna Pasche-Strasser, Cornelia Hauser, Christina Fäsi, Michaela Frei Barbosa, Celina Hug vom 29. April 2026 ""Täterarbeit bei häuslicher Gewalt im Kanton Thurgau: Nutzung, Verbindlichkeit und Wirkung""",24/IN 36/321,ja
352,Müller,Elina,,SP,"Interpellation von Kenny Greber, Elina Müller, Corinna Pasche-Strasser, Cornelia Hauser, Christina Fäsi, Michaela Frei Barbosa, Celina Hug vom 29. April 2026 ""Täterarbeit bei häuslicher Gewalt im Kanton Thurgau: Nutzung, Verbindlichkeit und Wirkung""",24/IN 36/321,nein
393,Fäsi,Christina,,EVP,"Interpellation von Kenny Greber, Elina Müller, Corinna Pasche-Strasser, Cornelia Hauser, Christina Fäsi, Michaela Frei Barbosa, Celina Hug vom 29. April 2026 ""Täterarbeit bei häuslicher Gewalt im Kanton Thurgau: Nutzung, Verbindlichkeit und Wirkung""",24/IN 36/321,nein
415,Frei Barbosa,Michaela,,Die Mitte,"Interpellation von Kenny Greber, Elina Müller, Corinna Pasche-Strasser, Cornelia Hauser, Christina Fäsi, Michaela Frei Barbosa, Celina Hug vom 29. April 2026 ""Schutzkette bei häuslicher Gewalt im Kanton Thurgau: Versorgungssicherheit, Ressourcen und Koordination""",24/IN 37/322,nein
401,Hug,Celina,,GLP,"Interpellation von Kenny Greber, Elina Müller, Corinna Pasche-Strasser, Cornelia Hauser, Christina Fäsi, Michaela Frei Barbosa, Celina Hug vom 29. April 2026 ""Schutzkette bei häuslicher Gewalt im Kanton Thurgau: Versorgungssicherheit, Ressourcen und Koordination""",24/IN 37/322,nein
422,Leu,Thomas,,FDP,"Einfache Anfrage von Reto Ammann, Thomas Leu vom 29. April 2026 ""Erhebung statistischer Lohndaten""",24/EA 132/324,nein
434,Sturzenegger,Manuel,,SVP,"Einfache Anfrage von Marcel Preiss, Reto Ammann, Manuel Sturzenegger, Mathis Müller vom 29. April 2026 ""Sonderbewilligung bei Verboten""",24/EA 133/325,nein
314,Müller,Mathis,,GRÜNE,"Einfache Anfrage von Marcel Preiss, Reto Ammann, Manuel Sturzenegger, Mathis Müller vom 29. April 2026 ""Sonderbewilligung bei Verboten""",24/EA 133/325,nein
400,Sigg,Alexander,,GLP,"Einfache Anfrage von Alexander Sigg, Reto Ammann vom 29. April 2026 ""Ungewöhnlich früher Wahltermin 2028 - Begründung des Regierungsrates""",24/EA 135/327,ja
305,Bühler,Peter,,Die Mitte,"Parlamentarische Initiative von Peter Bühler, Dean Kradolfer, Roland Wyss, Barbara Dätwyler Weber, Bernhard Braun, Marcel Wittwer, Reto Ammann, Stephan Tobler vom 29. April 2026 ""Aufbewahrungsfrist für Steuerveranlagungen der 2. Säule bei der Verwaltung / den Behörden verlängern""",24/PI 6/323,ja
303,Ammann,Reto,,GLP,"Parlamentarische Initiative von Peter Bühler, Dean Kradolfer, Roland Wyss, Barbara Dätwyler Weber, Bernhard Braun, Marcel Wittwer, Reto Ammann, Stephan Tobler vom 29. April 2026 ""Aufbewahrungsfrist für Steuerveranlagungen der 2. Säule bei der Verwaltung / den Behörden verlängern""",24/PI 6/323,nein
114,Tobler,Stephan,,SVP,"Parlamentarische Initiative von Peter Bühler, Dean Kradolfer, Roland Wyss, Barbara Dätwyler Weber, Bernhard Braun, Marcel Wittwer, Reto Ammann, Stephan Tobler vom 29. April 2026 ""Aufbewahrungsfrist für Steuerveranlagungen der 2. Säule bei der Verwaltung / den Behörden verlängern""",24/PI 6/323,nein
430,Sigrist,Andreas,,EDU,"Einfache Anfrage von Andreas Sigrist, Peter Haldemann, Marcel Preiss, Hans Eschenmoser, Beat Stump, Ulrich Marti vom 29. April 2026 ""Mehr Verhältnismässigkeit und Rechtssicherheit in der Landwirtschaft""",24/EA 137/329,ja
305,Bühler,Peter,,Die Mitte,"Einfache Anfrage von Isabelle Vonlanthen-Specker, Peter Bühler, Daniel Amrhein, Kilian Imhof vom 29. April 2026 ""Temporäre Reduktion des Tempolimits auf der Kantonsstrasse (Abschnitt Bichelsee-Seelmatten ZH) beim Seebad Bichelsee während der Badesaison",24/EA 139/331,nein
427,Rüdisüli,Marc,,Die Mitte,"Einfache Anfrage von Marc Rüdisüli vom 29. April 2026 ""Behindertengleichstellung im öffentlichen Verkehr: Wo steht der Kanton Thurgau?""",24/EA 141/333,ja
338,Bétrisey,Karin,,GRÜNE,"Einfache Anfrage von Mathis Müller, Karin Bétrisey vom 29. April 2026 ""Schneckentempo für eine Zwergheideschnecke""",24/EA 140/332,nein
432,Spiri,Robin,,Aufrecht Thurgau,"Motion von Robin Spiri vom 29. April 2026 ""Steuerabzug für Ausbildungskosten fördert Innovation und beseitigt Ungerechtigkeiten""",24/MO 40/334,ja
433,Strähl-D’Ambrosio,Raffaella,,SVP,"Einfache Anfrage von Aline Butscher-Indergand, Raffaella Strähl-D'Ambrosio vom 18. Februar 2026 ""Finanzielle Auswirkungen des vorgesehenen Vertragspakets (EU-Unterwerfungsvertrag) Schweiz-EU auf den Kanton Thurgau""",24/EA 109/266,nein
433,Strähl-D’Ambrosio,Raffaella,,SVP,"Motion von Raffaella Strähl-D'Ambrosio, Hermann Lei vom 2. April 2025 ""Beschleunigung im Strafverfahren im Kanton Thurgau""",24/MO 20/140,ja
360,Keller,Heinz,,SVP,"Einfache Anfrage von Ruedi Zbinden, Heinz Keller, Raffaella Strähl-D'Ambrosio, Claude Brunner vom 11. September 2024 ""RRB 582 vom 27. August 2024 Ausbildungskapazitäten gemäss TG KVG und Bundesgesetz über die Förderung der Ausbildung im Bereich der Pflege""",24/EA 16/58,nein
432,Spiri,Robin,,Aufrecht Thurgau,"Parlamentarische Initiative von Robin Spiri, Barbara Dätwyler Weber, Alexander Sigg, Andreas Sigrist, Judith Ricklin, Patrick Siegenthaler vom 23. Oktober 2024 ""Maximaler steuerlicher Abzug der Krankenkassenprämien der Realität anpassen""",24/PI 2/71,ja
430,Sigrist,Andreas,,EDU,"Parlamentarische Initiative von Robin Spiri, Barbara Dätwyler Weber, Alexander Sigg, Andreas Sigrist, Judith Ricklin, Patrick Siegenthaler vom 23. Oktober 2024 ""Maximaler steuerlicher Abzug der Krankenkassenprämien der Realität anpassen""",24/PI 2/71,nein
392,Siegenthaler,Patrick,,Die Mitte,"Parlamentarische Initiative von Robin Spiri, Barbara Dätwyler Weber, Alexander Sigg, Andreas Sigrist, Judith Ricklin, Patrick Siegenthaler vom 23. Oktober 2024 ""Maximaler steuerlicher Abzug der Krankenkassenprämien der Realität anpassen""",24/PI 2/71,nein
345,Engeli-Sager,Brigitta,,GRÜNE,"Einfache Anfrage von Brigitta Engeli, Cornelia Hauser, Bernhard Braun, Marco Rüegg, Edith Wohlfender und Mathias Dietz vom 24. März 2021 ""Nebenwirkungen der Covid-19-Impfungen - Wie werden diese erfasst?""",20/EA 61/147,ja
359,Hauser,Cornelia,,GRÜNE,"Einfache Anfrage von Brigitta Engeli, Cornelia Hauser, Bernhard Braun, Marco Rüegg, Edith Wohlfender und Mathias Dietz vom 24. März 2021 ""Nebenwirkungen der Covid-19-Impfungen - Wie werden diese erfasst?""",20/EA 61/147,nein
284,Rüegg,Jost,,GRÜNE,"Interpellation von Peter Dransfeld, Brigitta Engeli und Jost Rüegg vom 1. Juli 2020 ""Corona-Krise: Rückblick und Ausblick""",20/IN 4/37,nein
345,Engeli-Sager,Brigitta,,GRÜNE,"Interpellation von Peter Dransfeld, Brigitta Engeli und Jost Rüegg vom 1. Juli 2020 ""Corona-Krise: Rückblick und Ausblick""",20/IN 4/37,nein
345,Engeli-Sager,Brigitta,,GRÜNE,"Motion von Brigitta Engeli, Reto Ammann, Turi Schallenberg, Elisabeth Rickenbach, Judith Ricklin, Iwan Wüst, Corinna Pasche-Strasser, Bruno Lüscher vom 3. Mai 2023 ""Verbesserung der Situation von Jugendlichen und jungen Erwachsenen in der Sozialhilfe""",20/MO 46/502,ja
