startzeit,endzeit,messstelle,messwert,messstationid,indikator
2026-03-28T15:00:00+00:00,2026-03-28T16:00:00+00:00,"Weinfelden, Berufsbildungszentrum",8.27,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickstoffdioxid
2026-03-28T17:00:00+00:00,2026-03-28T18:00:00+00:00,"Weinfelden, Berufsbildungszentrum",8.7,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickstoffdioxid
2026-03-28T18:00:00+00:00,2026-03-28T19:00:00+00:00,"Konstanz, Wallgutstrasse",12.45,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2026-03-28T19:00:00+00:00,2026-03-28T20:00:00+00:00,"Konstanz, Wallgutstrasse",12.06,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2026-03-28T21:00:00+00:00,2026-03-28T22:00:00+00:00,"Konstanz, Wallgutstrasse",14.17,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2026-03-27T01:00:00+00:00,2026-03-27T02:00:00+00:00,"Weinfelden, Berufsbildungszentrum",10.15,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickoxide
2026-03-27T01:00:00+00:00,2026-03-27T02:00:00+00:00,"Konstanz, Wallgutstrasse",6.53,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2026-03-27T03:00:00+00:00,2026-03-27T04:00:00+00:00,"Konstanz, Wallgutstrasse",6.79,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2026-03-27T08:00:00+00:00,2026-03-27T09:00:00+00:00,"Konstanz, Wallgutstrasse",5.69,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2026-03-27T10:00:00+00:00,2026-03-27T11:00:00+00:00,"Weinfelden, Berufsbildungszentrum",4.68,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickoxide
2026-03-27T14:00:00+00:00,2026-03-27T15:00:00+00:00,"Weinfelden, Berufsbildungszentrum",3.53,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickoxide
2026-03-27T16:00:00+00:00,2026-03-27T17:00:00+00:00,"Weinfelden, Berufsbildungszentrum",6.61,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickoxide
2026-03-27T16:00:00+00:00,2026-03-27T17:00:00+00:00,"Konstanz, Wallgutstrasse",3.68,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2026-03-27T17:00:00+00:00,2026-03-27T18:00:00+00:00,"Weinfelden, Berufsbildungszentrum",5.21,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickoxide
2026-03-27T18:00:00+00:00,2026-03-27T19:00:00+00:00,"Weinfelden, Berufsbildungszentrum",5.71,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickoxide
2026-03-27T18:00:00+00:00,2026-03-27T19:00:00+00:00,"Konstanz, Wallgutstrasse",9.38,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2026-03-27T19:00:00+00:00,2026-03-27T20:00:00+00:00,"Konstanz, Wallgutstrasse",13.57,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2026-03-27T20:00:00+00:00,2026-03-27T21:00:00+00:00,"Weinfelden, Berufsbildungszentrum",12.51,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickoxide
2026-03-27T21:00:00+00:00,2026-03-27T22:00:00+00:00,"Konstanz, Wallgutstrasse",18.38,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2026-03-27T23:00:00+00:00,2026-03-28T00:00:00+00:00,"Konstanz, Wallgutstrasse",13.18,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2026-03-28T00:00:00+00:00,2026-03-28T01:00:00+00:00,"Weinfelden, Berufsbildungszentrum",15.62,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickoxide
2026-03-28T03:00:00+00:00,2026-03-28T04:00:00+00:00,"Weinfelden, Berufsbildungszentrum",14.15,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickoxide
2026-03-28T03:00:00+00:00,2026-03-28T04:00:00+00:00,"Konstanz, Wallgutstrasse",9.93,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2026-03-28T05:00:00+00:00,2026-03-28T06:00:00+00:00,"Konstanz, Wallgutstrasse",11.02,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2026-03-28T06:00:00+00:00,2026-03-28T07:00:00+00:00,"Weinfelden, Berufsbildungszentrum",17.24,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickoxide
2026-03-28T06:00:00+00:00,2026-03-28T07:00:00+00:00,"Konstanz, Wallgutstrasse",14.49,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2026-03-28T10:00:00+00:00,2026-03-28T11:00:00+00:00,"Weinfelden, Berufsbildungszentrum",6.33,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickoxide
2026-03-28T11:00:00+00:00,2026-03-28T12:00:00+00:00,"Konstanz, Wallgutstrasse",5.35,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2026-03-28T12:00:00+00:00,2026-03-28T13:00:00+00:00,"Konstanz, Wallgutstrasse",4.91,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2026-03-28T13:00:00+00:00,2026-03-28T14:00:00+00:00,"Weinfelden, Berufsbildungszentrum",4.23,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickoxide
2026-03-28T14:00:00+00:00,2026-03-28T15:00:00+00:00,"Konstanz, Wallgutstrasse",6.24,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2026-03-28T16:00:00+00:00,2026-03-28T17:00:00+00:00,"Weinfelden, Berufsbildungszentrum",4.69,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickoxide
2026-03-28T17:00:00+00:00,2026-03-28T18:00:00+00:00,"Weinfelden, Berufsbildungszentrum",4.78,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickoxide
2026-03-28T18:00:00+00:00,2026-03-28T19:00:00+00:00,"Konstanz, Wallgutstrasse",7.92,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2026-03-28T21:00:00+00:00,2026-03-28T22:00:00+00:00,"Konstanz, Wallgutstrasse",10.18,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2026-03-27T01:00:00+00:00,2026-03-27T02:00:00+00:00,"Weinfelden, Berufsbildungszentrum",-0.03,8afbe850-6268-4c59-aa29-8405e7b6da6b,Lufttemperatur
2026-03-27T03:00:00+00:00,2026-03-27T04:00:00+00:00,"Weinfelden, Berufsbildungszentrum",-0.09,8afbe850-6268-4c59-aa29-8405e7b6da6b,Lufttemperatur
2026-03-27T06:00:00+00:00,2026-03-27T07:00:00+00:00,"Weinfelden, Berufsbildungszentrum",0.78,8afbe850-6268-4c59-aa29-8405e7b6da6b,Lufttemperatur
2026-03-27T09:00:00+00:00,2026-03-27T10:00:00+00:00,"Weinfelden, Berufsbildungszentrum",2.31,8afbe850-6268-4c59-aa29-8405e7b6da6b,Lufttemperatur
2026-03-27T14:00:00+00:00,2026-03-27T15:00:00+00:00,"Weinfelden, Berufsbildungszentrum",5.48,8afbe850-6268-4c59-aa29-8405e7b6da6b,Lufttemperatur
2026-03-27T16:00:00+00:00,2026-03-27T17:00:00+00:00,"Weinfelden, Berufsbildungszentrum",5.64,8afbe850-6268-4c59-aa29-8405e7b6da6b,Lufttemperatur
2026-03-27T19:00:00+00:00,2026-03-27T20:00:00+00:00,"Weinfelden, Berufsbildungszentrum",4.08,8afbe850-6268-4c59-aa29-8405e7b6da6b,Lufttemperatur
2026-03-27T22:00:00+00:00,2026-03-27T23:00:00+00:00,"Weinfelden, Berufsbildungszentrum",-0.14,8afbe850-6268-4c59-aa29-8405e7b6da6b,Lufttemperatur
2026-03-28T01:00:00+00:00,2026-03-28T02:00:00+00:00,"Weinfelden, Berufsbildungszentrum",-1.61,8afbe850-6268-4c59-aa29-8405e7b6da6b,Lufttemperatur
2026-03-28T03:00:00+00:00,2026-03-28T04:00:00+00:00,"Weinfelden, Berufsbildungszentrum",-2.34,8afbe850-6268-4c59-aa29-8405e7b6da6b,Lufttemperatur
2026-03-28T04:00:00+00:00,2026-03-28T05:00:00+00:00,"Weinfelden, Berufsbildungszentrum",-2.8,8afbe850-6268-4c59-aa29-8405e7b6da6b,Lufttemperatur
2026-03-28T06:00:00+00:00,2026-03-28T07:00:00+00:00,"Weinfelden, Berufsbildungszentrum",-3.25,8afbe850-6268-4c59-aa29-8405e7b6da6b,Lufttemperatur
2026-03-28T14:00:00+00:00,2026-03-28T15:00:00+00:00,"Weinfelden, Berufsbildungszentrum",8.74,8afbe850-6268-4c59-aa29-8405e7b6da6b,Lufttemperatur
2026-03-28T17:00:00+00:00,2026-03-28T18:00:00+00:00,"Weinfelden, Berufsbildungszentrum",3.73,8afbe850-6268-4c59-aa29-8405e7b6da6b,Lufttemperatur
2026-03-28T23:00:00+00:00,2026-03-29T00:00:00+00:00,"Weinfelden, Berufsbildungszentrum",1.71,8afbe850-6268-4c59-aa29-8405e7b6da6b,Lufttemperatur
2026-03-27T04:00:00+00:00,2026-03-27T05:00:00+00:00,"Weinfelden, Berufsbildungszentrum",0.0,8afbe850-6268-4c59-aa29-8405e7b6da6b,Regendauer
2026-03-27T05:00:00+00:00,2026-03-27T06:00:00+00:00,"Weinfelden, Berufsbildungszentrum",0.0,8afbe850-6268-4c59-aa29-8405e7b6da6b,Regendauer
2026-03-27T09:00:00+00:00,2026-03-27T10:00:00+00:00,"Weinfelden, Berufsbildungszentrum",0.0,8afbe850-6268-4c59-aa29-8405e7b6da6b,Regendauer
2026-03-27T10:00:00+00:00,2026-03-27T11:00:00+00:00,"Weinfelden, Berufsbildungszentrum",0.0,8afbe850-6268-4c59-aa29-8405e7b6da6b,Regendauer
2026-03-27T11:00:00+00:00,2026-03-27T12:00:00+00:00,"Weinfelden, Berufsbildungszentrum",0.0,8afbe850-6268-4c59-aa29-8405e7b6da6b,Regendauer
2026-03-27T12:00:00+00:00,2026-03-27T13:00:00+00:00,"Weinfelden, Berufsbildungszentrum",0.0,8afbe850-6268-4c59-aa29-8405e7b6da6b,Regendauer
2026-03-27T15:00:00+00:00,2026-03-27T16:00:00+00:00,"Weinfelden, Berufsbildungszentrum",0.0,8afbe850-6268-4c59-aa29-8405e7b6da6b,Regendauer
2026-03-27T18:00:00+00:00,2026-03-27T19:00:00+00:00,"Weinfelden, Berufsbildungszentrum",0.0,8afbe850-6268-4c59-aa29-8405e7b6da6b,Regendauer
2026-03-28T01:00:00+00:00,2026-03-28T02:00:00+00:00,"Weinfelden, Berufsbildungszentrum",0.0,8afbe850-6268-4c59-aa29-8405e7b6da6b,Regendauer
2026-03-28T13:00:00+00:00,2026-03-28T14:00:00+00:00,"Weinfelden, Berufsbildungszentrum",0.0,8afbe850-6268-4c59-aa29-8405e7b6da6b,Regendauer
2026-03-28T15:00:00+00:00,2026-03-28T16:00:00+00:00,"Weinfelden, Berufsbildungszentrum",0.0,8afbe850-6268-4c59-aa29-8405e7b6da6b,Regendauer
2026-03-28T19:00:00+00:00,2026-03-28T20:00:00+00:00,"Weinfelden, Berufsbildungszentrum",60.0,8afbe850-6268-4c59-aa29-8405e7b6da6b,Regendauer
2026-03-27T02:00:00+00:00,2026-03-27T03:00:00+00:00,"Konstanz, Wallgutstrasse",0.0,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2026-03-27T02:00:00+00:00,2026-03-27T03:00:00+00:00,"Weinfelden, Berufsbildungszentrum",0.14,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickstoffmonoxid
2026-03-27T03:00:00+00:00,2026-03-27T04:00:00+00:00,"Weinfelden, Berufsbildungszentrum",1.0,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickstoffmonoxid
2026-03-27T04:00:00+00:00,2026-03-27T05:00:00+00:00,"Konstanz, Wallgutstrasse",0.04,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2026-03-27T05:00:00+00:00,2026-03-27T06:00:00+00:00,"Konstanz, Wallgutstrasse",0.42,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2026-03-27T05:00:00+00:00,2026-03-27T06:00:00+00:00,"Weinfelden, Berufsbildungszentrum",0.46,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickstoffmonoxid
2026-03-27T07:00:00+00:00,2026-03-27T08:00:00+00:00,"Konstanz, Wallgutstrasse",2.24,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2026-03-27T08:00:00+00:00,2026-03-27T09:00:00+00:00,"Konstanz, Wallgutstrasse",1.65,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2026-03-27T10:00:00+00:00,2026-03-27T11:00:00+00:00,"Konstanz, Wallgutstrasse",0.92,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2026-03-27T11:00:00+00:00,2026-03-27T12:00:00+00:00,"Konstanz, Wallgutstrasse",3.04,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2026-03-27T11:00:00+00:00,2026-03-27T12:00:00+00:00,"Weinfelden, Berufsbildungszentrum",1.65,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickstoffmonoxid
2026-03-27T13:00:00+00:00,2026-03-27T14:00:00+00:00,"Konstanz, Wallgutstrasse",1.17,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2026-03-27T19:00:00+00:00,2026-03-27T20:00:00+00:00,"Konstanz, Wallgutstrasse",0.46,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2026-03-27T19:00:00+00:00,2026-03-27T20:00:00+00:00,"Weinfelden, Berufsbildungszentrum",1.83,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickstoffmonoxid
2026-03-27T20:00:00+00:00,2026-03-27T21:00:00+00:00,"Weinfelden, Berufsbildungszentrum",0.34,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickstoffmonoxid
2026-03-27T21:00:00+00:00,2026-03-27T22:00:00+00:00,"Konstanz, Wallgutstrasse",1.36,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2026-03-27T22:00:00+00:00,2026-03-27T23:00:00+00:00,"Weinfelden, Berufsbildungszentrum",0.4,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickstoffmonoxid
2026-03-27T23:00:00+00:00,2026-03-28T00:00:00+00:00,"Weinfelden, Berufsbildungszentrum",0.51,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickstoffmonoxid
2026-03-28T01:00:00+00:00,2026-03-28T02:00:00+00:00,"Weinfelden, Berufsbildungszentrum",0.81,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickstoffmonoxid
2026-03-28T02:00:00+00:00,2026-03-28T03:00:00+00:00,"Weinfelden, Berufsbildungszentrum",0.72,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickstoffmonoxid
2026-03-28T03:00:00+00:00,2026-03-28T04:00:00+00:00,"Konstanz, Wallgutstrasse",0.27,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2026-03-28T03:00:00+00:00,2026-03-28T04:00:00+00:00,"Weinfelden, Berufsbildungszentrum",1.52,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickstoffmonoxid
2026-03-28T06:00:00+00:00,2026-03-28T07:00:00+00:00,"Weinfelden, Berufsbildungszentrum",6.65,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickstoffmonoxid
2026-03-28T07:00:00+00:00,2026-03-28T08:00:00+00:00,"Konstanz, Wallgutstrasse",5.68,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2026-03-28T09:00:00+00:00,2026-03-28T10:00:00+00:00,"Konstanz, Wallgutstrasse",3.09,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2026-03-28T09:00:00+00:00,2026-03-28T10:00:00+00:00,"Weinfelden, Berufsbildungszentrum",2.39,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickstoffmonoxid
2026-03-28T11:00:00+00:00,2026-03-28T12:00:00+00:00,"Konstanz, Wallgutstrasse",1.96,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2026-03-28T12:00:00+00:00,2026-03-28T13:00:00+00:00,"Konstanz, Wallgutstrasse",2.06,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2026-03-28T13:00:00+00:00,2026-03-28T14:00:00+00:00,"Konstanz, Wallgutstrasse",1.4,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2026-03-28T15:00:00+00:00,2026-03-28T16:00:00+00:00,"Weinfelden, Berufsbildungszentrum",0.61,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickstoffmonoxid
2026-03-28T16:00:00+00:00,2026-03-28T17:00:00+00:00,"Konstanz, Wallgutstrasse",0.59,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2026-03-28T16:00:00+00:00,2026-03-28T17:00:00+00:00,"Weinfelden, Berufsbildungszentrum",0.35,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickstoffmonoxid
2026-03-28T17:00:00+00:00,2026-03-28T18:00:00+00:00,"Konstanz, Wallgutstrasse",1.7,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2026-03-28T18:00:00+00:00,2026-03-28T19:00:00+00:00,"Weinfelden, Berufsbildungszentrum",0.09,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickstoffmonoxid
2026-03-28T20:00:00+00:00,2026-03-28T21:00:00+00:00,"Weinfelden, Berufsbildungszentrum",0.07,8afbe850-6268-4c59-aa29-8405e7b6da6b,Stickstoffmonoxid
2026-03-28T23:00:00+00:00,2026-03-29T00:00:00+00:00,"Konstanz, Wallgutstrasse",0.0,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2026-03-27T00:00:00+00:00,2026-03-27T01:00:00+00:00,"Konstanz, Wallgutstrasse",35.03,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2026-03-27T00:00:00+00:00,2026-03-27T01:00:00+00:00,"Weinfelden, Berufsbildungszentrum",29.83,8afbe850-6268-4c59-aa29-8405e7b6da6b,Ozon potentiell (O3+NO2)
2026-03-27T01:00:00+00:00,2026-03-27T02:00:00+00:00,"Konstanz, Wallgutstrasse",33.4,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2026-03-27T03:00:00+00:00,2026-03-27T04:00:00+00:00,"Weinfelden, Berufsbildungszentrum",31.54,8afbe850-6268-4c59-aa29-8405e7b6da6b,Ozon potentiell (O3+NO2)
2026-03-27T04:00:00+00:00,2026-03-27T05:00:00+00:00,"Konstanz, Wallgutstrasse",36.01,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2026-03-27T05:00:00+00:00,2026-03-27T06:00:00+00:00,"Weinfelden, Berufsbildungszentrum",37.12,8afbe850-6268-4c59-aa29-8405e7b6da6b,Ozon potentiell (O3+NO2)
2026-03-27T07:00:00+00:00,2026-03-27T08:00:00+00:00,"Weinfelden, Berufsbildungszentrum",38.09,8afbe850-6268-4c59-aa29-8405e7b6da6b,Ozon potentiell (O3+NO2)
2026-03-27T09:00:00+00:00,2026-03-27T10:00:00+00:00,"Konstanz, Wallgutstrasse",41.32,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2026-03-27T10:00:00+00:00,2026-03-27T11:00:00+00:00,"Weinfelden, Berufsbildungszentrum",41.77,8afbe850-6268-4c59-aa29-8405e7b6da6b,Ozon potentiell (O3+NO2)
2026-03-27T11:00:00+00:00,2026-03-27T12:00:00+00:00,"Konstanz, Wallgutstrasse",43.34,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2026-03-27T11:00:00+00:00,2026-03-27T12:00:00+00:00,"Weinfelden, Berufsbildungszentrum",42.97,8afbe850-6268-4c59-aa29-8405e7b6da6b,Ozon potentiell (O3+NO2)
2026-03-27T12:00:00+00:00,2026-03-27T13:00:00+00:00,"Konstanz, Wallgutstrasse",44.39,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2026-03-27T13:00:00+00:00,2026-03-27T14:00:00+00:00,"Konstanz, Wallgutstrasse",44.27,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2026-03-27T14:00:00+00:00,2026-03-27T15:00:00+00:00,"Weinfelden, Berufsbildungszentrum",44.45,8afbe850-6268-4c59-aa29-8405e7b6da6b,Ozon potentiell (O3+NO2)
2026-03-27T15:00:00+00:00,2026-03-27T16:00:00+00:00,"Konstanz, Wallgutstrasse",44.32,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2026-03-27T16:00:00+00:00,2026-03-27T17:00:00+00:00,"Konstanz, Wallgutstrasse",44.43,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2026-03-27T18:00:00+00:00,2026-03-27T19:00:00+00:00,"Konstanz, Wallgutstrasse",44.13,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2026-03-27T18:00:00+00:00,2026-03-27T19:00:00+00:00,"Weinfelden, Berufsbildungszentrum",42.96,8afbe850-6268-4c59-aa29-8405e7b6da6b,Ozon potentiell (O3+NO2)
2026-03-27T19:00:00+00:00,2026-03-27T20:00:00+00:00,"Konstanz, Wallgutstrasse",42.52,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2026-03-27T23:00:00+00:00,2026-03-28T00:00:00+00:00,"Konstanz, Wallgutstrasse",31.07,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2026-03-28T01:00:00+00:00,2026-03-28T02:00:00+00:00,"Weinfelden, Berufsbildungszentrum",19.36,8afbe850-6268-4c59-aa29-8405e7b6da6b,Ozon potentiell (O3+NO2)
2026-03-28T04:00:00+00:00,2026-03-28T05:00:00+00:00,"Weinfelden, Berufsbildungszentrum",15.66,8afbe850-6268-4c59-aa29-8405e7b6da6b,Ozon potentiell (O3+NO2)
2026-03-28T06:00:00+00:00,2026-03-28T07:00:00+00:00,"Weinfelden, Berufsbildungszentrum",14.92,8afbe850-6268-4c59-aa29-8405e7b6da6b,Ozon potentiell (O3+NO2)
2026-03-28T07:00:00+00:00,2026-03-28T08:00:00+00:00,"Konstanz, Wallgutstrasse",29.47,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2026-03-28T07:00:00+00:00,2026-03-28T08:00:00+00:00,"Weinfelden, Berufsbildungszentrum",17.1,8afbe850-6268-4c59-aa29-8405e7b6da6b,Ozon potentiell (O3+NO2)
2026-03-28T09:00:00+00:00,2026-03-28T10:00:00+00:00,"Konstanz, Wallgutstrasse",33.27,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2026-03-28T11:00:00+00:00,2026-03-28T12:00:00+00:00,"Weinfelden, Berufsbildungszentrum",40.04,8afbe850-6268-4c59-aa29-8405e7b6da6b,Ozon potentiell (O3+NO2)
2026-03-28T13:00:00+00:00,2026-03-28T14:00:00+00:00,"Konstanz, Wallgutstrasse",46.19,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2026-03-28T14:00:00+00:00,2026-03-28T15:00:00+00:00,"Konstanz, Wallgutstrasse",46.63,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2026-03-28T18:00:00+00:00,2026-03-28T19:00:00+00:00,"Weinfelden, Berufsbildungszentrum",40.95,8afbe850-6268-4c59-aa29-8405e7b6da6b,Ozon potentiell (O3+NO2)
2026-03-28T19:00:00+00:00,2026-03-28T20:00:00+00:00,"Weinfelden, Berufsbildungszentrum",38.28,8afbe850-6268-4c59-aa29-8405e7b6da6b,Ozon potentiell (O3+NO2)
2026-03-28T20:00:00+00:00,2026-03-28T21:00:00+00:00,"Konstanz, Wallgutstrasse",34.62,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2026-03-28T20:00:00+00:00,2026-03-28T21:00:00+00:00,"Weinfelden, Berufsbildungszentrum",35.64,8afbe850-6268-4c59-aa29-8405e7b6da6b,Ozon potentiell (O3+NO2)
2026-03-28T21:00:00+00:00,2026-03-28T22:00:00+00:00,"Konstanz, Wallgutstrasse",35.77,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2026-03-28T22:00:00+00:00,2026-03-28T23:00:00+00:00,"Weinfelden, Berufsbildungszentrum",33.43,8afbe850-6268-4c59-aa29-8405e7b6da6b,Ozon potentiell (O3+NO2)
2026-03-28T23:00:00+00:00,2026-03-29T00:00:00+00:00,"Weinfelden, Berufsbildungszentrum",31.54,8afbe850-6268-4c59-aa29-8405e7b6da6b,Ozon potentiell (O3+NO2)
2026-03-27T02:00:00+00:00,2026-03-27T03:00:00+00:00,"Weinfelden, Berufsbildungszentrum",40.15,8afbe850-6268-4c59-aa29-8405e7b6da6b,Ozon
2026-03-27T03:00:00+00:00,2026-03-27T04:00:00+00:00,"Weinfelden, Berufsbildungszentrum",50.33,8afbe850-6268-4c59-aa29-8405e7b6da6b,Ozon
2026-03-27T04:00:00+00:00,2026-03-27T05:00:00+00:00,"Konstanz, Wallgutstrasse",59.2,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2026-03-27T05:00:00+00:00,2026-03-27T06:00:00+00:00,"Konstanz, Wallgutstrasse",61.59,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2026-03-27T05:00:00+00:00,2026-03-27T06:00:00+00:00,"Weinfelden, Berufsbildungszentrum",65.05,8afbe850-6268-4c59-aa29-8405e7b6da6b,Ozon
2026-03-27T06:00:00+00:00,2026-03-27T07:00:00+00:00,"Konstanz, Wallgutstrasse",62.37,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2026-03-27T07:00:00+00:00,2026-03-27T08:00:00+00:00,"Konstanz, Wallgutstrasse",58.94,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2026-03-27T07:00:00+00:00,2026-03-27T08:00:00+00:00,"Weinfelden, Berufsbildungszentrum",66.26,8afbe850-6268-4c59-aa29-8405e7b6da6b,Ozon
2026-03-27T08:00:00+00:00,2026-03-27T09:00:00+00:00,"Konstanz, Wallgutstrasse",70.83,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2026-03-27T09:00:00+00:00,2026-03-27T10:00:00+00:00,"Weinfelden, Berufsbildungszentrum",73.2,8afbe850-6268-4c59-aa29-8405e7b6da6b,Ozon
2026-03-27T10:00:00+00:00,2026-03-27T11:00:00+00:00,"Konstanz, Wallgutstrasse",77.4,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2026-03-27T11:00:00+00:00,2026-03-27T12:00:00+00:00,"Konstanz, Wallgutstrasse",75.71,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2026-03-27T12:00:00+00:00,2026-03-27T13:00:00+00:00,"Konstanz, Wallgutstrasse",81.42,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
