startzeit,endzeit,messstelle,messwert,messstationid,indikator
2025-10-12T02:00:00+00:00,2025-10-12T03:00:00+00:00,"Konstanz, Wallgutstrasse",11.19,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-12T07:00:00+00:00,2025-10-12T08:00:00+00:00,"Konstanz, Wallgutstrasse",15.74,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-12T10:00:00+00:00,2025-10-12T11:00:00+00:00,"Konstanz, Wallgutstrasse",8.65,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-12T11:00:00+00:00,2025-10-12T12:00:00+00:00,"Konstanz, Wallgutstrasse",3.14,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-12T13:00:00+00:00,2025-10-12T14:00:00+00:00,"Konstanz, Wallgutstrasse",5.24,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-12T14:00:00+00:00,2025-10-12T15:00:00+00:00,"Konstanz, Wallgutstrasse",5.77,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-12T17:00:00+00:00,2025-10-12T18:00:00+00:00,"Konstanz, Wallgutstrasse",9.03,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-12T20:00:00+00:00,2025-10-12T21:00:00+00:00,"Konstanz, Wallgutstrasse",9.2,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-13T01:00:00+00:00,2025-10-13T02:00:00+00:00,"Konstanz, Wallgutstrasse",10.06,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-13T04:00:00+00:00,2025-10-13T05:00:00+00:00,"Konstanz, Wallgutstrasse",15.51,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-13T05:00:00+00:00,2025-10-13T06:00:00+00:00,"Konstanz, Wallgutstrasse",22.21,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-13T09:00:00+00:00,2025-10-13T10:00:00+00:00,"Konstanz, Wallgutstrasse",12.58,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-13T10:00:00+00:00,2025-10-13T11:00:00+00:00,"Konstanz, Wallgutstrasse",12.11,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-13T14:00:00+00:00,2025-10-13T15:00:00+00:00,"Konstanz, Wallgutstrasse",8.66,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-13T15:00:00+00:00,2025-10-13T16:00:00+00:00,"Konstanz, Wallgutstrasse",10.41,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-13T19:00:00+00:00,2025-10-13T20:00:00+00:00,"Konstanz, Wallgutstrasse",17.28,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-12T10:00:00+00:00,2025-10-12T11:00:00+00:00,"Konstanz, Wallgutstrasse",6.76,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-10-12T18:00:00+00:00,2025-10-12T19:00:00+00:00,"Konstanz, Wallgutstrasse",5.52,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-10-12T20:00:00+00:00,2025-10-12T21:00:00+00:00,"Konstanz, Wallgutstrasse",5.13,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-10-12T22:00:00+00:00,2025-10-12T23:00:00+00:00,"Konstanz, Wallgutstrasse",7.04,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-10-12T23:00:00+00:00,2025-10-13T00:00:00+00:00,"Konstanz, Wallgutstrasse",5.33,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-10-13T00:00:00+00:00,2025-10-13T01:00:00+00:00,"Konstanz, Wallgutstrasse",4.82,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-10-13T01:00:00+00:00,2025-10-13T02:00:00+00:00,"Konstanz, Wallgutstrasse",5.62,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-10-13T08:00:00+00:00,2025-10-13T09:00:00+00:00,"Konstanz, Wallgutstrasse",18.79,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-10-13T10:00:00+00:00,2025-10-13T11:00:00+00:00,"Konstanz, Wallgutstrasse",9.51,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-10-13T16:00:00+00:00,2025-10-13T17:00:00+00:00,"Konstanz, Wallgutstrasse",7.53,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-10-13T17:00:00+00:00,2025-10-13T18:00:00+00:00,"Konstanz, Wallgutstrasse",7.84,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-10-13T21:00:00+00:00,2025-10-13T22:00:00+00:00,"Konstanz, Wallgutstrasse",5.31,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-10-13T22:00:00+00:00,2025-10-13T23:00:00+00:00,"Konstanz, Wallgutstrasse",5.59,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-10-12T00:00:00+00:00,2025-10-12T01:00:00+00:00,"Konstanz, Wallgutstrasse",0.41,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-10-12T02:00:00+00:00,2025-10-12T03:00:00+00:00,"Konstanz, Wallgutstrasse",0.44,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-10-12T15:00:00+00:00,2025-10-12T16:00:00+00:00,"Konstanz, Wallgutstrasse",0.92,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-10-12T20:00:00+00:00,2025-10-12T21:00:00+00:00,"Konstanz, Wallgutstrasse",0.4,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-10-13T01:00:00+00:00,2025-10-13T02:00:00+00:00,"Konstanz, Wallgutstrasse",0.45,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-10-13T02:00:00+00:00,2025-10-13T03:00:00+00:00,"Konstanz, Wallgutstrasse",0.42,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-10-13T04:00:00+00:00,2025-10-13T05:00:00+00:00,"Konstanz, Wallgutstrasse",1.45,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-10-13T05:00:00+00:00,2025-10-13T06:00:00+00:00,"Konstanz, Wallgutstrasse",4.5,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-10-13T17:00:00+00:00,2025-10-13T18:00:00+00:00,"Konstanz, Wallgutstrasse",1.32,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-10-13T20:00:00+00:00,2025-10-13T21:00:00+00:00,"Konstanz, Wallgutstrasse",1.55,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-10-13T21:00:00+00:00,2025-10-13T22:00:00+00:00,"Konstanz, Wallgutstrasse",0.64,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-10-12T00:00:00+00:00,2025-10-12T01:00:00+00:00,"Konstanz, Wallgutstrasse",26.8,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-10-12T01:00:00+00:00,2025-10-12T02:00:00+00:00,"Konstanz, Wallgutstrasse",24.06,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-10-12T02:00:00+00:00,2025-10-12T03:00:00+00:00,"Konstanz, Wallgutstrasse",20.59,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-10-12T05:00:00+00:00,2025-10-12T06:00:00+00:00,"Konstanz, Wallgutstrasse",18.26,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-10-12T07:00:00+00:00,2025-10-12T08:00:00+00:00,"Konstanz, Wallgutstrasse",16.92,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-10-12T10:00:00+00:00,2025-10-12T11:00:00+00:00,"Konstanz, Wallgutstrasse",26.16,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-10-12T18:00:00+00:00,2025-10-12T19:00:00+00:00,"Konstanz, Wallgutstrasse",36.73,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-10-12T23:00:00+00:00,2025-10-13T00:00:00+00:00,"Konstanz, Wallgutstrasse",26.79,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-10-13T02:00:00+00:00,2025-10-13T03:00:00+00:00,"Konstanz, Wallgutstrasse",19.87,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-10-13T04:00:00+00:00,2025-10-13T05:00:00+00:00,"Konstanz, Wallgutstrasse",16.72,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-10-13T05:00:00+00:00,2025-10-13T06:00:00+00:00,"Konstanz, Wallgutstrasse",16.27,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-10-13T06:00:00+00:00,2025-10-13T07:00:00+00:00,"Konstanz, Wallgutstrasse",16.94,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-10-13T08:00:00+00:00,2025-10-13T09:00:00+00:00,"Konstanz, Wallgutstrasse",21.02,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-10-13T17:00:00+00:00,2025-10-13T18:00:00+00:00,"Konstanz, Wallgutstrasse",28.55,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-10-13T18:00:00+00:00,2025-10-13T19:00:00+00:00,"Konstanz, Wallgutstrasse",28.23,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-10-12T02:00:00+00:00,2025-10-12T03:00:00+00:00,"Konstanz, Wallgutstrasse",29.41,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-10-12T03:00:00+00:00,2025-10-12T04:00:00+00:00,"Konstanz, Wallgutstrasse",30.06,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-10-12T06:00:00+00:00,2025-10-12T07:00:00+00:00,"Konstanz, Wallgutstrasse",21.96,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-10-12T09:00:00+00:00,2025-10-12T10:00:00+00:00,"Konstanz, Wallgutstrasse",27.58,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-10-12T13:00:00+00:00,2025-10-12T14:00:00+00:00,"Konstanz, Wallgutstrasse",66.37,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-10-12T14:00:00+00:00,2025-10-12T15:00:00+00:00,"Konstanz, Wallgutstrasse",66.47,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-10-12T19:00:00+00:00,2025-10-12T20:00:00+00:00,"Konstanz, Wallgutstrasse",61.32,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-10-12T21:00:00+00:00,2025-10-12T22:00:00+00:00,"Konstanz, Wallgutstrasse",53.46,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-10-13T06:00:00+00:00,2025-10-13T07:00:00+00:00,"Konstanz, Wallgutstrasse",2.92,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-10-13T09:00:00+00:00,2025-10-13T10:00:00+00:00,"Konstanz, Wallgutstrasse",34.67,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-10-13T11:00:00+00:00,2025-10-13T12:00:00+00:00,"Konstanz, Wallgutstrasse",46.26,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-10-13T14:00:00+00:00,2025-10-13T15:00:00+00:00,"Konstanz, Wallgutstrasse",47.08,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-10-13T16:00:00+00:00,2025-10-13T17:00:00+00:00,"Konstanz, Wallgutstrasse",43.12,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-10-13T17:00:00+00:00,2025-10-13T18:00:00+00:00,"Konstanz, Wallgutstrasse",43.44,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-10-13T19:00:00+00:00,2025-10-13T20:00:00+00:00,"Konstanz, Wallgutstrasse",36.82,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-10-12T03:00:00+00:00,2025-10-12T04:00:00+00:00,"Konstanz, Wallgutstrasse",7.75,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-10-12T06:00:00+00:00,2025-10-12T07:00:00+00:00,"Konstanz, Wallgutstrasse",9.2,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-10-12T07:00:00+00:00,2025-10-12T08:00:00+00:00,"Konstanz, Wallgutstrasse",9.95,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-10-12T11:00:00+00:00,2025-10-12T12:00:00+00:00,"Konstanz, Wallgutstrasse",7.01,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-10-12T12:00:00+00:00,2025-10-12T13:00:00+00:00,"Konstanz, Wallgutstrasse",7.22,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-10-12T15:00:00+00:00,2025-10-12T16:00:00+00:00,"Konstanz, Wallgutstrasse",8.5,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-10-12T22:00:00+00:00,2025-10-12T23:00:00+00:00,"Konstanz, Wallgutstrasse",10.35,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-10-12T23:00:00+00:00,2025-10-13T00:00:00+00:00,"Konstanz, Wallgutstrasse",10.46,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-10-13T05:00:00+00:00,2025-10-13T06:00:00+00:00,"Konstanz, Wallgutstrasse",10.61,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-10-13T06:00:00+00:00,2025-10-13T07:00:00+00:00,"Konstanz, Wallgutstrasse",11.15,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-10-13T16:00:00+00:00,2025-10-13T17:00:00+00:00,"Konstanz, Wallgutstrasse",8.64,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-10-13T18:00:00+00:00,2025-10-13T19:00:00+00:00,"Konstanz, Wallgutstrasse",6.53,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-10-13T19:00:00+00:00,2025-10-13T20:00:00+00:00,"Konstanz, Wallgutstrasse",6.13,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-10-13T20:00:00+00:00,2025-10-13T21:00:00+00:00,"Konstanz, Wallgutstrasse",6.32,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-10-13T21:00:00+00:00,2025-10-13T22:00:00+00:00,"Konstanz, Wallgutstrasse",7.14,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-10-13T22:00:00+00:00,2025-10-13T23:00:00+00:00,"Konstanz, Wallgutstrasse",5.91,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-10-14T00:00:00+00:00,2025-10-14T01:00:00+00:00,"Konstanz, Wallgutstrasse",6.93,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-10-14T04:00:00+00:00,2025-10-14T05:00:00+00:00,"Konstanz, Wallgutstrasse",6.25,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-10-14T06:00:00+00:00,2025-10-14T07:00:00+00:00,"Konstanz, Wallgutstrasse",10.88,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-10-14T07:00:00+00:00,2025-10-14T08:00:00+00:00,"Konstanz, Wallgutstrasse",10.22,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-10-14T09:00:00+00:00,2025-10-14T10:00:00+00:00,"Konstanz, Wallgutstrasse",117.29,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-10-14T13:00:00+00:00,2025-10-14T14:00:00+00:00,"Konstanz, Wallgutstrasse",21.71,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-10-14T20:00:00+00:00,2025-10-14T21:00:00+00:00,"Konstanz, Wallgutstrasse",12.26,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-10-15T06:00:00+00:00,2025-10-15T07:00:00+00:00,"Konstanz, Wallgutstrasse",13.45,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-10-15T10:00:00+00:00,2025-10-15T11:00:00+00:00,"Konstanz, Wallgutstrasse",75.73,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-10-15T12:00:00+00:00,2025-10-15T13:00:00+00:00,"Konstanz, Wallgutstrasse",16.77,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-10-15T20:00:00+00:00,2025-10-15T21:00:00+00:00,"Konstanz, Wallgutstrasse",9.74,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-10-14T02:00:00+00:00,2025-10-14T03:00:00+00:00,"Konstanz, Wallgutstrasse",6.69,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-14T03:00:00+00:00,2025-10-14T04:00:00+00:00,"Konstanz, Wallgutstrasse",6.84,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-14T05:00:00+00:00,2025-10-14T06:00:00+00:00,"Konstanz, Wallgutstrasse",11.89,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-14T06:00:00+00:00,2025-10-14T07:00:00+00:00,"Konstanz, Wallgutstrasse",15.26,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-14T09:00:00+00:00,2025-10-14T10:00:00+00:00,"Konstanz, Wallgutstrasse",12.24,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-14T12:00:00+00:00,2025-10-14T13:00:00+00:00,"Konstanz, Wallgutstrasse",8.99,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-14T14:00:00+00:00,2025-10-14T15:00:00+00:00,"Konstanz, Wallgutstrasse",7.2,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-14T15:00:00+00:00,2025-10-14T16:00:00+00:00,"Konstanz, Wallgutstrasse",5.27,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-14T17:00:00+00:00,2025-10-14T18:00:00+00:00,"Konstanz, Wallgutstrasse",20.98,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-14T18:00:00+00:00,2025-10-14T19:00:00+00:00,"Konstanz, Wallgutstrasse",33.57,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-14T20:00:00+00:00,2025-10-14T21:00:00+00:00,"Konstanz, Wallgutstrasse",26.12,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-14T21:00:00+00:00,2025-10-14T22:00:00+00:00,"Konstanz, Wallgutstrasse",20.59,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-14T23:00:00+00:00,2025-10-15T00:00:00+00:00,"Konstanz, Wallgutstrasse",18.92,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-15T06:00:00+00:00,2025-10-15T07:00:00+00:00,"Konstanz, Wallgutstrasse",28.46,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-15T08:00:00+00:00,2025-10-15T09:00:00+00:00,"Konstanz, Wallgutstrasse",30.41,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-15T11:00:00+00:00,2025-10-15T12:00:00+00:00,"Konstanz, Wallgutstrasse",11.39,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-15T16:00:00+00:00,2025-10-15T17:00:00+00:00,"Konstanz, Wallgutstrasse",7.96,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-15T18:00:00+00:00,2025-10-15T19:00:00+00:00,"Konstanz, Wallgutstrasse",14.5,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-15T21:00:00+00:00,2025-10-15T22:00:00+00:00,"Konstanz, Wallgutstrasse",13.52,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-15T22:00:00+00:00,2025-10-15T23:00:00+00:00,"Konstanz, Wallgutstrasse",13.14,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-15T23:00:00+00:00,2025-10-16T00:00:00+00:00,"Konstanz, Wallgutstrasse",16.9,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-10-14T01:00:00+00:00,2025-10-14T02:00:00+00:00,"Konstanz, Wallgutstrasse",2.88,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-10-14T05:00:00+00:00,2025-10-14T06:00:00+00:00,"Konstanz, Wallgutstrasse",7.26,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-10-14T10:00:00+00:00,2025-10-14T11:00:00+00:00,"Konstanz, Wallgutstrasse",8.64,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-10-14T11:00:00+00:00,2025-10-14T12:00:00+00:00,"Konstanz, Wallgutstrasse",6.25,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-10-14T16:00:00+00:00,2025-10-14T17:00:00+00:00,"Konstanz, Wallgutstrasse",4.98,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-10-14T18:00:00+00:00,2025-10-14T19:00:00+00:00,"Konstanz, Wallgutstrasse",20.09,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-10-14T20:00:00+00:00,2025-10-14T21:00:00+00:00,"Konstanz, Wallgutstrasse",17.99,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-10-15T02:00:00+00:00,2025-10-15T03:00:00+00:00,"Konstanz, Wallgutstrasse",6.71,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-10-15T05:00:00+00:00,2025-10-15T06:00:00+00:00,"Konstanz, Wallgutstrasse",12.01,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-10-15T09:00:00+00:00,2025-10-15T10:00:00+00:00,"Konstanz, Wallgutstrasse",19.61,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-10-15T11:00:00+00:00,2025-10-15T12:00:00+00:00,"Konstanz, Wallgutstrasse",8.15,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-10-15T14:00:00+00:00,2025-10-15T15:00:00+00:00,"Konstanz, Wallgutstrasse",5.12,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-10-15T21:00:00+00:00,2025-10-15T22:00:00+00:00,"Konstanz, Wallgutstrasse",7.68,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-10-14T04:00:00+00:00,2025-10-14T05:00:00+00:00,"Konstanz, Wallgutstrasse",0.49,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-10-14T05:00:00+00:00,2025-10-14T06:00:00+00:00,"Konstanz, Wallgutstrasse",1.3,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-10-14T07:00:00+00:00,2025-10-14T08:00:00+00:00,"Konstanz, Wallgutstrasse",2.56,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-10-14T10:00:00+00:00,2025-10-14T11:00:00+00:00,"Konstanz, Wallgutstrasse",3.45,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-10-14T11:00:00+00:00,2025-10-14T12:00:00+00:00,"Konstanz, Wallgutstrasse",2.26,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-10-14T13:00:00+00:00,2025-10-14T14:00:00+00:00,"Konstanz, Wallgutstrasse",1.93,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-10-14T16:00:00+00:00,2025-10-14T17:00:00+00:00,"Konstanz, Wallgutstrasse",0.77,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-10-14T17:00:00+00:00,2025-10-14T18:00:00+00:00,"Konstanz, Wallgutstrasse",1.17,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-10-14T18:00:00+00:00,2025-10-14T19:00:00+00:00,"Konstanz, Wallgutstrasse",3.16,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-10-14T19:00:00+00:00,2025-10-14T20:00:00+00:00,"Konstanz, Wallgutstrasse",10.73,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-10-14T20:00:00+00:00,2025-10-14T21:00:00+00:00,"Konstanz, Wallgutstrasse",5.39,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-10-15T00:00:00+00:00,2025-10-15T01:00:00+00:00,"Konstanz, Wallgutstrasse",1.09,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-10-15T01:00:00+00:00,2025-10-15T02:00:00+00:00,"Konstanz, Wallgutstrasse",0.84,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-10-15T02:00:00+00:00,2025-10-15T03:00:00+00:00,"Konstanz, Wallgutstrasse",0.91,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-10-15T05:00:00+00:00,2025-10-15T06:00:00+00:00,"Konstanz, Wallgutstrasse",3.16,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-10-15T09:00:00+00:00,2025-10-15T10:00:00+00:00,"Konstanz, Wallgutstrasse",8.82,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-10-15T11:00:00+00:00,2025-10-15T12:00:00+00:00,"Konstanz, Wallgutstrasse",2.74,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-10-15T13:00:00+00:00,2025-10-15T14:00:00+00:00,"Konstanz, Wallgutstrasse",1.98,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-10-15T14:00:00+00:00,2025-10-15T15:00:00+00:00,"Konstanz, Wallgutstrasse",1.4,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
