timestamp,g107_no2,g107_03,g107_pm25,g125_no2,g125_o3,g125_pm25,g131_no2,g131_o3,g131_pm25,timestamp_text,anfangszeit
2022-11-18T04:30:00+00:00,0.6,60.8,0.2,0.0,50.3,0.2,1.3,56.5,0.3,2022-11-18T05:30:00+0100,18.11.2022 05:30:00
2022-11-20T02:30:00+00:00,1.1,55.3,1.5,0.0,44.5,1.6,1.9,53.3,1.5,2022-11-20T03:30:00+0100,20.11.2022 03:30:00
2022-11-19T08:30:00+00:00,14.2,41.7,2.1,5.7,33.1,2.2,28.7,24.9,2.3,2022-11-19T09:30:00+0100,19.11.2022 09:30:00
2022-11-19T17:30:00+00:00,12.0,46.9,3.8,9.0,35.9,4.2,31.0,30.7,5.9,2022-11-19T18:30:00+0100,19.11.2022 18:30:00
2022-11-19T18:00:00+00:00,12.6,44.7,4.1,6.7,32.1,4.6,28.1,26.1,5.3,2022-11-19T19:00:00+0100,19.11.2022 19:00:00
2022-11-22T07:30:00+00:00,51.4,34.7,2.8,36.0,30.7,2.9,55.8,34.7,3.6,2022-11-22T08:30:00+0100,22.11.2022 08:30:00
2022-11-24T05:30:00+00:00,17.8,30.7,4.7,18.5,16.6,4.7,27.3,18.2,4.7,2022-11-24T06:30:00+0100,24.11.2022 06:30:00
2022-11-22T09:00:00+00:00,40.2,25.5,2.6,32.1,24.5,2.4,47.0,34.7,2.7,2022-11-22T10:00:00+0100,22.11.2022 10:00:00
2022-11-22T10:30:00+00:00,21.8,60.4,1.7,5.5,60.2,1.6,22.0,48.3,1.8,2022-11-22T11:30:00+0100,22.11.2022 11:30:00
2022-11-22T09:30:00+00:00,44.0,30.9,2.5,38.4,29.7,2.4,59.7,39.5,2.6,2022-11-22T10:30:00+0100,22.11.2022 10:30:00
2022-11-22T11:30:00+00:00,11.7,66.0,0.9,3.8,61.0,0.9,12.6,51.5,0.9,2022-11-22T12:30:00+0100,22.11.2022 12:30:00
2022-11-22T21:30:00+00:00,19.5,33.3,3.9,18.0,13.8,4.0,31.0,19.8,4.5,2022-11-22T22:30:00+0100,22.11.2022 22:30:00
2022-11-22T22:00:00+00:00,13.6,37.3,3.8,6.5,22.9,3.8,18.9,13.6,4.8,2022-11-22T23:00:00+0100,22.11.2022 23:00:00
2022-11-22T15:30:00+00:00,32.5,39.9,3.4,16.4,49.3,1.9,21.8,49.7,1.7,2022-11-22T16:30:00+0100,22.11.2022 16:30:00
2022-11-22T16:30:00+00:00,22.0,46.7,1.9,28.5,44.1,1.7,29.1,48.5,1.7,2022-11-22T17:30:00+0100,22.11.2022 17:30:00
2022-11-22T20:30:00+00:00,13.8,42.1,2.8,10.7,22.9,8.4,26.2,20.5,3.2,2022-11-22T21:30:00+0100,22.11.2022 21:30:00
2022-11-22T04:30:00+00:00,4.0,52.5,3.5,0.2,45.5,3.5,3.1,46.3,3.3,2022-11-22T05:30:00+0100,22.11.2022 05:30:00
2022-11-22T03:30:00+00:00,0.4,52.7,3.7,0.0,41.3,3.7,1.7,47.5,3.5,2022-11-22T04:30:00+0100,22.11.2022 04:30:00
2022-11-22T04:00:00+00:00,0.8,49.7,3.5,0.2,35.7,3.5,4.4,33.3,3.2,2022-11-22T05:00:00+0100,22.11.2022 05:00:00
2022-11-23T19:00:00+00:00,3.4,64.0,1.5,0.8,62.8,1.7,0.0,65.0,1.6,2022-11-23T20:00:00+0100,23.11.2022 20:00:00
2022-11-23T20:00:00+00:00,0.8,76.2,1.8,2.3,68.4,1.6,0.4,73.2,1.7,2022-11-23T21:00:00+0100,23.11.2022 21:00:00
2022-11-23T23:30:00+00:00,4.8,42.9,2.8,3.6,24.3,3.0,9.0,22.9,3.0,2022-11-24T00:30:00+0100,24.11.2022 00:30:00
2022-11-24T04:30:00+00:00,1.5,47.1,4.5,0.6,27.1,4.3,2.1,28.3,3.9,2022-11-24T05:30:00+0100,24.11.2022 05:30:00
2022-11-24T14:00:00+00:00,21.8,36.1,3.4,15.5,24.1,4.7,38.1,28.1,5.1,2022-11-24T15:00:00+0100,24.11.2022 15:00:00
2022-11-24T08:00:00+00:00,48.4,27.5,4.3,51.2,35.7,4.3,87.8,46.3,4.6,2022-11-24T09:00:00+0100,24.11.2022 09:00:00
2022-11-24T16:30:00+00:00,92.2,56.7,7.8,98.9,38.9,8.0,110.5,44.9,8.1,2022-11-24T17:30:00+0100,24.11.2022 17:30:00
2022-11-24T19:00:00+00:00,73.6,55.1,6.3,78.4,39.5,6.4,88.7,44.1,6.2,2022-11-24T20:00:00+0100,24.11.2022 20:00:00
2022-11-24T22:00:00+00:00,43.0,10.0,7.0,42.5,30.7,7.0,50.7,34.3,6.9,2022-11-24T23:00:00+0100,24.11.2022 23:00:00
2022-11-25T18:30:00+00:00,21.8,29.5,7.0,27.9,25.5,7.0,29.3,28.1,6.7,2022-11-25T19:30:00+0100,25.11.2022 19:30:00
2022-11-25T22:30:00+00:00,0.2,39.9,6.7,0.0,19.8,7.9,0.2,19.8,8.9,2022-11-25T23:30:00+0100,25.11.2022 23:30:00
2022-11-25T12:00:00+00:00,41.3,34.9,9.6,51.2,24.9,9.7,62.9,30.3,9.7,2022-11-25T13:00:00+0100,25.11.2022 13:00:00
2022-11-26T07:30:00+00:00,8.6,14.0,5.6,8.2,4.6,5.6,5.9,4.2,5.3,2022-11-26T08:30:00+0100,26.11.2022 08:30:00
2022-11-26T10:00:00+00:00,14.2,28.3,13.8,14.3,10.2,13.2,26.0,16.4,13.2,2022-11-26T11:00:00+0100,26.11.2022 11:00:00
2023-02-14T22:00:00+00:00,36.1,2.6,44.1,43.4,23.5,44.2,39.0,26.3,45.1,2023-02-14T23:00:00+0100,14.02.2023 23:00:00
2023-02-14T22:30:00+00:00,34.8,4.8,42.9,41.1,22.7,42.6,36.5,25.1,44.1,2023-02-14T23:30:00+0100,14.02.2023 23:30:00
2023-02-14T18:30:00+00:00,44.7,36.3,49.7,54.7,28.9,49.3,52.0,32.1,50.1,2023-02-14T19:30:00+0100,14.02.2023 19:30:00
2023-02-15T21:30:00+00:00,36.1,7.4,38.0,41.1,28.1,37.8,38.1,31.5,37.0,2023-02-15T22:30:00+0100,15.02.2023 22:30:00
2023-02-17T11:00:00+00:00,26.2,45.5,12.7,39.6,23.9,12.9,54.9,32.7,12.9,2023-02-17T12:00:00+0100,17.02.2023 12:00:00
2023-02-27T07:30:00+00:00,26.0,50.7,4.6,46.9,35.9,4.9,49.1,28.5,4.9,2023-02-27T08:30:00+0100,27.02.2023 08:30:00
2023-02-27T18:30:00+00:00,21.0,59.1,6.2,22.8,42.1,6.3,28.1,41.7,5.8,2023-02-27T19:30:00+0100,27.02.2023 19:30:00
2023-03-01T17:00:00+00:00,2.1,66.8,31.9,5.9,48.3,31.7,21.4,38.9,32.0,2023-03-01T18:00:00+0100,01.03.2023 18:00:00
2022-03-22T04:00:00+00:00,15.5,29.3,14.5,9.6,19.4,13.6,2.3,28.1,14.0,2022-03-22T05:00:00+0100,22.03.2022 05:00:00
2022-03-23T20:00:00+00:00,19.9,53.9,30.1,20.5,41.7,28.5,23.7,42.9,30.5,2022-03-23T21:00:00+0100,23.03.2022 21:00:00
2022-02-20T03:00:00+00:00,6.3,72.4,1.8,2.3,66.2,1.6,5.0,67.2,1.7,2022-02-20T04:00:00+0100,20.02.2022 04:00:00
2022-02-16T10:30:00+00:00,14.7,63.8,0.6,10.7,63.0,0.4,24.9,54.3,0.5,2022-02-16T11:30:00+0100,16.02.2022 11:30:00
2022-02-16T15:30:00+00:00,1.9,84.2,0.3,0.4,75.6,0.3,3.4,74.2,0.5,2022-02-16T16:30:00+0100,16.02.2022 16:30:00
2022-02-16T17:00:00+00:00,14.0,65.2,0.5,9.6,62.0,0.4,14.2,61.0,0.5,2022-02-16T18:00:00+0100,16.02.2022 18:00:00
2022-02-16T19:30:00+00:00,0.8,74.6,0.6,0.0,68.2,0.4,0.2,69.6,0.3,2022-02-16T20:30:00+0100,16.02.2022 20:30:00
2022-02-17T07:00:00+00:00,7.5,67.6,0.2,0.4,63.2,0.2,5.4,59.5,0.1,2022-02-17T08:00:00+0100,17.02.2022 08:00:00
2022-02-07T11:00:00+00:00,7.8,73.6,3.3,0.2,71.4,2.9,4.8,68.0,3.3,2022-02-07T12:00:00+0100,07.02.2022 12:00:00
2022-02-07T18:30:00+00:00,25.4,38.7,3.9,21.2,23.1,3.7,31.6,17.0,4.6,2022-02-07T19:30:00+0100,07.02.2022 19:30:00
2022-02-01T14:30:00+00:00,12.0,70.8,1.7,1.0,70.6,1.5,7.3,65.6,1.7,2022-02-01T15:30:00+0100,01.02.2022 15:30:00
2022-02-01T15:30:00+00:00,17.2,66.6,1.5,11.1,61.6,1.3,12.0,64.0,1.4,2022-02-01T16:30:00+0100,01.02.2022 16:30:00
2022-02-02T05:00:00+00:00,3.8,68.8,1.6,1.0,58.3,1.5,4.8,57.7,1.5,2022-02-02T06:00:00+0100,02.02.2022 06:00:00
2022-02-04T05:30:00+00:00,9.0,42.3,8.0,2.1,33.5,7.6,5.2,35.3,7.8,2022-02-04T06:30:00+0100,04.02.2022 06:30:00
2022-01-30T21:30:00+00:00,1.9,48.1,6.9,0.0,33.9,8.7,5.2,30.3,7.6,2022-01-30T22:30:00+0100,30.01.2022 22:30:00
2022-01-30T20:00:00+00:00,8.0,45.3,7.4,3.1,35.3,7.5,9.8,29.7,7.9,2022-01-30T21:00:00+0100,30.01.2022 21:00:00
2022-01-31T01:00:00+00:00,3.4,47.3,5.8,0.0,33.5,5.5,2.5,32.3,5.6,2022-01-31T02:00:00+0100,31.01.2022 02:00:00
2022-01-30T14:00:00+00:00,3.8,63.8,3.2,0.2,54.1,3.1,2.3,52.3,3.0,2022-01-30T15:00:00+0100,30.01.2022 15:00:00
2022-01-30T13:30:00+00:00,4.4,63.6,2.4,1.1,53.5,2.2,5.0,49.7,2.2,2022-01-30T14:30:00+0100,30.01.2022 14:30:00
2022-01-30T17:30:00+00:00,10.7,46.9,6.1,1.0,35.1,5.7,16.6,24.7,6.4,2022-01-30T18:30:00+0100,30.01.2022 18:30:00
2022-01-29T01:30:00+00:00,1.1,29.9,26.7,1.0,11.2,24.4,0.0,14.8,26.8,2022-01-29T02:30:00+0100,29.01.2022 02:30:00
2022-01-27T04:30:00+00:00,4.2,35.5,44.3,5.0,15.4,40.7,1.5,22.5,45.5,2022-01-27T05:30:00+0100,27.01.2022 05:30:00
2022-01-25T13:30:00+00:00,3.4,44.9,44.3,2.5,28.1,40.0,7.6,26.7,43.4,2022-01-25T14:30:00+0100,25.01.2022 14:30:00
2022-01-25T16:30:00+00:00,20.1,28.7,36.4,31.0,17.2,34.4,36.3,10.2,34.1,2022-01-25T17:30:00+0100,25.01.2022 17:30:00
2022-01-25T18:00:00+00:00,24.7,21.3,46.6,34.0,26.5,42.9,33.8,10.4,46.6,2022-01-25T19:00:00+0100,25.01.2022 19:00:00
2022-01-25T20:00:00+00:00,16.8,22.3,46.1,20.8,10.0,42.0,21.6,7.2,44.3,2022-01-25T21:00:00+0100,25.01.2022 21:00:00
2022-01-26T02:30:00+00:00,14.0,22.9,47.3,16.1,8.2,43.0,16.3,6.2,46.4,2022-01-26T03:30:00+0100,26.01.2022 03:30:00
2022-01-26T21:00:00+00:00,7.5,34.7,35.6,8.8,14.2,32.8,8.0,21.1,36.8,2022-01-26T22:00:00+0100,26.01.2022 22:00:00
2022-01-26T08:00:00+00:00,18.5,23.9,47.8,21.6,16.4,45.6,19.3,8.6,48.0,2022-01-26T09:00:00+0100,26.01.2022 09:00:00
2022-01-26T09:00:00+00:00,14.5,25.1,44.6,19.5,5.8,41.9,16.6,8.4,45.7,2022-01-26T10:00:00+0100,26.01.2022 10:00:00
2022-01-26T16:30:00+00:00,2.1,44.7,35.2,3.3,24.9,31.0,5.4,27.5,34.3,2022-01-26T17:30:00+0100,26.01.2022 17:30:00
2022-01-26T17:30:00+00:00,1.3,43.7,31.3,1.1,26.5,29.1,1.9,30.5,32.7,2022-01-26T18:30:00+0100,26.01.2022 18:30:00
2022-01-26T22:30:00+00:00,9.2,33.7,37.9,12.8,13.8,35.5,7.5,22.3,39.1,2022-01-26T23:30:00+0100,26.01.2022 23:30:00
2022-01-27T06:00:00+00:00,17.0,25.3,49.6,19.9,4.8,44.8,18.2,11.8,49.7,2022-01-27T07:00:00+0100,27.01.2022 07:00:00
2022-01-28T03:30:00+00:00,2.9,37.1,9.2,3.8,17.8,8.3,8.0,16.0,12.4,2022-01-28T04:30:00+0100,28.01.2022 04:30:00
2022-01-24T20:00:00+00:00,12.4,38.7,40.5,13.0,18.4,37.5,22.9,16.8,41.5,2022-01-24T21:00:00+0100,24.01.2022 21:00:00
2022-01-25T01:30:00+00:00,0.8,45.5,43.3,1.7,25.3,39.8,4.0,28.5,43.5,2022-01-25T02:30:00+0100,25.01.2022 02:30:00
2022-01-25T02:00:00+00:00,0.8,43.9,44.7,1.1,25.3,41.3,3.6,28.1,44.8,2022-01-25T03:00:00+0100,25.01.2022 03:00:00
2022-01-25T03:30:00+00:00,0.0,31.9,43.8,0.0,14.8,40.8,1.1,18.6,45.1,2022-01-25T04:30:00+0100,25.01.2022 04:30:00
2022-01-27T10:00:00+00:00,0.6,37.3,30.6,0.4,19.6,28.8,1.0,22.5,32.1,2022-01-27T11:00:00+0100,27.01.2022 11:00:00
2022-01-27T12:00:00+00:00,0.4,40.1,27.5,0.4,21.1,24.9,1.0,26.9,28.2,2022-01-27T13:00:00+0100,27.01.2022 13:00:00
2022-01-27T15:30:00+00:00,11.5,36.5,20.0,12.0,17.8,18.7,12.2,28.3,22.1,2022-01-27T16:30:00+0100,27.01.2022 16:30:00
2022-01-27T16:00:00+00:00,13.4,35.5,18.9,15.3,14.2,17.4,12.6,20.7,20.3,2022-01-27T17:00:00+0100,27.01.2022 17:00:00
2022-01-27T19:30:00+00:00,6.3,48.9,14.7,4.0,46.7,12.7,0.8,54.1,13.7,2022-01-27T20:30:00+0100,27.01.2022 20:30:00
2022-01-27T21:00:00+00:00,6.3,46.5,19.6,15.9,29.9,17.2,9.4,41.1,18.5,2022-01-27T22:00:00+0100,27.01.2022 22:00:00
2022-01-27T22:00:00+00:00,6.9,58.3,22.8,6.7,43.3,14.8,1.9,53.7,14.6,2022-01-27T23:00:00+0100,27.01.2022 23:00:00
2022-01-28T06:30:00+00:00,25.1,18.2,17.5,36.0,28.9,18.2,36.5,20.5,21.4,2022-01-28T07:30:00+0100,28.01.2022 07:30:00
2022-01-28T14:00:00+00:00,5.5,52.9,17.4,4.6,39.5,14.7,19.1,37.7,17.4,2022-01-28T15:00:00+0100,28.01.2022 15:00:00
2022-01-28T18:00:00+00:00,6.7,43.7,18.2,5.9,28.3,16.0,15.1,26.1,18.3,2022-01-28T19:00:00+0100,28.01.2022 19:00:00
2022-01-29T21:00:00+00:00,4.2,55.9,1.1,0.8,50.1,1.1,1.0,54.5,1.3,2022-01-29T22:00:00+0100,29.01.2022 22:00:00
2022-01-30T02:30:00+00:00,9.9,35.5,2.4,4.4,24.9,2.3,12.0,19.6,2.4,2022-01-30T03:30:00+0100,30.01.2022 03:30:00
2022-01-31T07:30:00+00:00,14.0,68.6,2.4,1.9,69.6,2.0,10.1,64.6,2.1,2022-01-31T08:30:00+0100,31.01.2022 08:30:00
2022-01-31T07:00:00+00:00,9.6,73.8,3.1,1.5,71.6,2.7,10.7,63.8,2.9,2022-01-31T08:00:00+0100,31.01.2022 08:00:00
2022-01-31T14:00:00+00:00,8.2,77.0,2.3,2.3,70.4,2.2,6.3,66.6,2.2,2022-01-31T15:00:00+0100,31.01.2022 15:00:00
2022-01-31T16:30:00+00:00,11.9,69.0,2.3,8.2,62.4,2.1,14.0,57.9,2.6,2022-01-31T17:30:00+0100,31.01.2022 17:30:00
2022-01-31T20:30:00+00:00,13.0,70.6,3.7,5.5,65.0,3.5,13.4,60.0,3.7,2022-01-31T21:30:00+0100,31.01.2022 21:30:00
2022-01-31T21:00:00+00:00,9.4,70.6,3.6,2.1,66.0,3.4,8.0,61.8,3.6,2022-01-31T22:00:00+0100,31.01.2022 22:00:00
2022-02-01T11:00:00+00:00,3.4,74.2,3.5,0.4,63.6,3.2,4.4,60.6,3.6,2022-02-01T12:00:00+0100,01.02.2022 12:00:00
2022-02-03T23:30:00+00:00,31.2,12.6,14.6,28.1,17.6,13.9,31.6,20.3,13.9,2022-02-04T00:30:00+0100,04.02.2022 00:30:00
2022-02-03T07:00:00+00:00,41.1,6.0,8.0,43.6,31.7,8.1,51.4,36.9,9.1,2022-02-03T08:00:00+0100,03.02.2022 08:00:00
2022-02-03T13:00:00+00:00,12.0,40.9,6.9,8.2,29.3,6.3,16.6,23.9,6.6,2022-02-03T14:00:00+0100,03.02.2022 14:00:00
2022-02-03T14:00:00+00:00,17.2,35.1,6.1,12.0,23.7,6.3,21.4,17.6,5.9,2022-02-03T15:00:00+0100,03.02.2022 15:00:00
2022-02-03T16:30:00+00:00,47.0,7.4,8.3,49.1,40.7,7.9,57.2,46.7,8.1,2022-02-03T17:30:00+0100,03.02.2022 17:30:00
2022-02-03T17:00:00+00:00,47.2,5.0,9.6,48.2,35.9,9.0,54.5,40.7,32.3,2022-02-03T18:00:00+0100,03.02.2022 18:00:00
2022-02-03T22:00:00+00:00,29.3,6.2,13.2,27.2,18.4,12.3,30.4,19.9,12.5,2022-02-03T23:00:00+0100,03.02.2022 23:00:00
2022-02-03T20:00:00+00:00,37.3,7.8,12.0,39.0,27.5,12.6,45.9,31.9,13.2,2022-02-03T21:00:00+0100,03.02.2022 21:00:00
2022-02-03T23:00:00+00:00,30.8,9.8,13.8,29.1,18.6,13.3,34.4,22.1,13.5,2022-02-04T00:00:00+0100,04.02.2022 00:00:00
2022-02-04T00:30:00+00:00,24.1,13.2,14.5,23.1,16.2,13.9,31.7,21.1,14.1,2022-02-04T01:30:00+0100,04.02.2022 01:30:00
2022-02-04T08:00:00+00:00,16.4,38.3,7.1,12.4,33.7,6.9,18.2,31.9,7.5,2022-02-04T09:00:00+0100,04.02.2022 09:00:00
2022-02-04T10:00:00+00:00,3.6,58.5,3.9,1.5,47.7,3.8,5.7,44.9,4.0,2022-02-04T11:00:00+0100,04.02.2022 11:00:00
2022-02-04T12:00:00+00:00,8.6,63.6,1.1,2.3,56.5,1.0,6.1,53.9,0.9,2022-02-04T13:00:00+0100,04.02.2022 13:00:00
2022-02-04T19:30:00+00:00,10.3,70.2,1.7,4.6,70.2,1.5,11.7,67.2,1.5,2022-02-04T20:30:00+0100,04.02.2022 20:30:00
2022-02-05T01:00:00+00:00,5.4,82.2,0.7,2.1,70.6,0.7,5.7,68.8,0.7,2022-02-05T02:00:00+0100,05.02.2022 02:00:00
2022-02-05T06:00:00+00:00,3.1,56.1,2.0,0.8,41.5,2.0,9.8,33.3,2.0,2022-02-05T07:00:00+0100,05.02.2022 07:00:00
2022-02-05T07:00:00+00:00,9.0,47.1,1.9,4.6,32.5,1.9,12.8,25.7,2.3,2022-02-05T08:00:00+0100,05.02.2022 08:00:00
2022-02-05T08:30:00+00:00,18.0,45.1,2.1,9.8,35.3,2.6,47.8,33.7,3.3,2022-02-05T09:30:00+0100,05.02.2022 09:30:00
2022-02-05T14:00:00+00:00,6.9,86.2,2.2,0.6,79.2,2.0,2.9,76.0,2.3,2022-02-05T15:00:00+0100,05.02.2022 15:00:00
2022-02-06T03:30:00+00:00,8.6,50.7,2.9,4.0,37.7,2.6,5.0,36.5,2.6,2022-02-06T04:30:00+0100,06.02.2022 04:30:00
2022-02-06T05:30:00+00:00,0.6,57.9,1.9,0.0,41.9,1.8,2.7,42.9,2.0,2022-02-06T06:30:00+0100,06.02.2022 06:30:00
2022-02-06T07:00:00+00:00,1.5,65.0,1.9,0.0,53.7,1.8,0.4,60.0,1.9,2022-02-06T08:00:00+0100,06.02.2022 08:00:00
2022-02-06T09:00:00+00:00,0.0,86.0,2.0,0.0,76.4,1.8,0.2,77.0,1.9,2022-02-06T10:00:00+0100,06.02.2022 10:00:00
2022-02-06T10:30:00+00:00,4.6,86.4,1.4,0.0,82.0,1.2,2.5,80.6,1.2,2022-02-06T11:30:00+0100,06.02.2022 11:30:00
2022-02-06T11:30:00+00:00,6.7,84.2,0.9,0.0,82.0,0.8,2.7,80.4,0.9,2022-02-06T12:30:00+0100,06.02.2022 12:30:00
2022-02-06T15:30:00+00:00,15.9,92.0,0.9,7.8,91.6,0.7,15.5,85.6,0.8,2022-02-06T16:30:00+0100,06.02.2022 16:30:00
2022-02-07T05:00:00+00:00,3.3,74.6,1.1,0.0,66.2,0.9,2.7,65.2,1.3,2022-02-07T06:00:00+0100,07.02.2022 06:00:00
2022-02-08T14:30:00+00:00,9.9,70.0,4.5,14.2,54.7,6.1,27.2,47.3,2.5,2022-02-08T15:30:00+0100,08.02.2022 15:30:00
2022-02-09T02:00:00+00:00,26.4,25.5,8.4,28.3,4.6,7.8,30.2,8.0,8.0,2022-02-09T03:00:00+0100,09.02.2022 03:00:00
2022-02-09T00:00:00+00:00,30.2,23.1,9.7,35.6,13.0,9.3,37.7,11.0,9.5,2022-02-09T01:00:00+0100,09.02.2022 01:00:00
2022-02-09T05:00:00+00:00,30.6,20.3,8.1,33.1,21.1,7.5,33.5,8.0,7.7,2022-02-09T06:00:00+0100,09.02.2022 06:00:00
2022-02-09T05:30:00+00:00,33.8,17.0,9.1,37.5,34.5,8.4,31.9,11.0,8.6,2022-02-09T06:30:00+0100,09.02.2022 06:30:00
2022-02-08T06:00:00+00:00,49.9,10.6,5.6,59.7,47.3,5.7,64.6,50.9,7.3,2022-02-08T07:00:00+0100,08.02.2022 07:00:00
2022-02-08T07:00:00+00:00,70.0,67.8,6.7,75.0,52.9,6.2,80.9,58.9,6.6,2022-02-08T08:00:00+0100,08.02.2022 08:00:00
2022-02-08T09:30:00+00:00,29.6,40.5,4.9,29.3,24.7,4.6,43.4,15.4,5.1,2022-02-08T10:30:00+0100,08.02.2022 10:30:00
2022-02-09T13:00:00+00:00,10.7,58.1,7.7,12.0,42.5,7.3,9.9,46.3,7.3,2022-02-09T14:00:00+0100,09.02.2022 14:00:00
2022-02-10T01:00:00+00:00,9.6,42.3,9.7,13.8,20.5,9.2,9.2,30.5,9.5,2022-02-10T02:00:00+0100,10.02.2022 02:00:00
2022-02-10T02:30:00+00:00,3.3,44.5,9.3,6.9,23.3,9.0,3.4,31.1,9.2,2022-02-10T03:30:00+0100,10.02.2022 03:30:00
2022-02-09T09:00:00+00:00,31.6,25.1,9.6,30.6,7.6,8.8,29.6,14.8,9.4,2022-02-09T10:00:00+0100,09.02.2022 10:00:00
2022-02-10T13:00:00+00:00,1.3,91.8,7.4,0.6,79.2,7.0,4.0,75.6,7.3,2022-02-10T14:00:00+0100,10.02.2022 14:00:00
2022-02-10T13:30:00+00:00,0.8,94.2,7.9,1.0,79.2,7.5,0.8,79.4,7.7,2022-02-10T14:30:00+0100,10.02.2022 14:30:00
2022-02-10T11:00:00+00:00,19.5,47.5,18.1,19.3,30.9,16.6,20.3,33.1,18.0,2022-02-10T12:00:00+0100,10.02.2022 12:00:00
2022-02-10T11:30:00+00:00,5.2,74.6,10.0,3.8,62.4,9.4,4.4,62.4,10.0,2022-02-10T12:30:00+0100,10.02.2022 12:30:00
2022-02-10T17:30:00+00:00,3.3,69.6,8.9,10.3,49.9,9.0,26.2,46.1,9.2,2022-02-10T18:30:00+0100,10.02.2022 18:30:00
2022-02-11T05:00:00+00:00,5.7,76.6,1.7,3.4,63.4,1.6,6.9,59.3,1.7,2022-02-11T06:00:00+0100,11.02.2022 06:00:00
2022-02-11T08:30:00+00:00,11.3,41.1,3.5,5.4,29.1,3.3,19.3,20.7,3.6,2022-02-11T09:30:00+0100,11.02.2022 09:30:00
2022-02-11T18:00:00+00:00,31.9,47.5,5.4,25.1,37.3,3.6,33.1,34.3,4.0,2022-02-11T19:00:00+0100,11.02.2022 19:00:00
2022-02-11T17:30:00+00:00,25.8,55.5,3.4,18.2,50.5,3.0,30.4,39.1,3.4,2022-02-11T18:30:00+0100,11.02.2022 18:30:00
2022-02-11T21:00:00+00:00,36.9,16.4,12.7,34.6,16.2,12.5,40.7,27.9,14.1,2022-02-11T22:00:00+0100,11.02.2022 22:00:00
2022-02-12T13:30:00+00:00,6.3,73.0,6.5,4.2,61.8,6.5,6.3,59.7,6.2,2022-02-12T14:30:00+0100,12.02.2022 14:30:00
2022-02-12T03:30:00+00:00,42.8,12.2,13.1,40.3,28.7,12.4,40.2,30.3,12.7,2022-02-12T04:30:00+0100,12.02.2022 04:30:00
2022-02-12T05:30:00+00:00,36.5,5.6,14.9,34.2,23.1,14.4,34.0,25.7,14.6,2022-02-12T06:30:00+0100,12.02.2022 06:30:00
2022-02-13T08:30:00+00:00,18.0,38.5,22.0,13.4,25.3,20.3,17.2,26.5,21.6,2022-02-13T09:30:00+0100,13.02.2022 09:30:00
2022-02-13T16:00:00+00:00,10.3,94.6,4.7,2.1,97.0,3.5,5.4,93.8,3.7,2022-02-13T17:00:00+0100,13.02.2022 17:00:00
2022-02-13T19:30:00+00:00,38.4,50.1,9.8,40.7,31.1,11.4,52.6,27.1,12.2,2022-02-13T20:30:00+0100,13.02.2022 20:30:00
2022-02-13T23:00:00+00:00,31.4,53.5,10.2,27.2,42.5,9.5,32.9,40.7,10.0,2022-02-14T00:00:00+0100,14.02.2022 00:00:00
2022-02-14T17:30:00+00:00,74.6,30.9,18.0,76.5,62.6,17.1,75.2,68.2,17.5,2022-02-14T18:30:00+0100,14.02.2022 18:30:00
2022-02-14T19:00:00+00:00,59.3,9.8,20.0,62.9,53.7,19.0,61.2,50.1,19.3,2022-02-14T20:00:00+0100,14.02.2022 20:00:00
2022-02-14T10:00:00+00:00,56.4,26.9,8.6,56.2,20.1,8.1,66.7,20.3,8.1,2022-02-14T11:00:00+0100,14.02.2022 11:00:00
2022-02-14T08:00:00+00:00,61.4,19.8,7.7,60.2,5.4,7.2,68.3,20.1,7.5,2022-02-14T09:00:00+0100,14.02.2022 09:00:00
2022-02-14T13:30:00+00:00,65.8,7.8,13.4,66.4,61.0,12.8,76.1,67.4,13.1,2022-02-14T14:30:00+0100,14.02.2022 14:30:00
2022-02-15T09:30:00+00:00,1.3,81.4,2.8,0.2,70.4,2.6,1.9,68.6,2.6,2022-02-15T10:30:00+0100,15.02.2022 10:30:00
2022-02-15T14:30:00+00:00,15.7,71.6,1.6,10.9,61.4,1.4,17.2,59.8,1.7,2022-02-15T15:30:00+0100,15.02.2022 15:30:00
2022-02-15T16:00:00+00:00,11.3,68.0,1.9,6.9,61.0,1.6,13.4,56.9,1.5,2022-02-15T17:00:00+0100,15.02.2022 17:00:00
2022-02-17T18:30:00+00:00,18.0,60.6,5.1,10.5,58.7,4.9,29.8,51.3,5.2,2022-02-17T19:30:00+0100,17.02.2022 19:30:00
2022-02-17T21:30:00+00:00,13.0,55.9,5.9,4.4,52.1,5.4,11.9,53.1,6.3,2022-02-17T22:30:00+0100,17.02.2022 22:30:00
2022-02-17T22:00:00+00:00,5.7,64.8,5.5,1.1,62.8,5.6,3.4,66.4,5.5,2022-02-17T23:00:00+0100,17.02.2022 23:00:00
2022-02-17T23:30:00+00:00,6.1,58.3,6.9,1.5,51.1,6.1,12.4,44.9,6.4,2022-02-18T00:30:00+0100,18.02.2022 00:30:00
2022-02-18T14:00:00+00:00,12.6,58.3,2.9,8.2,51.1,2.4,8.2,54.7,2.6,2022-02-18T15:00:00+0100,18.02.2022 15:00:00
2022-02-18T20:30:00+00:00,4.2,103.1,1.0,2.5,94.6,1.2,3.4,95.8,0.9,2022-02-18T21:30:00+0100,18.02.2022 21:30:00
