messbeginn,messende,standort,parameter,messwert,messwert_3_dezimalstellen,interventionswert,interventionswert_3_dez,warnwert,warnwert_3_dez,einheit,messmethode
2023-12-19,2024-01-02,ROSEN 3,∑CKW,0.88,0.88,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2023-12-19,2024-01-02,ROSEN 4,∑CKW,0.86,0.86,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2023-12-19,2024-01-02,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2023-12-19,2024-01-02,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-01-02,2024-01-15,ROSEN 3,∑CKW,0.88,0.88,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-01-02,2024-01-15,ROSEN 4,∑CKW,0.89,0.89,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-01-02,2024-01-15,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-01-02,2024-01-15,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-01-02,2024-01-15,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-01-02,2024-01-15,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-01-15,2024-01-30,ROSEN 3,∑CKW,0.83,0.83,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-01-15,2024-01-30,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-01-30,2024-02-13,ROSEN 3,Benzol,0.67,0.67,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-01-30,2024-02-13,ROSEN 3,∑CKW,0.83,0.83,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-01-30,2024-02-13,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-01-30,2024-02-13,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-01-30,2024-02-13,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-01-30,2024-02-13,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-02-13,2024-02-27,ROSEN 1,Benzol,0.61,0.61,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-02-13,2024-02-27,ROSEN 2,Benzol,0.64,0.64,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-02-13,2024-02-27,ROSEN 3,Benzol,0.63,0.63,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-02-13,2024-02-27,ROSEN 2,∑CKW,0.85,0.85,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-02-13,2024-02-27,ROSEN 4,∑CKW,0.84,0.84,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-02-13,2024-02-27,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-02-13,2024-02-27,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-02-13,2024-02-27,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-02-27,2024-03-12,ROSEN 2,Benzol,0.68,0.68,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-02-27,2024-03-12,ROSEN 4,Benzol,0.83,0.83,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-02-27,2024-03-12,ROSEN 1,∑CKW,0.86,0.86,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-02-27,2024-03-12,ROSEN 2,∑CKW,0.85,0.85,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-02-27,2024-03-12,ROSEN 3,∑CKW,0.86,0.86,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-02-27,2024-03-12,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-02-27,2024-03-12,ROSEN 3,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-02-27,2024-03-12,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-03-12,2024-03-26,ROSEN 3,Benzol,0.56,0.56,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-03-12,2024-03-26,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-03-12,2024-03-26,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-03-12,2024-03-26,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-03-12,2024-03-26,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-03-12,2024-03-26,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-03-26,2024-04-09,ROSEN 2,Benzol,0.52,0.52,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-03-26,2024-04-09,ROSEN 4,Benzol,0.63,0.63,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-03-26,2024-04-09,ROSEN 1,∑CKW,0.87,0.87,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-03-26,2024-04-09,ROSEN 2,∑CKW,0.87,0.87,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-03-26,2024-04-09,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-03-26,2024-04-09,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-04-09,2024-04-23,ROSEN 2,Benzol,,,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-04-09,2024-04-23,ROSEN 4,Benzol,0.55,0.55,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-04-09,2024-04-23,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-04-09,2024-04-23,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-04-09,2024-04-23,ROSEN 3,Quecksilber (gasförmig),0.007,0.007,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-04-09,2024-04-23,ROSEN 4,Quecksilber (gasförmig),0.005,0.005,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-04-23,2024-05-07,ROSEN 2,Benzol,,,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-04-23,2024-05-07,ROSEN 3,Benzol,0.41,0.41,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-04-23,2024-05-07,ROSEN 1,∑CKW,0.94,0.94,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-04-23,2024-05-07,ROSEN 2,∑CKW,,,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-04-23,2024-05-07,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-04-23,2024-05-07,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-04-23,2024-05-07,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-04-23,2024-05-07,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-04-23,2024-05-07,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-05-07,2024-05-21,ROSEN 1,Benzol,0.3,0.3,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-05-07,2024-05-21,ROSEN 2,Benzol,0.31,0.31,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-05-07,2024-05-21,ROSEN 2,∑CKW,0.89,0.89,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-05-07,2024-05-21,ROSEN 3,∑CKW,0.86,0.86,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-05-07,2024-05-21,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-05-21,2024-06-04,ROSEN 1,Benzol,0.3,0.3,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-05-21,2024-06-04,ROSEN 2,Benzol,0.3,0.3,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-05-21,2024-06-04,ROSEN 4,Benzol,0.42,0.42,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-05-21,2024-06-04,ROSEN 2,∑CKW,0.85,0.85,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-05-21,2024-06-04,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-05-21,2024-06-04,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-05-21,2024-06-04,ROSEN 3,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-05-21,2024-06-04,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-05-21,2024-06-04,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-05-21,2024-06-04,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-06-04,2024-06-18,ROSEN 3,Benzol,0.3,0.3,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-06-04,2024-06-18,ROSEN 4,Benzol,0.39,0.39,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-06-04,2024-06-18,ROSEN 4,∑CKW,0.82,0.82,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-06-04,2024-06-18,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-06-04,2024-06-18,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-06-04,2024-06-18,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-06-18,2024-07-02,ROSEN 2,Benzol,0.3,0.3,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-06-18,2024-07-02,ROSEN 4,Benzol,0.44,0.44,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-06-18,2024-07-02,ROSEN 1,∑CKW,0.83,0.83,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-06-18,2024-07-02,ROSEN 4,∑CKW,0.83,0.83,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-06-18,2024-07-02,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-06-18,2024-07-02,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-06-18,2024-07-02,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-06-18,2024-07-02,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-06-18,2024-07-02,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-07-02,2024-07-16,ROSEN 1,Benzol,0.27,0.27,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-07-02,2024-07-16,ROSEN 3,Benzol,0.31,0.31,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-07-02,2024-07-16,ROSEN 2,∑CKW,0.79,0.79,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-07-02,2024-07-16,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-07-02,2024-07-16,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-07-02,2024-07-16,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-07-02,2024-07-16,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-07-02,2024-07-16,ROSEN 3,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-07-02,2024-07-16,ROSEN 1,∑Aniline,,,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-07-02,2024-07-16,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-07-16,2024-07-30,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-07-16,2024-07-30,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-07-16,2024-07-30,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-07-30,2024-08-13,ROSEN 1,Benzol,0.34,0.34,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-07-30,2024-08-13,ROSEN 3,Benzol,0.37,0.37,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-07-30,2024-08-13,ROSEN 4,Benzol,0.46,0.46,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-07-30,2024-08-13,ROSEN 2,∑CKW,0.86,0.86,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-07-30,2024-08-13,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-07-30,2024-08-13,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-07-30,2024-08-13,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-07-30,2024-08-13,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-08-13,2024-08-27,ROSEN 3,∑CKW,0.85,0.85,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-08-13,2024-08-27,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-08-13,2024-08-27,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-08-13,2024-08-27,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-08-27,2024-09-10,ROSEN 1,Benzol,0.37,0.37,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-08-27,2024-09-10,ROSEN 3,Benzol,0.43,0.43,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-08-27,2024-09-10,ROSEN 4,Benzol,0.52,0.52,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-08-27,2024-09-10,ROSEN 1,∑CKW,0.81,0.81,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-08-27,2024-09-10,ROSEN 3,∑CKW,0.83,0.83,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-08-27,2024-09-10,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-08-27,2024-09-10,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-08-27,2024-09-10,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-08-27,2024-09-10,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-09-10,2024-09-24,ROSEN 1,Benzol,0.45,0.45,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-09-10,2024-09-24,ROSEN 4,Benzol,0.59,0.59,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-09-10,2024-09-24,ROSEN 2,∑CKW,0.84,0.84,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-09-10,2024-09-24,ROSEN 3,∑CKW,0.85,0.85,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-09-10,2024-09-24,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-09-10,2024-09-24,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-09-10,2024-09-24,ROSEN 3,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-09-24,2024-10-08,ROSEN 4,Benzol,0.55,0.55,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-09-24,2024-10-08,ROSEN 1,∑CKW,0.85,0.85,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-09-24,2024-10-08,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-10-08,2024-10-22,ROSEN 3,Benzol,0.62,0.62,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-10-08,2024-10-22,ROSEN 4,Benzol,0.7,0.7,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-10-08,2024-10-22,ROSEN 1,∑CKW,0.82,0.82,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-10-08,2024-10-22,ROSEN 3,∑CKW,0.85,0.85,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-10-08,2024-10-22,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-10-08,2024-10-22,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-10-08,2024-10-22,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-10-22,2024-11-05,ROSEN 4,Benzol,0.84,0.84,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-10-22,2024-11-05,ROSEN 3,∑CKW,0.85,0.85,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-10-22,2024-11-05,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-10-22,2024-11-05,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-10-22,2024-11-05,ROSEN 3,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-10-22,2024-11-05,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-10-22,2024-11-05,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-10-22,2024-11-05,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-10-22,2024-11-05,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-10-22,2024-11-05,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-11-05,2024-11-18,ROSEN 2,Benzol,0.94,0.94,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-11-05,2024-11-18,ROSEN 1,∑CKW,0.86,0.86,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-11-05,2024-11-18,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-11-05,2024-11-18,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-11-05,2024-11-18,ROSEN 3,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-11-05,2024-11-18,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-11-18,2024-12-03,ROSEN 4,∑CKW,0.82,0.82,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-11-18,2024-12-03,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-11-18,2024-12-03,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-12-03,2024-12-17,ROSEN 2,Benzol,0.89,0.89,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-12-03,2024-12-17,ROSEN 4,Benzol,1.5,1.5,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-12-03,2024-12-17,ROSEN 3,∑CKW,0.83,0.83,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-12-03,2024-12-17,ROSEN 4,∑CKW,0.8,0.8,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-12-03,2024-12-17,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-12-03,2024-12-17,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-12-03,2024-12-17,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-12-17,2025-01-07,ROSEN 4,Benzol,0.97,0.97,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-12-17,2025-01-07,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-12-17,2025-01-07,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-12-17,2025-01-07,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-12-17,2025-01-07,ROSEN 2,∑Aniline,0.17,0.17,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-12-17,2025-01-07,ROSEN 3,∑Aniline,0.17,0.17,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-01-07,2025-01-14,ROSEN 2,Benzol,0.86,0.86,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-01-07,2025-01-14,ROSEN 4,Benzol,0.97,0.97,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-01-07,2025-01-14,ROSEN 1,Quecksilber (gasförmig),0.003,0.003,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-01-07,2025-01-14,ROSEN 2,∑Aniline,0.5,0.5,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-01-07,2025-01-14,ROSEN 4,∑Aniline,0.5,0.5,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-01-14,2025-01-28,ROSEN 2,Benzol,0.99,0.99,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-01-14,2025-01-28,ROSEN 2,∑CKW,0.85,0.85,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-01-14,2025-01-28,ROSEN 3,∑CKW,0.84,0.84,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-01-14,2025-01-28,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-01-14,2025-01-28,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-01-14,2025-01-28,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-01-14,2025-01-28,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-01-14,2025-01-28,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-01-28,2025-02-11,ROSEN 1,Benzol,0.8,0.8,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-01-28,2025-02-11,ROSEN 4,Benzol,0.88,0.88,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-01-28,2025-02-11,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-01-28,2025-02-11,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-01-28,2025-02-11,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-02-11,2025-02-25,ROSEN 4,Benzol,1.0,1.0,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-02-11,2025-02-25,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-02-11,2025-02-25,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-02-11,2025-02-25,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-02-25,2025-03-11,ROSEN 2,Benzol,0.72,0.72,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
