messbeginn,messende,standort,parameter,messwert,messwert_3_dezimalstellen,interventionswert,interventionswert_3_dez,warnwert,warnwert_3_dez,einheit,messmethode
2023-04-25,2023-05-09,ROSEN 3,∑CKW,0.76,0.76,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2023-04-25,2023-05-09,ROSEN 1,Quecksilber (gasförmig),0.0013,0.0013,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2023-04-25,2023-05-09,ROSEN 3,Quecksilber (gasförmig),0.0042,0.0042,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2023-04-25,2023-05-09,ROSEN 4,Quecksilber (gasförmig),0.0013,0.0013,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2023-04-25,2023-05-09,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2023-05-09,2023-05-23,ROSEN 3,Benzol,0.32,0.32,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2023-05-09,2023-05-23,ROSEN 4,Benzol,0.36,0.36,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2023-05-09,2023-05-23,ROSEN 3,∑CKW,0.78,0.78,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2023-05-09,2023-05-23,ROSEN 4,∑CKW,0.77,0.77,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2023-05-09,2023-05-23,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2023-05-09,2023-05-23,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2023-05-09,2023-05-23,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2023-05-09,2023-05-23,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2023-05-23,2023-06-06,ROSEN 1,Benzol,0.25,0.25,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2023-05-23,2023-06-06,ROSEN 2,∑CKW,0.81,0.81,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2023-05-23,2023-06-06,ROSEN 3,∑CKW,0.79,0.79,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2023-05-23,2023-06-06,ROSEN 4,∑CKW,0.8,0.8,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2023-05-23,2023-06-06,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2023-05-23,2023-06-06,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2023-05-23,2023-06-06,ROSEN 1,Quecksilber (gasförmig),0.0013,0.0013,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2023-05-23,2023-06-06,ROSEN 2,Quecksilber (gasförmig),0.0013,0.0013,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2023-06-06,2023-06-20,ROSEN 1,∑CKW,0.81,0.81,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2023-06-06,2023-06-20,ROSEN 2,∑CKW,0.8,0.8,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2023-06-06,2023-06-20,ROSEN 4,∑CKW,0.8,0.8,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2023-06-06,2023-06-20,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2023-06-20,2023-07-04,ROSEN 2,Benzol,0.28,0.28,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2023-06-20,2023-07-04,ROSEN 4,Benzol,0.28,0.28,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2023-06-20,2023-07-04,ROSEN 3,∑CKW,0.83,0.83,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2023-06-20,2023-07-04,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2023-06-20,2023-07-04,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2023-07-04,2023-07-18,ROSEN 2,Benzol,0.19,0.19,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2023-07-04,2023-07-18,ROSEN 4,Benzol,0.31,0.31,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2023-07-04,2023-07-18,ROSEN 4,∑CKW,0.83,0.83,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2023-07-04,2023-07-18,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2023-07-04,2023-07-18,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2023-07-04,2023-07-18,ROSEN 3,Quecksilber (gasförmig),0.004,0.004,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2023-07-04,2023-07-18,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2023-07-18,2023-08-03,ROSEN 1,Benzol,0.15,0.15,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2023-07-18,2023-08-03,ROSEN 4,∑CKW,0.82,0.82,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2023-07-18,2023-08-03,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2023-07-18,2023-08-03,ROSEN 3,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2023-07-18,2023-08-03,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2023-08-03,2023-08-15,ROSEN 1,Benzol,0.28,0.28,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2023-08-03,2023-08-15,ROSEN 3,Benzol,0.32,0.32,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2023-08-03,2023-08-15,ROSEN 1,∑CKW,0.82,0.82,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2023-08-03,2023-08-15,ROSEN 3,∑CKW,0.84,0.84,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2023-08-03,2023-08-15,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2023-08-03,2023-08-15,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2023-08-03,2023-08-15,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2023-08-03,2023-08-15,ROSEN 3,Quecksilber (gasförmig),0.004,0.004,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2023-08-15,2023-08-29,ROSEN 1,Benzol,0.3,0.3,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2023-08-15,2023-08-29,ROSEN 1,∑CKW,0.85,0.85,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2023-08-15,2023-08-29,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2023-08-15,2023-08-29,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2023-08-15,2023-08-29,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2023-08-15,2023-08-29,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2023-08-29,2023-09-12,ROSEN 4,Benzol,0.57,0.57,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2023-08-29,2023-09-12,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2023-08-29,2023-09-12,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2023-08-29,2023-09-12,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2023-08-29,2023-09-12,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2023-08-29,2023-09-12,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2023-08-29,2023-09-12,ROSEN 3,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2023-08-29,2023-09-12,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2023-08-29,2023-09-12,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2023-09-12,2023-09-26,ROSEN 3,Benzol,0.4,0.4,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2023-09-12,2023-09-26,ROSEN 2,∑CKW,0.77,0.77,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2023-09-12,2023-09-26,ROSEN 4,∑CKW,0.76,0.76,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2023-09-12,2023-09-26,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2023-09-26,2023-10-10,ROSEN 1,Benzol,0.64,0.64,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2023-09-26,2023-10-10,ROSEN 3,Benzol,0.69,0.69,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2023-09-26,2023-10-10,ROSEN 1,∑CKW,0.85,0.85,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2023-09-26,2023-10-10,ROSEN 2,∑CKW,0.84,0.84,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2023-09-26,2023-10-10,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2023-09-26,2023-10-10,ROSEN 2,Quecksilber (gasförmig),0.003,0.003,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2023-09-26,2023-10-10,ROSEN 3,Quecksilber (gasförmig),0.003,0.003,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2023-10-10,2023-10-24,ROSEN 2,Benzol,0.63,0.63,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2023-10-10,2023-10-24,ROSEN 4,Benzol,0.81,0.81,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2023-10-10,2023-10-24,ROSEN 3,∑CKW,0.87,0.87,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2023-10-10,2023-10-24,ROSEN 4,∑CKW,0.86,0.86,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2023-10-10,2023-10-24,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2023-10-10,2023-10-24,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2023-10-24,2023-11-07,ROSEN 1,∑CKW,0.91,0.91,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2023-10-24,2023-11-07,ROSEN 2,∑CKW,0.87,0.87,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2023-10-24,2023-11-07,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2023-10-24,2023-11-07,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2023-10-24,2023-11-07,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2023-10-24,2023-11-07,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2023-11-07,2023-11-21,ROSEN 3,Benzol,0.58,0.58,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2023-11-07,2023-11-21,ROSEN 3,∑CKW,0.88,0.88,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2023-11-07,2023-11-21,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2023-11-07,2023-11-21,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2023-11-07,2023-11-21,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2023-11-07,2023-11-21,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2023-11-21,2023-12-05,ROSEN 4,Benzol,0.86,0.86,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2023-11-21,2023-12-05,ROSEN 1,∑CKW,0.8900000000000003,0.8900000000000003,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2023-11-21,2023-12-05,ROSEN 1,Quecksilber (gasförmig),0.0013,0.0013,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2023-11-21,2023-12-05,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2023-11-21,2023-12-05,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2023-12-05,2023-12-19,ROSEN 3,Benzol,0.8,0.8,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2023-12-05,2023-12-19,ROSEN 4,Benzol,1.1,1.1,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2023-12-05,2023-12-19,ROSEN 2,∑CKW,0.9,0.9,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2023-12-05,2023-12-19,ROSEN 3,∑CKW,0.86,0.86,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2023-12-05,2023-12-19,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2023-12-05,2023-12-19,ROSEN 3,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2023-12-19,2024-01-02,ROSEN 3,Benzol,0.67,0.67,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2023-12-19,2024-01-02,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2023-12-19,2024-01-02,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2023-12-19,2024-01-02,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2023-12-19,2024-01-02,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2023-12-19,2024-01-02,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-01-02,2024-01-15,ROSEN 2,Benzol,1.1,1.1,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-01-02,2024-01-15,ROSEN 3,Benzol,1.1,1.1,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-01-02,2024-01-15,ROSEN 1,∑CKW,0.88,0.88,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-01-02,2024-01-15,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-01-02,2024-01-15,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-01-02,2024-01-15,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-01-02,2024-01-15,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-01-15,2024-01-30,ROSEN 1,Benzol,0.8,0.8,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-01-15,2024-01-30,ROSEN 1,∑CKW,0.83,0.83,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-01-15,2024-01-30,ROSEN 4,∑CKW,0.9,0.9,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-01-15,2024-01-30,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-01-15,2024-01-30,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-01-15,2024-01-30,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-01-15,2024-01-30,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-01-15,2024-01-30,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-01-30,2024-02-13,ROSEN 2,Benzol,0.67,0.67,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-01-30,2024-02-13,ROSEN 4,Benzol,0.85,0.85,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-01-30,2024-02-13,ROSEN 1,∑CKW,0.85,0.85,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-01-30,2024-02-13,ROSEN 2,∑CKW,0.84,0.84,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-01-30,2024-02-13,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-01-30,2024-02-13,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-01-30,2024-02-13,ROSEN 3,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-01-30,2024-02-13,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-02-13,2024-02-27,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-02-13,2024-02-27,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-02-27,2024-03-12,ROSEN 1,Benzol,0.68,0.68,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-02-27,2024-03-12,ROSEN 4,∑CKW,0.87,0.87,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-02-27,2024-03-12,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-02-27,2024-03-12,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-02-27,2024-03-12,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-02-27,2024-03-12,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-02-27,2024-03-12,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-02-27,2024-03-12,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-03-12,2024-03-26,ROSEN 2,Benzol,0.57,0.57,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-03-12,2024-03-26,ROSEN 2,∑CKW,0.86,0.86,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-03-12,2024-03-26,ROSEN 3,∑CKW,0.84,0.84,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-03-12,2024-03-26,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-03-12,2024-03-26,ROSEN 3,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-03-12,2024-03-26,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-03-26,2024-04-09,ROSEN 4,∑CKW,0.84,0.84,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-03-26,2024-04-09,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-03-26,2024-04-09,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-03-26,2024-04-09,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-03-26,2024-04-09,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-03-26,2024-04-09,ROSEN 3,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-03-26,2024-04-09,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-03-26,2024-04-09,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-04-09,2024-04-23,ROSEN 3,Benzol,0.45,0.45,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-04-09,2024-04-23,ROSEN 1,∑CKW,0.89,0.89,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-04-09,2024-04-23,ROSEN 2,∑CKW,0.88,0.88,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-04-09,2024-04-23,ROSEN 3,∑CKW,0.86,0.86,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-04-09,2024-04-23,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-04-09,2024-04-23,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-04-09,2024-04-23,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-04-09,2024-04-23,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-04-09,2024-04-23,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-04-09,2024-04-23,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-04-23,2024-05-07,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-04-23,2024-05-07,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-05-07,2024-05-21,ROSEN 3,Benzol,0.31,0.31,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-05-07,2024-05-21,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-05-07,2024-05-21,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-05-07,2024-05-21,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-05-07,2024-05-21,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-05-07,2024-05-21,ROSEN 3,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-05-07,2024-05-21,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-05-21,2024-06-04,ROSEN 4,∑CKW,0.85,0.85,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-05-21,2024-06-04,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-05-21,2024-06-04,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-05-21,2024-06-04,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-06-04,2024-06-18,ROSEN 1,Benzol,0.27,0.27,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-06-04,2024-06-18,ROSEN 2,Benzol,0.29,0.29,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-06-04,2024-06-18,ROSEN 1,∑CKW,0.83,0.83,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-06-04,2024-06-18,ROSEN 2,∑CKW,0.84,0.84,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-06-04,2024-06-18,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-06-04,2024-06-18,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-06-04,2024-06-18,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-06-18,2024-07-02,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-06-18,2024-07-02,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-07-02,2024-07-16,ROSEN 2,Benzol,0.28,0.28,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-07-02,2024-07-16,ROSEN 4,Benzol,0.36,0.36,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-07-02,2024-07-16,ROSEN 3,∑CKW,0.79,0.79,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-07-02,2024-07-16,ROSEN 4,∑CKW,0.79,0.79,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-07-02,2024-07-16,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-07-02,2024-07-16,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
