timestamp,a2hard_no2,a2hard_o3,a2hard_pm25,feldbergstr2_no2,feldbergstr2_o3,feldbergstr2_pm25,stjohann2_no2,stjohann2_o3,stjohann2_pm25,timestamp_text,anfangszeit
2023-02-19T22:00:00+00:00,34.2,30.5,2.8,10.5,46.9,5.7,15.3,43.1,4.5,2023-02-19T23:00:00+0100,19.02.2023 23:00:00
2023-02-20T04:30:00+00:00,16.8,22.3,5.4,31.9,27.7,5.3,48.2,28.5,5.0,2023-02-20T05:30:00+0100,20.02.2023 05:30:00
2023-02-20T08:30:00+00:00,17.6,13.2,8.4,52.8,31.3,8.6,54.1,29.9,8.2,2023-02-20T09:30:00+0100,20.02.2023 09:30:00
2023-02-20T11:00:00+00:00,20.3,38.7,5.4,31.9,33.5,5.9,14.9,34.7,5.3,2023-02-20T12:00:00+0100,20.02.2023 12:00:00
2023-02-20T15:30:00+00:00,45.9,48.3,3.1,87.6,56.9,4.1,52.6,31.3,3.2,2023-02-20T16:30:00+0100,20.02.2023 16:30:00
2023-02-20T23:00:00+00:00,35.6,13.4,8.4,60.4,38.3,8.7,58.1,40.7,7.8,2023-02-21T00:00:00+0100,21.02.2023 00:00:00
2023-02-21T08:00:00+00:00,52.4,35.1,10.2,28.5,11.6,10.2,63.7,32.3,10.1,2023-02-21T09:00:00+0100,21.02.2023 09:00:00
2023-02-21T19:30:00+00:00,63.3,55.1,14.6,81.7,51.1,15.6,106.5,50.1,16.4,2023-02-21T20:30:00+0100,21.02.2023 20:30:00
2023-02-21T21:30:00+00:00,23.3,16.8,13.6,43.0,30.9,15.8,78.2,42.7,14.7,2023-02-21T22:30:00+0100,21.02.2023 22:30:00
2023-02-21T23:30:00+00:00,23.1,10.6,14.4,33.7,20.9,12.8,70.4,34.5,12.7,2023-02-22T00:30:00+0100,22.02.2023 00:30:00
2023-02-22T01:00:00+00:00,10.3,17.0,14.5,28.3,12.8,15.9,60.0,30.9,14.9,2023-02-22T02:00:00+0100,22.02.2023 02:00:00
2023-02-22T03:00:00+00:00,8.0,19.8,16.0,23.3,5.0,16.7,53.7,30.9,16.1,2023-02-22T04:00:00+0100,22.02.2023 04:00:00
2023-02-22T07:30:00+00:00,44.0,26.5,14.8,21.4,6.0,16.6,53.7,29.1,16.7,2023-02-22T08:30:00+0100,22.02.2023 08:30:00
2023-02-23T00:00:00+00:00,0.6,21.7,36.5,32.3,21.7,39.4,55.3,32.3,38.4,2023-02-23T01:00:00+0100,23.02.2023 01:00:00
2023-02-23T09:30:00+00:00,18.2,19.0,32.2,14.2,21.5,29.7,13.6,14.4,27.6,2023-02-23T10:30:00+0100,23.02.2023 10:30:00
2023-02-23T10:00:00+00:00,10.1,26.1,31.5,20.8,22.5,30.4,2.5,29.5,27.4,2023-02-23T11:00:00+0100,23.02.2023 11:00:00
2023-02-23T16:30:00+00:00,22.4,51.1,6.1,30.0,35.7,9.0,14.2,43.3,6.3,2023-02-23T17:30:00+0100,23.02.2023 17:30:00
2023-02-23T17:30:00+00:00,34.6,63.0,6.2,76.5,45.3,9.6,42.5,15.0,8.3,2023-02-23T18:30:00+0100,23.02.2023 18:30:00
2023-02-24T05:00:00+00:00,14.5,8.2,19.4,14.5,6.0,18.7,37.1,21.3,17.9,2023-02-24T06:00:00+0100,24.02.2023 06:00:00
2023-02-24T14:30:00+00:00,27.7,45.3,14.2,20.3,33.9,17.2,15.5,36.5,15.5,2023-02-24T15:30:00+0100,24.02.2023 15:30:00
2023-03-02T07:00:00+00:00,84.1,57.5,36.7,32.3,19.6,39.2,20.3,12.6,38.0,2023-03-02T08:00:00+0100,02.03.2023 08:00:00
2023-02-25T10:00:00+00:00,34.6,39.7,3.4,12.4,51.7,3.6,1.5,62.8,3.0,2023-02-25T11:00:00+0100,25.02.2023 11:00:00
2023-02-25T12:00:00+00:00,24.3,52.1,3.0,24.5,42.9,3.6,2.9,65.0,3.0,2023-02-25T13:00:00+0100,25.02.2023 13:00:00
2023-02-25T14:00:00+00:00,6.1,70.4,2.5,14.3,58.9,3.1,3.4,69.6,2.6,2023-02-25T15:00:00+0100,25.02.2023 15:00:00
2023-02-25T21:00:00+00:00,78.2,55.1,9.4,73.8,56.1,14.0,61.2,46.5,16.8,2023-02-25T22:00:00+0100,25.02.2023 22:00:00
2023-02-25T04:00:00+00:00,1.5,52.7,13.2,1.7,46.9,12.4,0.2,47.1,12.2,2023-02-25T05:00:00+0100,25.02.2023 05:00:00
2023-02-26T05:30:00+00:00,14.5,35.7,4.5,1.9,56.5,3.4,6.5,49.9,3.2,2023-02-26T06:30:00+0100,26.02.2023 06:30:00
2023-02-26T10:00:00+00:00,9.0,66.6,1.3,4.6,63.8,2.2,3.6,60.0,1.7,2023-02-26T11:00:00+0100,26.02.2023 11:00:00
2023-02-27T01:00:00+00:00,0.8,73.2,2.7,1.3,68.6,3.2,5.7,62.0,2.3,2023-02-27T02:00:00+0100,27.02.2023 02:00:00
2023-02-27T14:00:00+00:00,40.3,43.7,5.2,26.0,36.5,5.8,10.1,51.3,4.8,2023-02-27T15:00:00+0100,27.02.2023 15:00:00
2023-02-27T22:30:00+00:00,12.0,50.7,6.8,10.5,53.1,9.0,10.1,49.5,6.3,2023-02-27T23:30:00+0100,27.02.2023 23:30:00
2023-02-28T06:30:00+00:00,136.7,71.4,13.3,86.8,47.9,13.5,27.2,17.0,11.3,2023-02-28T07:30:00+0100,28.02.2023 07:30:00
2023-02-28T13:00:00+00:00,38.4,33.1,13.2,3.1,44.3,14.8,3.6,43.1,13.5,2023-02-28T14:00:00+0100,28.02.2023 14:00:00
2023-03-01T04:30:00+00:00,42.8,28.1,33.3,39.2,29.9,34.1,31.9,21.5,31.7,2023-03-01T05:30:00+0100,01.03.2023 05:30:00
2023-03-01T06:00:00+00:00,102.9,60.6,32.0,63.7,36.9,32.4,33.5,19.6,30.5,2023-03-01T07:00:00+0100,01.03.2023 07:00:00
2023-03-01T12:00:00+00:00,63.7,44.7,35.1,54.1,36.7,36.5,46.5,30.5,35.2,2023-03-01T13:00:00+0100,01.03.2023 13:00:00
2023-03-01T13:30:00+00:00,56.8,45.7,35.3,60.6,36.1,36.2,34.8,22.3,33.6,2023-03-01T14:30:00+0100,01.03.2023 14:30:00
2023-03-01T14:00:00+00:00,70.6,47.7,35.2,56.8,37.9,35.4,23.1,13.4,32.9,2023-03-01T15:00:00+0100,01.03.2023 15:00:00
2023-03-01T22:00:00+00:00,36.5,21.5,36.8,27.2,22.9,37.8,1.9,39.5,35.1,2023-03-01T23:00:00+0100,01.03.2023 23:00:00
2023-03-01T22:30:00+00:00,42.8,32.7,36.9,21.4,31.7,38.6,4.4,35.5,38.1,2023-03-01T23:30:00+0100,01.03.2023 23:30:00
2023-03-01T23:00:00+00:00,36.7,19.0,36.4,41.9,24.5,43.0,11.9,23.7,42.0,2023-03-02T00:00:00+0100,02.03.2023 00:00:00
2023-03-02T01:30:00+00:00,22.9,8.2,37.7,18.5,14.8,40.6,14.2,16.0,43.7,2023-03-02T02:30:00+0100,02.03.2023 02:30:00
2023-03-02T11:30:00+00:00,56.2,39.9,44.1,27.7,18.6,47.0,10.9,21.1,45.5,2023-03-02T12:30:00+0100,02.03.2023 12:30:00
2023-03-02T12:00:00+00:00,50.1,38.9,45.5,25.1,22.7,47.8,12.0,19.9,46.1,2023-03-02T13:00:00+0100,02.03.2023 13:00:00
2023-03-02T19:30:00+00:00,26.4,28.9,44.3,61.0,39.9,54.1,57.0,37.1,53.5,2023-03-02T20:30:00+0100,02.03.2023 20:30:00
2023-03-03T01:30:00+00:00,3.4,23.7,51.9,0.6,23.3,56.3,1.7,24.3,55.8,2023-03-03T02:30:00+0100,03.03.2023 02:30:00
2023-03-10T03:30:00+00:00,1.0,49.5,2.6,0.0,75.4,0.6,0.6,73.2,0.7,2023-03-10T04:30:00+0100,10.03.2023 04:30:00
2023-03-10T04:00:00+00:00,2.5,46.5,4.9,9.0,62.0,0.9,18.5,53.3,0.8,2023-03-10T05:00:00+0100,10.03.2023 05:00:00
2023-03-10T05:00:00+00:00,35.6,46.5,0.9,2.1,70.6,0.5,1.9,71.0,0.4,2023-03-10T06:00:00+0100,10.03.2023 06:00:00
2023-03-09T10:00:00+00:00,60.2,39.1,2.0,18.7,64.0,1.9,14.2,68.4,1.8,2023-03-09T11:00:00+0100,09.03.2023 11:00:00
2023-03-06T21:00:00+00:00,29.3,38.9,16.4,12.2,46.5,17.7,14.5,44.5,17.0,2023-03-06T22:00:00+0100,06.03.2023 22:00:00
2023-03-07T07:00:00+00:00,59.1,45.1,18.0,121.4,46.7,16.0,90.1,47.5,14.9,2023-03-07T08:00:00+0100,07.03.2023 08:00:00
2023-03-07T05:30:00+00:00,50.9,40.5,14.8,41.1,12.2,12.1,65.8,47.1,12.4,2023-03-07T06:30:00+0100,07.03.2023 06:30:00
2023-03-07T07:30:00+00:00,75.9,51.1,17.5,101.0,47.3,17.2,113.4,46.1,16.0,2023-03-07T08:30:00+0100,07.03.2023 08:30:00
2023-03-07T10:00:00+00:00,11.5,57.3,13.9,15.7,55.9,14.6,2.9,65.6,14.4,2023-03-07T11:00:00+0100,07.03.2023 11:00:00
2023-03-07T19:30:00+00:00,18.2,52.5,16.6,20.8,51.7,18.0,10.5,57.3,17.3,2023-03-07T20:30:00+0100,07.03.2023 20:30:00
2023-03-07T13:30:00+00:00,28.5,58.3,13.9,16.4,60.4,14.9,3.6,72.0,14.6,2023-03-07T14:30:00+0100,07.03.2023 14:30:00
2023-03-08T04:30:00+00:00,9.9,37.5,22.4,34.0,13.2,22.3,20.8,30.1,21.3,2023-03-08T05:30:00+0100,08.03.2023 05:30:00
2023-03-08T08:00:00+00:00,81.8,59.1,23.2,77.3,45.1,22.3,75.0,45.7,21.1,2023-03-08T09:00:00+0100,08.03.2023 09:00:00
2023-03-08T12:00:00+00:00,42.3,21.3,9.9,7.6,68.2,1.1,0.0,73.8,0.6,2023-03-08T13:00:00+0100,08.03.2023 13:00:00
2023-03-08T18:00:00+00:00,46.9,35.3,2.6,71.1,47.9,4.7,48.8,23.9,3.4,2023-03-08T19:00:00+0100,08.03.2023 19:00:00
2023-03-08T19:30:00+00:00,1.7,65.2,1.9,0.0,63.8,1.5,0.0,65.8,1.3,2023-03-08T20:30:00+0100,08.03.2023 20:30:00
2023-03-08T21:00:00+00:00,0.2,78.4,1.7,0.4,71.2,1.8,0.8,72.4,1.8,2023-03-08T22:00:00+0100,08.03.2023 22:00:00
2023-03-10T00:30:00+00:00,36.3,30.5,2.0,17.0,54.3,1.6,22.8,50.1,1.5,2023-03-10T01:30:00+0100,10.03.2023 01:30:00
2023-03-10T06:30:00+00:00,85.3,40.9,4.3,16.4,73.4,0.6,25.8,61.6,0.4,2023-03-10T07:30:00+0100,10.03.2023 07:30:00
2023-03-10T10:00:00+00:00,47.8,40.7,2.1,2.3,73.4,1.3,7.5,67.2,1.5,2023-03-10T11:00:00+0100,10.03.2023 11:00:00
2023-03-13T15:00:00+00:00,21.2,53.1,1.0,2.3,54.7,1.0,6.9,55.5,0.7,2023-03-13T16:00:00+0100,13.03.2023 16:00:00
2023-03-13T21:30:00+00:00,7.6,73.2,0.8,0.0,74.0,1.0,14.7,55.1,1.1,2023-03-13T22:30:00+0100,13.03.2023 22:30:00
2023-03-13T02:30:00+00:00,2.1,40.7,4.7,43.2,34.7,5.2,42.8,39.1,5.7,2023-03-13T03:30:00+0100,13.03.2023 03:30:00
2023-03-13T04:00:00+00:00,11.1,21.3,3.6,29.1,5.4,4.6,38.6,34.5,4.6,2023-03-13T05:00:00+0100,13.03.2023 05:00:00
2023-03-13T06:30:00+00:00,85.5,48.9,5.4,91.0,33.1,5.1,69.0,36.5,4.3,2023-03-13T07:30:00+0100,13.03.2023 07:30:00
2023-03-13T09:30:00+00:00,39.8,21.9,4.1,95.2,36.3,4.8,40.7,20.9,2.6,2023-03-13T10:30:00+0100,13.03.2023 10:30:00
2023-03-15T03:30:00+00:00,15.5,48.7,3.3,0.6,62.2,3.7,8.0,46.5,3.5,2023-03-15T04:30:00+0100,15.03.2023 04:30:00
2023-03-15T04:00:00+00:00,36.3,29.7,3.7,1.0,60.4,4.0,8.8,43.9,3.9,2023-03-15T05:00:00+0100,15.03.2023 05:00:00
2023-03-14T04:30:00+00:00,6.3,51.7,0.6,7.5,67.8,0.5,3.3,69.2,0.5,2023-03-14T05:30:00+0100,14.03.2023 05:30:00
2023-03-14T12:30:00+00:00,33.3,53.5,2.0,10.1,62.2,1.3,1.0,68.6,1.1,2023-03-14T13:30:00+0100,14.03.2023 13:30:00
2023-03-14T16:30:00+00:00,63.3,41.9,1.1,52.4,49.3,1.1,31.6,49.5,0.8,2023-03-14T17:30:00+0100,14.03.2023 17:30:00
2023-03-15T17:00:00+00:00,59.5,54.1,0.8,64.3,43.5,1.8,22.8,49.7,1.2,2023-03-15T18:00:00+0100,15.03.2023 18:00:00
2023-03-12T16:00:00+00:00,50.9,30.3,3.5,10.9,62.6,3.8,10.9,61.4,3.2,2023-03-12T17:00:00+0100,12.03.2023 17:00:00
2023-03-12T17:30:00+00:00,33.3,56.9,3.9,46.7,33.5,4.4,27.7,35.1,3.9,2023-03-12T18:30:00+0100,12.03.2023 18:30:00
2023-03-12T23:00:00+00:00,11.5,20.1,4.4,36.5,9.4,4.9,52.0,42.3,4.9,2023-03-13T00:00:00+0100,13.03.2023 00:00:00
2023-03-16T05:00:00+00:00,7.8,36.5,4.9,25.8,16.8,4.4,48.0,31.3,4.5,2023-03-16T06:00:00+0100,16.03.2023 06:00:00
2023-03-16T08:30:00+00:00,63.1,45.9,5.3,4.8,49.3,4.6,20.8,35.3,4.3,2023-03-16T09:30:00+0100,16.03.2023 09:30:00
2023-03-16T10:00:00+00:00,21.8,38.7,4.0,5.0,54.3,3.7,14.2,42.1,3.3,2023-03-16T11:00:00+0100,16.03.2023 11:00:00
2023-03-17T08:00:00+00:00,59.9,35.7,8.7,36.7,12.6,9.1,46.9,22.9,8.1,2023-03-17T09:00:00+0100,17.03.2023 09:00:00
2023-03-17T15:30:00+00:00,55.1,54.9,3.1,,,,14.7,65.4,2.1,2023-03-17T16:30:00+0100,17.03.2023 16:30:00
2023-03-18T22:30:00+00:00,4.4,47.1,6.7,59.5,43.5,12.5,57.6,34.3,8.8,2023-03-18T23:30:00+0100,18.03.2023 23:30:00
2023-03-19T22:30:00+00:00,40.3,31.9,4.0,16.1,31.9,5.4,22.8,22.7,5.0,2023-03-19T23:30:00+0100,19.03.2023 23:30:00
2023-03-20T00:30:00+00:00,5.7,26.9,11.9,5.0,37.7,8.5,20.8,18.0,8.1,2023-03-20T01:30:00+0100,20.03.2023 01:30:00
2023-03-18T11:00:00+00:00,23.1,61.6,3.5,4.4,74.0,4.3,0.0,70.8,4.8,2023-03-18T12:00:00+0100,18.03.2023 12:00:00
2023-03-21T22:00:00+00:00,25.2,28.7,4.7,5.2,52.1,6.1,12.4,39.5,6.0,2023-03-21T23:00:00+0100,21.03.2023 23:00:00
2023-03-21T22:30:00+00:00,60.2,40.3,5.7,8.2,48.9,5.4,5.9,47.7,5.2,2023-03-21T23:30:00+0100,21.03.2023 23:30:00
2023-03-30T04:00:00+00:00,64.1,42.1,6.2,8.6,34.5,6.5,11.5,27.1,5.9,2023-03-30T06:00:00+0200,30.03.2023 06:00:00
2023-03-26T13:30:00+00:00,30.4,64.6,1.5,23.1,68.0,1.4,21.8,62.8,1.3,2023-03-26T15:30:00+0200,26.03.2023 15:30:00
2023-03-26T18:00:00+00:00,8.0,55.3,0.5,35.4,43.5,3.0,24.7,46.1,1.2,2023-03-26T20:00:00+0200,26.03.2023 20:00:00
2023-03-28T14:00:00+00:00,,,,79.4,42.9,4.7,20.7,53.9,3.9,2023-03-28T16:00:00+0200,28.03.2023 16:00:00
2023-03-28T17:00:00+00:00,,,,11.7,75.8,4.0,28.7,51.5,3.7,2023-03-28T19:00:00+0200,28.03.2023 19:00:00
2023-03-28T21:00:00+00:00,40.3,34.3,6.5,29.1,44.7,5.7,31.2,36.1,5.3,2023-03-28T23:00:00+0200,28.03.2023 23:00:00
2023-03-29T19:30:00+00:00,44.7,27.9,5.8,,,,82.8,53.1,6.8,2023-03-29T21:30:00+0200,29.03.2023 21:30:00
2023-04-01T23:30:00+00:00,16.6,41.7,1.0,5.7,56.5,1.0,9.9,50.9,0.6,2023-04-02T01:30:00+0200,02.04.2023 01:30:00
2022-06-22T11:00:00+00:00,27.5,18.8,12.8,13.8,46.1,9.6,5.2,54.7,8.3,2022-06-22T13:00:00+0200,22.06.2022 13:00:00
2022-06-22T15:00:00+00:00,38.8,42.5,8.7,23.9,56.9,10.1,27.5,65.8,8.9,2022-06-22T17:00:00+0200,22.06.2022 17:00:00
2022-06-22T20:30:00+00:00,0.8,38.9,2.4,3.4,51.3,3.4,8.6,41.1,2.7,2022-06-22T22:30:00+0200,22.06.2022 22:30:00
2022-06-23T05:00:00+00:00,36.7,26.3,8.4,18.4,19.8,3.9,21.4,10.0,4.4,2022-06-23T07:00:00+0200,23.06.2022 07:00:00
2022-06-23T10:30:00+00:00,26.8,57.1,4.5,19.5,58.5,4.4,1.0,76.0,3.8,2022-06-23T12:30:00+0200,23.06.2022 12:30:00
2022-06-23T23:00:00+00:00,7.8,41.5,2.8,3.8,55.9,2.6,19.7,38.7,2.6,2022-06-24T01:00:00+0200,24.06.2022 01:00:00
2022-06-24T20:30:00+00:00,0.4,25.7,3.0,22.0,23.1,3.7,25.8,23.9,3.2,2022-06-24T22:30:00+0200,24.06.2022 22:30:00
2022-06-24T21:30:00+00:00,13.8,15.8,4.1,21.2,16.8,4.3,32.5,15.8,4.2,2022-06-24T23:30:00+0200,24.06.2022 23:30:00
2022-06-25T00:00:00+00:00,10.5,15.2,5.2,12.8,16.0,7.8,14.3,10.4,6.2,2022-06-25T02:00:00+0200,25.06.2022 02:00:00
2022-06-25T04:00:00+00:00,10.3,16.2,8.5,1.3,23.5,9.7,6.9,19.8,10.8,2022-06-25T06:00:00+0200,25.06.2022 06:00:00
2022-06-25T12:30:00+00:00,40.9,59.5,1.7,23.5,64.2,2.4,9.9,78.2,1.3,2022-06-25T14:30:00+0200,25.06.2022 14:30:00
2022-06-25T18:00:00+00:00,31.0,68.4,1.2,27.0,73.0,2.9,24.3,74.2,1.7,2022-06-25T20:00:00+0200,25.06.2022 20:00:00
2022-06-25T11:00:00+00:00,17.0,63.6,2.1,5.2,68.8,2.8,2.1,73.4,1.7,2022-06-25T13:00:00+0200,25.06.2022 13:00:00
2022-06-26T05:00:00+00:00,2.1,21.3,3.6,9.9,32.9,3.0,17.6,20.3,3.2,2022-06-26T07:00:00+0200,26.06.2022 07:00:00
2022-06-26T06:00:00+00:00,12.0,21.9,2.9,3.4,35.7,2.6,2.1,32.5,3.2,2022-06-26T08:00:00+0200,26.06.2022 08:00:00
2022-06-26T12:00:00+00:00,28.1,60.8,2.4,9.0,72.0,2.7,0.8,81.8,2.1,2022-06-26T14:00:00+0200,26.06.2022 14:00:00
2022-06-26T15:00:00+00:00,52.6,71.0,2.6,29.6,72.4,2.9,20.7,84.0,2.5,2022-06-26T17:00:00+0200,26.06.2022 17:00:00
2022-06-27T11:30:00+00:00,36.5,46.1,1.2,26.8,35.7,3.0,8.4,57.5,1.3,2022-06-27T13:30:00+0200,27.06.2022 13:30:00
2022-06-28T01:00:00+00:00,4.0,16.6,2.5,14.3,26.9,2.2,24.7,16.8,2.0,2022-06-28T03:00:00+0200,28.06.2022 03:00:00
2022-06-28T01:30:00+00:00,2.7,15.6,2.8,8.2,29.5,2.2,21.4,16.0,2.4,2022-06-28T03:30:00+0200,28.06.2022 03:30:00
2022-06-28T04:30:00+00:00,34.4,28.3,4.6,24.5,17.0,4.0,33.3,23.9,3.7,2022-06-28T06:30:00+0200,28.06.2022 06:30:00
2022-06-28T13:00:00+00:00,32.9,44.1,2.2,35.6,43.5,3.8,15.5,52.9,2.2,2022-06-28T15:00:00+0200,28.06.2022 15:00:00
2022-06-28T15:30:00+00:00,35.8,37.9,3.0,30.4,48.1,4.1,27.5,45.7,2.7,2022-06-28T17:30:00+0200,28.06.2022 17:30:00
2022-06-28T18:30:00+00:00,18.0,45.3,2.8,41.1,32.3,5.1,21.4,45.9,3.2,2022-06-28T20:30:00+0200,28.06.2022 20:30:00
2022-06-28T23:00:00+00:00,15.7,24.3,4.4,10.3,31.9,5.0,23.3,14.6,4.2,2022-06-29T01:00:00+0200,29.06.2022 01:00:00
2022-06-29T08:00:00+00:00,17.2,38.9,6.0,15.3,37.3,6.3,2.7,44.7,4.6,2022-06-29T10:00:00+0200,29.06.2022 10:00:00
2022-06-30T08:30:00+00:00,28.5,56.3,6.0,28.9,50.1,6.2,11.3,54.3,4.5,2022-06-30T10:30:00+0200,30.06.2022 10:30:00
2022-06-30T09:00:00+00:00,24.3,66.4,5.8,45.7,51.7,8.1,8.2,67.6,4.6,2022-06-30T11:00:00+0200,30.06.2022 11:00:00
2022-06-30T21:00:00+00:00,7.5,67.2,0.9,4.8,63.0,1.1,3.1,64.0,0.6,2022-06-30T23:00:00+0200,30.06.2022 23:00:00
2022-07-10T17:00:00+00:00,60.8,38.5,2.0,18.5,61.8,2.3,16.3,58.7,1.7,2022-07-10T19:00:00+0200,10.07.2022 19:00:00
2022-07-10T20:00:00+00:00,46.3,35.7,1.9,30.0,36.1,1.8,25.2,38.5,1.3,2022-07-10T22:00:00+0200,10.07.2022 22:00:00
2022-07-09T14:00:00+00:00,40.2,84.6,2.6,33.3,69.4,3.8,25.6,77.4,2.9,2022-07-09T16:00:00+0200,09.07.2022 16:00:00
2022-07-11T02:00:00+00:00,8.4,38.5,3.4,22.4,23.7,3.0,24.7,15.8,2.7,2022-07-11T04:00:00+0200,11.07.2022 04:00:00
2022-07-11T06:00:00+00:00,31.7,10.8,4.0,60.0,35.7,9.2,24.7,15.6,4.3,2022-07-11T08:00:00+0200,11.07.2022 08:00:00
2022-07-11T06:30:00+00:00,40.2,27.3,4.7,54.1,31.9,6.9,16.8,16.0,3.8,2022-07-11T08:30:00+0200,11.07.2022 08:30:00
2022-07-11T07:30:00+00:00,16.4,35.3,2.8,34.8,30.7,4.5,11.9,21.3,2.9,2022-07-11T09:30:00+0200,11.07.2022 09:30:00
2022-07-11T11:30:00+00:00,23.3,67.4,2.0,21.4,50.9,2.3,8.8,65.6,1.5,2022-07-11T13:30:00+0200,11.07.2022 13:30:00
2022-07-11T14:30:00+00:00,65.0,61.8,2.2,45.7,51.3,3.0,29.1,63.4,1.7,2022-07-11T16:30:00+0200,11.07.2022 16:30:00
2022-07-12T03:30:00+00:00,22.4,17.2,4.1,3.1,44.1,6.1,19.7,24.1,5.9,2022-07-12T05:30:00+0200,12.07.2022 05:30:00
2022-07-12T11:00:00+00:00,32.9,62.4,2.4,15.1,56.9,4.1,2.1,79.6,2.7,2022-07-12T13:00:00+0200,12.07.2022 13:00:00
2022-07-12T21:00:00+00:00,32.1,46.9,2.0,19.7,59.5,3.0,28.5,44.9,2.1,2022-07-12T23:00:00+0200,12.07.2022 23:00:00
2022-07-13T02:00:00+00:00,1.5,38.9,3.5,0.8,54.5,3.2,21.8,29.5,2.9,2022-07-13T04:00:00+0200,13.07.2022 04:00:00
2022-07-13T11:00:00+00:00,38.1,63.8,1.4,14.3,73.2,2.9,3.1,96.6,1.4,2022-07-13T13:00:00+0200,13.07.2022 13:00:00
2022-07-13T19:30:00+00:00,75.3,41.5,1.5,72.5,46.9,4.3,41.3,32.1,1.3,2022-07-13T21:30:00+0200,13.07.2022 21:30:00
2022-07-14T03:00:00+00:00,16.4,33.7,2.4,4.8,50.3,2.1,26.2,25.7,1.9,2022-07-14T05:00:00+0200,14.07.2022 05:00:00
2022-07-14T03:30:00+00:00,21.6,30.9,2.5,17.4,38.3,2.8,31.6,19.0,2.5,2022-07-14T05:30:00+0200,14.07.2022 05:30:00
2022-07-14T09:30:00+00:00,24.9,87.8,2.2,117.2,86.2,2.8,28.5,73.0,1.7,2022-07-14T11:30:00+0200,14.07.2022 11:30:00
2022-07-14T11:30:00+00:00,22.4,107.7,1.9,50.5,56.1,3.1,7.5,105.7,1.4,2022-07-14T13:30:00+0200,14.07.2022 13:30:00
2022-07-14T18:30:00+00:00,48.6,76.4,2.3,80.3,42.1,2.7,29.6,68.0,2.2,2022-07-14T20:30:00+0200,14.07.2022 20:30:00
2022-07-14T22:00:00+00:00,25.2,84.0,4.0,20.1,79.4,4.6,29.3,68.0,4.0,2022-07-15T00:00:00+0200,15.07.2022 00:00:00
2022-07-18T20:30:00+00:00,11.5,97.8,5.0,57.8,52.7,6.5,42.1,53.1,5.2,2022-07-18T22:30:00+0200,18.07.2022 22:30:00
2022-07-19T03:30:00+00:00,1.9,55.5,4.9,2.9,60.0,5.5,16.4,39.1,5.2,2022-07-19T05:30:00+0200,19.07.2022 05:30:00
2022-07-18T03:30:00+00:00,1.0,59.5,5.1,9.9,57.3,5.0,40.2,21.7,4.5,2022-07-18T05:30:00+0200,18.07.2022 05:30:00
2022-07-19T06:30:00+00:00,45.9,32.1,6.1,35.8,35.1,6.6,5.0,48.7,5.6,2022-07-19T08:30:00+0200,19.07.2022 08:30:00
2022-07-19T08:30:00+00:00,38.6,52.3,4.5,59.5,49.3,5.8,16.3,55.9,4.3,2022-07-19T10:30:00+0200,19.07.2022 10:30:00
2022-07-19T07:30:00+00:00,44.4,34.7,5.4,33.1,47.1,5.6,23.1,31.9,5.1,2022-07-19T09:30:00+0200,19.07.2022 09:30:00
2022-07-19T12:00:00+00:00,73.6,67.2,3.9,38.6,89.8,4.1,10.3,113.9,3.1,2022-07-19T14:00:00+0200,19.07.2022 14:00:00
2022-07-19T22:00:00+00:00,14.5,67.8,5.9,31.0,53.7,6.2,43.4,32.9,5.6,2022-07-20T00:00:00+0200,20.07.2022 00:00:00
2022-07-19T22:30:00+00:00,7.6,71.8,6.2,27.0,53.3,6.6,46.9,30.7,6.1,2022-07-20T00:30:00+0200,20.07.2022 00:30:00
2022-07-20T04:00:00+00:00,36.0,30.9,6.7,14.7,44.9,6.3,26.4,26.5,5.9,2022-07-20T06:00:00+0200,20.07.2022 06:00:00
2022-07-20T10:30:00+00:00,79.6,50.3,26.0,68.8,49.3,28.2,49.7,36.9,25.8,2022-07-20T12:30:00+0200,20.07.2022 12:30:00
2022-07-20T20:00:00+00:00,21.2,31.1,14.4,51.2,46.9,16.6,27.5,35.3,15.0,2022-07-20T22:00:00+0200,20.07.2022 22:00:00
2022-07-20T20:30:00+00:00,31.2,43.1,16.7,10.9,53.3,17.1,11.1,51.7,16.0,2022-07-20T22:30:00+0200,20.07.2022 22:30:00
2022-07-21T01:30:00+00:00,4.4,17.0,19.3,1.1,43.5,17.4,1.0,37.7,17.3,2022-07-21T03:30:00+0200,21.07.2022 03:30:00
2022-07-21T02:00:00+00:00,4.4,18.6,19.7,0.8,45.5,17.5,2.3,39.1,17.3,2022-07-21T04:00:00+0200,21.07.2022 04:00:00
2022-07-21T05:30:00+00:00,28.9,20.1,20.7,47.8,30.9,21.1,16.8,16.2,20.3,2022-07-21T07:30:00+0200,21.07.2022 07:30:00
2022-07-21T09:30:00+00:00,7.8,50.3,5.3,36.0,42.5,6.8,2.3,48.5,5.4,2022-07-21T11:30:00+0200,21.07.2022 11:30:00
2022-07-21T16:00:00+00:00,83.6,59.1,3.9,48.8,50.7,4.2,9.6,71.8,3.6,2022-07-21T18:00:00+0200,21.07.2022 18:00:00
2022-07-22T07:30:00+00:00,11.1,38.7,9.8,8.0,43.3,10.0,2.3,39.5,8.7,2022-07-22T09:30:00+0200,22.07.2022 09:30:00
