date,kategorie,pax,fret,mvt
2021-09-02,Fracht Express,0,230.649,18
2021-09-02,Andere Kategorien,5,,92
2021-09-01,Passagierverkehr,13389,1.578,136
2021-09-01,Fracht Express,0,219.936,18
2021-09-01,Andere Kategorien,1,,52
2021-08-31,Passagierverkehr,14577,2.144,152
2021-08-31,Fracht Cargo,0,,
2021-08-30,Passagierverkehr,18547,1.177,158
2021-08-29,Fracht Cargo,0,16.683,2
2021-08-29,Andere Kategorien,17,,28
2021-08-28,Passagierverkehr,20656,0.372,162
2021-08-28,Fracht Cargo,0,114.366,4
2021-08-26,Fracht Cargo,0,,
2021-08-25,Fracht Express,0,209.896,18
2021-08-24,Passagierverkehr,16215,3.019,143
2021-08-24,Fracht Express,0,194.467,18
2021-08-23,Passagierverkehr,19630,2.523,158
2021-08-22,Passagierverkehr,21666,0.165,171
2021-08-22,Fracht Express,0,,
2021-08-22,Andere Kategorien,0,,23
2021-08-20,Passagierverkehr,23342,1.785,180
2021-08-20,Fracht Cargo,0,72.286,4
2021-08-20,Andere Kategorien,7,,82
2021-08-19,Andere Kategorien,4,,72
2021-08-18,Passagierverkehr,16180,0.762,149
2021-08-17,Fracht Express,0,187.622,18
2021-08-17,Andere Kategorien,3,,73
2021-08-15,Fracht Express,0,6.348,2
2021-08-15,Fracht Cargo,0,45.256,2
2021-08-14,Passagierverkehr,23920,2.322,190
2021-08-14,Fracht Cargo,0,79.219,4
2021-08-13,Andere Kategorien,0,,94
2021-08-12,Fracht Cargo,0,,
2021-08-12,Andere Kategorien,0,,87
2021-08-11,Andere Kategorien,7,,116
2021-08-10,Passagierverkehr,18421,0.973,150
2021-08-10,Fracht Express,0,197.223,18
2021-08-09,Fracht Express,0,148.679,17
2021-08-07,Fracht Express,0,40.669,4
2021-08-06,Fracht Cargo,0,89.082,4
2021-08-05,Passagierverkehr,20715,0.011,160
2021-08-05,Fracht Express,0,202.648,19
2021-08-05,Fracht Cargo,0,,
2021-08-05,Andere Kategorien,5,,24
2021-08-04,Passagierverkehr,17590,0.24,141
2021-08-04,Fracht Cargo,0,113.226,6
2021-08-03,Andere Kategorien,2,,41
2021-08-02,Fracht Cargo,0,71.105,2
2021-08-02,Andere Kategorien,4,,66
2021-08-01,Passagierverkehr,23883,0.086,171
2021-08-01,Fracht Express,0,,
2021-08-01,Andere Kategorien,12,,16
2021-07-31,Passagierverkehr,24231,0.782,177
2021-07-31,Fracht Cargo,0,101.23,4
2021-07-30,Fracht Express,0,160.136,14
2021-07-29,Passagierverkehr,18449,1.071,147
2021-07-29,Fracht Express,0,214.426,18
2021-07-29,Fracht Cargo,0,,
2021-07-28,Passagierverkehr,16479,0.776,143
2021-07-27,Fracht Express,0,200.628,18
2021-07-27,Fracht Cargo,0,0.06,2
2021-07-27,Andere Kategorien,2,,41
2021-07-26,Fracht Cargo,0,54.689,2
2021-07-26,Andere Kategorien,14,,31
2021-07-25,Fracht Cargo,0,17.874,2
2021-07-24,Fracht Cargo,0,92.878,4
2021-07-23,Fracht Cargo,0,118.515,4
2021-07-23,Andere Kategorien,14,,114
2021-07-22,Passagierverkehr,15933,,150
2021-07-21,Passagierverkehr,14523,0.303,143
2021-07-21,Andere Kategorien,13,,103
2021-07-20,Passagierverkehr,14706,0.572,148
2021-07-20,Fracht Cargo,0,,
2021-07-20,Andere Kategorien,11,,72
2021-07-19,Fracht Express,0,182.341,15
2021-07-19,Andere Kategorien,12,,51
2021-07-18,Andere Kategorien,7,,20
2021-07-15,Passagierverkehr,13640,1.015,154
2021-07-15,Fracht Express,0,214.164,18
2021-07-14,Fracht Express,0,192.008,18
2021-07-14,Andere Kategorien,15,,49
2021-07-13,Passagierverkehr,12639,0.412,121
2021-07-13,Fracht Express,0,214.459,18
2021-07-13,Fracht Cargo,0,,
2021-07-13,Andere Kategorien,18,,27
2021-07-11,Fracht Cargo,0,26.573,2
2021-07-10,Fracht Cargo,0,116.213,4
2021-07-09,Fracht Express,0,172.614,13
2021-07-09,Fracht Cargo,0,127.07,4
2021-07-08,Fracht Express,0,229.608,18
2021-07-08,Fracht Cargo,0,,
2021-07-08,Andere Kategorien,4,,18
2021-07-07,Passagierverkehr,10638,1.289,124
2021-07-07,Fracht Cargo,0,152.793,6
2021-07-07,Andere Kategorien,13,,63
2021-07-05,Passagierverkehr,13068,0.56,150
2021-07-05,Fracht Cargo,0,72.434,2
2021-07-04,Fracht Express,0,,
2021-07-04,Fracht Cargo,0,16.901,2
2021-07-03,Passagierverkehr,16063,1.411,162
2021-07-03,Fracht Express,0,42.908,4
2021-07-03,Fracht Cargo,0,83.029,4
2021-07-03,Andere Kategorien,4,,76
2021-07-02,Passagierverkehr,15506,4.323,164
2021-07-02,Fracht Express,0,164.801,12
2021-07-01,Fracht Express,0,217.971,16
2021-06-30,Passagierverkehr,7705,0.814,94
2021-06-30,Fracht Cargo,0,117.639,6
2021-06-29,Andere Kategorien,3,,37
2021-06-26,Passagierverkehr,10592,0.439,96
2021-06-26,Fracht Cargo,0,120.265,4
2021-06-26,Andere Kategorien,8,,100
2021-06-25,Passagierverkehr,12395,0.274,126
2021-06-25,Fracht Cargo,0,94.453,4
2021-06-24,Passagierverkehr,6538,1.599,68
2021-06-22,Fracht Express,0,209.51,18
2021-06-21,Fracht Cargo,0,69.881,2
2021-06-21,Andere Kategorien,14,,55
2021-06-20,Passagierverkehr,10943,0.576,100
2021-06-20,Fracht Cargo,0,17.485,2
2021-06-19,Passagierverkehr,9920,1.527,97
2021-06-18,Fracht Express,0,160.902,11
2021-06-18,Andere Kategorien,14,,132
2021-06-17,Passagierverkehr,4724,,67
2021-06-17,Fracht Express,0,224.484,16
2021-06-17,Fracht Cargo,0,,
2021-06-17,Andere Kategorien,28,,71
2021-06-16,Fracht Cargo,0,136.069,6
2021-06-15,Fracht Express,0,193.723,16
2021-06-15,Fracht Cargo,0,,
2021-06-14,Andere Kategorien,20,,110
2021-06-13,Passagierverkehr,9978,4.598,105
2021-06-12,Passagierverkehr,9205,0.775,96
2021-06-12,Andere Kategorien,6,,89
2021-06-11,Andere Kategorien,9,,163
2021-06-10,Passagierverkehr,3978,,67
2021-06-10,Fracht Cargo,0,0.577,2
2021-06-10,Andere Kategorien,13,,74
2021-06-09,Andere Kategorien,10,,27
2021-06-08,Passagierverkehr,4041,0.999,58
2021-06-08,Fracht Express,0,234.176,18
2021-06-06,Passagierverkehr,9671,0.139,101
2021-06-05,Andere Kategorien,1,,57
2021-06-04,Fracht Cargo,0,115.137,4
2021-06-03,Andere Kategorien,7,,92
2021-06-02,Passagierverkehr,3956,2.564,55
2021-06-02,Fracht Express,0,240.488,17
2021-06-01,Fracht Cargo,0,,
2021-05-31,Fracht Express,0,196.183,15
2021-05-31,Andere Kategorien,1,,109
2021-05-30,Passagierverkehr,7470,0.434,79
2021-05-30,Fracht Express,0,,
2021-05-29,Passagierverkehr,7454,,68
2021-05-27,Fracht Cargo,0,,
2021-05-26,Fracht Express,0,218.193,16
2021-05-26,Fracht Cargo,0,122.135,8
2021-05-25,Passagierverkehr,2699,0.248,33
2021-05-24,Fracht Express,0,70.684,7
2021-05-23,Passagierverkehr,6886,1.028,66
2021-05-23,Fracht Express,0,,
2021-05-22,Passagierverkehr,7686,0.718,71
2021-05-22,Fracht Express,0,51.509,4
2021-05-22,Fracht Cargo,0,113.417,4
2021-05-22,Andere Kategorien,9,,49
2021-05-21,Passagierverkehr,7399,1.838,79
2021-05-21,Fracht Cargo,0,97.923,4
2021-05-18,Fracht Cargo,0,,
2021-05-17,Andere Kategorien,7,,18
2021-05-16,Passagierverkehr,8376,0.02,93
2021-05-15,Passagierverkehr,6200,0.466,63
2021-05-14,Fracht Cargo,0,26.704,2
2021-05-12,Passagierverkehr,4324,0.145,59
2021-05-11,Fracht Cargo,0,,
2021-05-10,Andere Kategorien,8,,24
2021-05-09,Andere Kategorien,2,,56
2021-05-07,Passagierverkehr,5275,0.849,72
2021-05-07,Fracht Express,0,167.875,13
2021-05-07,Fracht Cargo,0,91.16,4
2021-05-07,Andere Kategorien,19,,95
2021-05-06,Andere Kategorien,2,,24
2021-05-05,Fracht Cargo,0,160.376,8
2021-05-04,Passagierverkehr,1339,0.406,27
2021-05-03,Passagierverkehr,2815,,63
2021-05-03,Andere Kategorien,8,,90
2021-05-02,Passagierverkehr,4142,0.179,70
2021-05-02,Andere Kategorien,9,,17
2021-05-01,Fracht Express,0,45.224,4
2021-05-01,Fracht Cargo,0,106.262,4
2021-04-29,Fracht Cargo,0,,
2021-04-28,Passagierverkehr,2090,,39
2021-04-28,Andere Kategorien,4,,105
2021-04-27,Passagierverkehr,1163,3.227,25
2021-04-27,Fracht Cargo,0,,
2021-04-26,Fracht Express,0,209.853,15
2021-04-26,Fracht Cargo,0,77.29,2
2021-04-25,Fracht Express,0,,
2021-04-23,Passagierverkehr,3951,0.807,71
2021-04-23,Andere Kategorien,10,,150
2021-04-22,Fracht Cargo,0,,
2021-04-22,Andere Kategorien,1,,30
2021-04-21,Fracht Cargo,0,99.164,6
2021-04-20,Fracht Cargo,0,,
2021-04-19,Passagierverkehr,1874,1.523,34
2021-04-19,Fracht Cargo,0,56.064,2
2021-04-19,Andere Kategorien,10,,45
2021-04-17,Passagierverkehr,3999,,51
2021-04-16,Fracht Express,0,159.699,12
2021-04-15,Passagierverkehr,1557,,40
2021-04-13,Passagierverkehr,1062,0.695,23
2021-04-13,Fracht Express,0,222.774,16
2021-04-12,Passagierverkehr,2387,0.852,47
2021-04-11,Passagierverkehr,5326,0.826,81
2021-04-11,Andere Kategorien,0,,17
2021-04-10,Passagierverkehr,4882,1.459,66
2021-04-10,Fracht Cargo,0,131.868,4
2021-04-10,Andere Kategorien,1,,76
2021-04-09,Fracht Cargo,0,85.72,4
2021-04-08,Passagierverkehr,1992,,36
2021-04-08,Fracht Express,0,225.472,16
2021-04-08,Andere Kategorien,1,,102
2021-04-07,Passagierverkehr,2636,0.757,38
2021-04-07,Fracht Express,0,213.533,16
2021-04-06,Andere Kategorien,2,,15
2021-04-05,Fracht Express,0,,
2021-04-05,Fracht Cargo,0,,
2021-04-05,Andere Kategorien,3,,10
2021-04-04,Fracht Express,0,,
2021-04-04,Andere Kategorien,6,,49
2021-04-03,Fracht Cargo,0,117.77,4
2021-04-03,Andere Kategorien,2,,54
2021-04-02,Andere Kategorien,2,,100
2021-04-01,Passagierverkehr,2667,,56
2021-03-31,Passagierverkehr,2491,0.666,43
2021-03-31,Andere Kategorien,1,,166
2021-03-30,Fracht Cargo,0,,
2021-03-29,Fracht Cargo,0,53.52,2
2021-03-29,Andere Kategorien,2,,72
2021-03-28,Fracht Cargo,0,82.716,2
2021-03-28,Andere Kategorien,5,,82
2021-03-26,Fracht Express,0,164.785,11
2021-03-26,Fracht Cargo,0,56.577,2
2021-03-25,Passagierverkehr,791,0.035,24
2021-03-25,Andere Kategorien,8,,103
2021-03-24,Fracht Express,0,244.631,16
2021-03-24,Andere Kategorien,7,,143
2021-03-23,Passagierverkehr,814,0.581,26
2021-03-22,Passagierverkehr,1051,0.936,18
2021-03-22,Fracht Express,0,196.654,15
2021-03-22,Andere Kategorien,0,,71
2021-03-18,Passagierverkehr,1149,1.894,19
2021-03-17,Fracht Express,0,238.948,16
2021-03-17,Fracht Cargo,0,87.347,4
2021-03-17,Andere Kategorien,16,,31
2021-03-16,Fracht Express,0,222.824,16
2021-03-16,Andere Kategorien,0,,41
2021-03-14,Passagierverkehr,3823,,56
2021-03-14,Fracht Express,0,,
2021-03-10,Passagierverkehr,1252,,20
2021-03-10,Fracht Cargo,0,93.276,5
2021-03-08,Passagierverkehr,964,2.345,21
2021-03-07,Passagierverkehr,3999,0.062,55
2021-03-07,Fracht Express,0,,
2021-03-06,Passagierverkehr,5213,1.351,59
2021-03-06,Fracht Cargo,0,46.783,4
2021-03-06,Andere Kategorien,1,,83
2021-03-05,Fracht Cargo,0,129.214,6
2021-03-05,Andere Kategorien,1,,101
2021-03-04,Passagierverkehr,1586,2.495,26
2021-03-04,Fracht Cargo,0,17.369,2
2021-03-04,Andere Kategorien,1,,41
2021-03-03,Fracht Express,0,203.512,14
2021-03-02,Fracht Express,0,215.847,16
2021-03-02,Fracht Cargo,0,,
2021-03-02,Andere Kategorien,15,,105
2021-03-01,Passagierverkehr,1368,0.11,24
2021-03-01,Fracht Express,0,190.245,15
2021-03-01,Fracht Cargo,0,68.546,2
2021-03-01,Andere Kategorien,16,,85
2021-02-26,Fracht Express,0,175.61,12
2021-02-25,Passagierverkehr,1968,0.71,31
2021-02-23,Fracht Cargo,0,,
2021-02-23,Andere Kategorien,3,,81
2021-02-22,Fracht Express,0,180.917,15
2021-02-22,Andere Kategorien,36,,102
2021-02-21,Andere Kategorien,5,,103
2021-02-20,Fracht Express,0,34.004,4
2021-02-20,Andere Kategorien,0,,119
2021-02-19,Passagierverkehr,3315,0.176,42
2021-02-19,Andere Kategorien,18,,68
2021-02-17,Passagierverkehr,1468,,31
2021-02-17,Fracht Express,0,213.107,16
2021-02-16,Passagierverkehr,1715,0.713,29
2021-02-15,Passagierverkehr,1022,1.067,23
2021-02-14,Passagierverkehr,4110,,62
2021-02-14,Fracht Express,0,,
2021-02-14,Fracht Cargo,0,23.75,1
2021-02-14,Andere Kategorien,4,,83
2021-02-13,Fracht Express,0,79.767,8
2021-02-10,Passagierverkehr,1667,0.296,28
2021-02-10,Fracht Express,0,165.211,16
2021-02-09,Andere Kategorien,2,,13
2021-02-08,Andere Kategorien,0,,6
2021-02-07,Passagierverkehr,3421,,38
2021-02-07,Andere Kategorien,0,,9
2021-02-06,Passagierverkehr,4019,0.185,42
2021-02-06,Fracht Cargo,0,39.897,4
2021-02-05,Fracht Express,0,160.879,12
2021-02-04,Fracht Express,0,222.315,16
2021-02-04,Fracht Cargo,0,28.355,2
2021-02-03,Fracht Express,0,191.137,15
2021-02-03,Fracht Cargo,0,33.399,8
2021-02-01,Andere Kategorien,3,,27
2021-01-31,Fracht Express,0,,
2021-01-31,Andere Kategorien,3,,17
2021-01-30,Andere Kategorien,0,,41
2021-01-29,Fracht Express,0,168.614,12
2021-01-29,Fracht Cargo,0,68.398,2
2021-01-27,Andere Kategorien,3,,28
2021-01-26,Fracht Cargo,0,,
2021-01-25,Fracht Cargo,0,66.407,2
2021-01-25,Andere Kategorien,0,,18
2021-01-24,Passagierverkehr,3413,,40
2021-01-24,Andere Kategorien,0,,76
2021-01-23,Fracht Express,0,40.777,4
2021-01-23,Andere Kategorien,0,,80
2021-01-22,Passagierverkehr,2569,,30
2021-01-22,Fracht Cargo,0,57.07,2
2021-01-21,Passagierverkehr,1286,0.244,26
2021-01-20,Fracht Express,0,200.41,16
2021-01-20,Fracht Cargo,0,110.937,6
2021-01-17,Passagierverkehr,3669,0.32,48
2021-01-17,Fracht Express,0,18.56,2
2021-01-17,Andere Kategorien,2,,4
2021-01-16,Andere Kategorien,0,,16
2021-01-15,Fracht Express,0,168.861,11
2021-01-15,Andere Kategorien,4,,32
2021-01-12,Passagierverkehr,2297,1.593,39
2021-01-11,Fracht Express,0,190.834,14
2021-01-11,Fracht Cargo,0,72.552,2
2021-01-10,Passagierverkehr,6520,,76
2021-01-09,Andere Kategorien,0,,84
2021-01-08,Passagierverkehr,4569,0.176,60
2021-01-08,Fracht Express,0,149.058,10
2021-01-07,Andere Kategorien,2,,34
2021-01-06,Fracht Express,0,177.347,16
2021-01-06,Fracht Cargo,0,,
2021-01-05,Andere Kategorien,0,,22
2021-01-04,Fracht Express,0,154.519,13
2021-01-04,Fracht Cargo,0,1.55,2
2021-01-03,Passagierverkehr,12980,,147
2021-01-03,Andere Kategorien,5,,7
2021-01-01,Fracht Cargo,0,,
2020-12-30,Passagierverkehr,5617,0.305,58
2020-12-30,Fracht Express,0,102.145,16
2020-12-30,Andere Kategorien,2,,49
2020-12-28,Passagierverkehr,4931,,56
2020-12-28,Fracht Express,0,133.172,17
2020-12-28,Andere Kategorien,0,,18
2020-12-27,Fracht Express,0,,
2020-12-27,Andere Kategorien,4,,20
2020-12-24,Passagierverkehr,7295,,81
2020-12-24,Fracht Express,0,110.99,13
2020-12-21,Passagierverkehr,4628,0.122,70
2020-12-21,Fracht Express,0,189.927,18
2020-12-21,Fracht Cargo,0,68.529,2
2020-12-20,Passagierverkehr,8464,,100
2020-12-19,Passagierverkehr,10007,1.085,113
2020-12-16,Passagierverkehr,1858,1.035,45
2020-12-15,Andere Kategorien,2,,26
2020-12-14,Andere Kategorien,13,,57
2020-12-13,Passagierverkehr,3484,0.14,39
2020-12-13,Fracht Cargo,0,,
2020-12-13,Andere Kategorien,4,,65
2020-12-12,Fracht Express,0,69.48,4
2020-12-12,Fracht Cargo,0,71.05,4
2020-12-11,Fracht Cargo,0,51.729,2
2020-12-10,Fracht Express,0,244.64,16
2020-12-10,Fracht Cargo,0,34.418,4
2020-12-10,Andere Kategorien,3,,121
2020-12-06,Passagierverkehr,3283,0.46,34
2020-12-03,Fracht Express,0,246.014,16
2020-12-03,Fracht Cargo,0,24.71,5
2020-12-02,Passagierverkehr,1493,0.067,20
2020-12-01,Fracht Cargo,0,,
2020-11-29,Passagierverkehr,3267,0.192,34
2020-11-28,Fracht Cargo,0,73.242,4
2020-11-27,Passagierverkehr,2747,0.813,40
2020-11-27,Fracht Cargo,0,61.343,2
2020-11-26,Fracht Cargo,0,34.443,2
2020-11-26,Andere Kategorien,0,,62
2020-11-25,Passagierverkehr,1564,0.079,23
2020-11-25,Fracht Cargo,0,51.365,4
2020-11-24,Passagierverkehr,992,0.602,26
2020-11-23,Andere Kategorien,4,,55
2020-11-22,Fracht Express,0,,
2020-11-22,Fracht Cargo,0,0.0,1
2020-11-22,Andere Kategorien,1,,93
2020-11-21,Passagierverkehr,3864,0.19,40
2020-11-20,Passagierverkehr,2883,0.403,42
2020-11-20,Fracht Express,0,163.559,12
2020-11-20,Fracht Cargo,0,60.884,2
2020-11-19,Passagierverkehr,1085,,23
2020-11-19,Fracht Express,0,226.558,16
2020-11-18,Passagierverkehr,1372,0.057,22
2020-11-18,Fracht Express,0,229.107,16
2020-11-18,Fracht Cargo,0,47.459,4
2020-11-17,Fracht Express,0,216.329,16
2020-11-17,Andere Kategorien,0,,80
2020-11-16,Fracht Cargo,0,73.227,2
2020-11-15,Fracht Cargo,0,,
2020-11-15,Andere Kategorien,1,,66
2020-11-14,Fracht Express,0,43.991,5
2020-11-14,Fracht Cargo,0,71.075,4
2020-11-14,Andere Kategorien,3,,96
2020-11-13,Passagierverkehr,3083,0.869,44
2020-11-13,Fracht Express,0,152.045,12
2020-11-12,Fracht Express,0,214.441,17
2020-11-12,Fracht Cargo,0,23.737,2
2020-11-11,Andere Kategorien,0,,70
2020-11-10,Passagierverkehr,2055,0.667,45
2020-11-10,Andere Kategorien,6,,122
2020-11-09,Fracht Express,0,183.166,13
2020-11-09,Andere Kategorien,1,,107
2020-11-08,Passagierverkehr,3548,0.174,46
2020-11-06,Passagierverkehr,3695,1.197,59
2020-11-06,Fracht Express,0,160.158,11
2020-11-06,Fracht Cargo,0,62.25,2
2020-11-06,Andere Kategorien,4,,110
2020-11-04,Passagierverkehr,2084,0.222,34
2020-11-03,Passagierverkehr,2364,1.62,46
2020-11-03,Fracht Express,0,220.028,17
2020-11-02,Fracht Express,0,164.568,12
2020-11-02,Andere Kategorien,0,,55
2020-11-01,Fracht Express,0,,
2020-10-31,Fracht Cargo,0,26.137,2
2020-10-31,Andere Kategorien,0,,64
2020-10-30,Fracht Cargo,0,69.232,2
2020-10-29,Passagierverkehr,4176,,56
2020-10-28,Fracht Cargo,0,54.56,4
2020-10-27,Fracht Express,0,212.566,16
2020-10-27,Andere Kategorien,3,,80
2020-10-26,Passagierverkehr,4342,0.09,67
2020-10-26,Fracht Cargo,0,68.45,2
2020-10-26,Andere Kategorien,9,,36
2020-10-24,Andere Kategorien,1,,71
2020-10-23,Fracht Cargo,0,55.548,2
2020-10-23,Andere Kategorien,10,,22
2020-10-22,Fracht Express,0,182.672,16
2020-10-22,Fracht Cargo,0,12.91,2
2020-10-20,Passagierverkehr,4235,1.027,60
2020-10-19,Andere Kategorien,1,,85
2020-10-18,Andere Kategorien,0,,68
2020-10-17,Fracht Express,0,40.858,4
2020-10-17,Fracht Cargo,0,195.583,6
2020-10-16,Fracht Express,0,147.515,11
2020-10-15,Passagierverkehr,3930,,48
2020-10-15,Fracht Express,0,216.154,16
2020-10-14,Fracht Express,0,215.547,16
2020-10-14,Fracht Cargo,0,99.352,7
2020-10-14,Andere Kategorien,2,,69
2020-10-11,Fracht Express,0,,
2020-10-10,Fracht Express,0,44.379,4
2020-10-09,Fracht Express,0,158.237,11
2020-10-07,Passagierverkehr,5332,0.384,68
2020-10-06,Fracht Express,0,196.604,16
2020-10-05,Fracht Express,0,179.641,14
2020-10-04,Fracht Cargo,0,,
2020-10-03,Passagierverkehr,8879,1.046,93
2020-10-02,Passagierverkehr,10711,0.51,117
2020-10-02,Fracht Cargo,0,79.666,4
2020-10-01,Fracht Express,0,208.017,16
2020-09-30,Passagierverkehr,5315,,65
2020-09-30,Andere Kategorien,13,,78
2020-09-29,Passagierverkehr,5399,,66
2020-09-29,Fracht Cargo,0,,
2020-09-28,Passagierverkehr,8411,0.019,97
2020-09-28,Fracht Cargo,0,51.432,2
2020-09-28,Andere Kategorien,2,,59
2020-09-27,Fracht Cargo,0,,
2020-09-26,Passagierverkehr,8652,0.244,98
2020-09-25,Passagierverkehr,10734,0.973,135
2020-09-25,Fracht Express,0,140.983,11
2020-09-22,Passagierverkehr,5146,0.371,71
2020-09-21,Fracht Cargo,0,56.041,2
2020-09-21,Andere Kategorien,23,,62
2020-09-20,Andere Kategorien,0,,32
2020-09-19,Fracht Express,0,41.865,4
2020-09-19,Fracht Cargo,0,103.043,4
2020-09-18,Passagierverkehr,10121,1.317,120
2020-09-18,Fracht Cargo,0,67.697,2
2020-09-17,Passagierverkehr,5086,,80
2020-09-17,Fracht Express,0,209.201,20
2020-09-17,Fracht Cargo,0,33.748,2
2020-09-16,Fracht Express,0,203.625,16
2020-09-16,Fracht Cargo,0,56.715,4
2020-09-16,Andere Kategorien,13,,75
2020-09-15,Passagierverkehr,5094,1.661,67
2020-09-14,Fracht Express,0,176.625,14
2020-09-13,Fracht Express,0,,
2020-09-13,Fracht Cargo,0,,
2020-09-13,Andere Kategorien,2,,64
2020-09-12,Passagierverkehr,9574,0.116,101
2020-09-10,Fracht Cargo,0,20.463,2
2020-09-08,Fracht Cargo,0,,
2020-09-07,Fracht Express,0,169.833,14
2020-09-06,Passagierverkehr,11434,0.009,128
2020-09-06,Fracht Express,0,,
2020-09-06,Andere Kategorien,7,,46
2020-09-04,Passagierverkehr,11619,0.776,131
2020-09-04,Fracht Cargo,0,52.712,2
2020-09-03,Passagierverkehr,6755,,73
2020-09-02,Passagierverkehr,6118,0.152,68
2020-08-31,Andere Kategorien,8,,38
2020-08-28,Passagierverkehr,14344,0.127,135
2020-08-28,Fracht Cargo,0,54.664,4
2020-08-24,Andere Kategorien,2,,85
2020-08-23,Fracht Cargo,0,,
2020-08-22,Fracht Cargo,0,44.866,2
2020-08-19,Passagierverkehr,9157,,89
2020-08-18,Fracht Express,0,178.802,16
2020-08-17,Fracht Express,0,153.752,12
2020-08-16,Passagierverkehr,15153,,134
2020-08-16,Fracht Express,0,,
2020-08-16,Andere Kategorien,7,,57
2020-08-15,Fracht Express,0,33.321,4
2020-08-14,Fracht Express,0,131.63,10
2020-08-14,Fracht Cargo,0,101.853,2
2020-08-14,Andere Kategorien,2,,44
2020-08-13,Passagierverkehr,11135,0.085,111
2020-08-11,Fracht Express,0,173.995,18
2020-08-11,Andere Kategorien,13,,37
2020-08-10,Passagierverkehr,13037,0.001,116
2020-08-09,Fracht Express,0,,
2020-08-08,Fracht Cargo,0,71.792,4
2020-08-08,Andere Kategorien,2,,71
2020-08-07,Fracht Express,0,129.16,10
2020-08-07,Fracht Cargo,0,52.705,2
2020-08-06,Passagierverkehr,12006,,110
2020-08-06,Fracht Express,0,177.102,16
2020-08-05,Passagierverkehr,10474,0.859,106
2020-08-05,Fracht Express,0,175.482,16
2020-08-04,Fracht Express,0,164.878,16
2020-08-03,Passagierverkehr,12910,0.182,116
2020-08-03,Fracht Express,0,146.411,14
2020-08-03,Fracht Cargo,0,,
2020-08-02,Fracht Express,0,,
2020-08-01,Passagierverkehr,14828,0.991,119
2020-08-01,Andere Kategorien,2,,39
2020-07-31,Fracht Cargo,0,,
2020-07-30,Passagierverkehr,10505,,95
2020-07-30,Fracht Cargo,0,15.894,2
2020-07-29,Passagierverkehr,8823,,78
2020-07-29,Andere Kategorien,1,,48
2020-07-28,Fracht Express,0,169.659,16
2020-07-27,Fracht Express,0,159.058,14
2020-07-26,Fracht Express,0,,
2020-07-25,Passagierverkehr,12182,,111
2020-07-25,Fracht Cargo,0,59.244,4
2020-07-25,Andere Kategorien,8,,87
2020-07-24,Passagierverkehr,12364,2.207,116
2020-07-24,Fracht Cargo,0,26.817,2
2020-07-24,Andere Kategorien,35,,44
2020-07-23,Andere Kategorien,9,,87
2020-07-22,Fracht Express,0,195.268,18
2020-07-21,Fracht Express,0,172.917,16
2020-07-20,Fracht Cargo,0,64.569,2
2020-07-20,Andere Kategorien,15,,75
2020-07-19,Passagierverkehr,11348,,105
2020-07-18,Passagierverkehr,9938,0.171,97
2020-07-18,Fracht Cargo,0,71.699,4
2020-07-18,Andere Kategorien,12,,62
2020-07-17,Fracht Cargo,0,55.934,2
2020-07-15,Passagierverkehr,6667,,73
2020-07-14,Fracht Cargo,0,,
2020-07-14,Andere Kategorien,4,,38
2020-07-13,Passagierverkehr,7384,,87
2020-07-13,Fracht Express,0,151.292,13
2020-07-13,Fracht Cargo,0,51.147,2
2020-07-13,Andere Kategorien,7,,62
2020-07-11,Fracht Cargo,0,82.132,4
2020-07-10,Passagierverkehr,7818,0.108,85
2020-07-08,Andere Kategorien,5,,94
2020-07-07,Fracht Express,0,205.22,16
2020-07-07,Fracht Cargo,0,,
2020-07-06,Passagierverkehr,5972,,79
2020-07-05,Passagierverkehr,8525,,94
2020-07-05,Andere Kategorien,7,,78
2020-07-04,Andere Kategorien,15,,110
2020-07-03,Passagierverkehr,7247,0.219,91
2020-07-03,Fracht Express,0,137.049,10
2020-07-03,Andere Kategorien,6,,68
2020-07-01,Fracht Cargo,0,64.741,4
2020-07-01,Andere Kategorien,1,,49
2020-06-30,Fracht Express,0,182.98,15
2020-06-30,Fracht Cargo,0,,
2020-06-29,Passagierverkehr,2441,,35
2020-06-28,Passagierverkehr,1971,,34
2020-06-28,Fracht Cargo,0,,
