anfangszeit,pm25,zeitstempel_text
2021-04-11T16:30:00+00:00,0.8,11.04.2021 18:30:00
2021-04-11T22:30:00+00:00,1.2,12.04.2021 00:30:00
2021-04-12T15:30:00+00:00,4.5,12.04.2021 17:30:00
2021-04-12T20:00:00+00:00,5.5,12.04.2021 22:00:00
2021-04-13T08:30:00+00:00,12.3,13.04.2021 10:30:00
2021-04-13T10:00:00+00:00,13.8,13.04.2021 12:00:00
2021-04-13T19:30:00+00:00,6.6,13.04.2021 21:30:00
2021-04-14T10:00:00+00:00,7.8,14.04.2021 12:00:00
2021-04-14T12:30:00+00:00,3.1,14.04.2021 14:30:00
2021-04-14T23:30:00+00:00,7.1,15.04.2021 01:30:00
2021-04-15T01:30:00+00:00,8.7,15.04.2021 03:30:00
2021-04-15T10:30:00+00:00,9.9,15.04.2021 12:30:00
2021-04-15T14:00:00+00:00,5.7,15.04.2021 16:00:00
2021-04-15T21:00:00+00:00,5.2,15.04.2021 23:00:00
2021-04-15T23:00:00+00:00,7.4,16.04.2021 01:00:00
2021-04-16T01:00:00+00:00,7.2,16.04.2021 03:00:00
2021-04-16T06:00:00+00:00,11.5,16.04.2021 08:00:00
2021-04-17T09:00:00+00:00,13.2,17.04.2021 11:00:00
2021-04-17T17:30:00+00:00,7.1,17.04.2021 19:30:00
2021-04-18T05:00:00+00:00,7.2,18.04.2021 07:00:00
2021-04-18T06:00:00+00:00,8.5,18.04.2021 08:00:00
2021-04-19T09:00:00+00:00,13.0,19.04.2021 11:00:00
2021-04-19T12:30:00+00:00,7.0,19.04.2021 14:30:00
2021-04-21T06:30:00+00:00,14.6,21.04.2021 08:30:00
2021-04-21T07:30:00+00:00,14.0,21.04.2021 09:30:00
2021-04-22T09:30:00+00:00,21.2,22.04.2021 11:30:00
2021-04-22T13:30:00+00:00,16.4,22.04.2021 15:30:00
2021-04-22T17:00:00+00:00,15.5,22.04.2021 19:00:00
2021-04-22T23:30:00+00:00,4.0,23.04.2021 01:30:00
2021-04-23T07:00:00+00:00,7.3,23.04.2021 09:00:00
2021-04-23T12:00:00+00:00,6.7,23.04.2021 14:00:00
2021-04-23T16:00:00+00:00,5.4,23.04.2021 18:00:00
2021-04-23T16:30:00+00:00,5.0,23.04.2021 18:30:00
2021-04-23T17:30:00+00:00,4.8,23.04.2021 19:30:00
2021-04-23T22:00:00+00:00,7.4,24.04.2021 00:00:00
2021-04-24T00:30:00+00:00,7.6,24.04.2021 02:30:00
2021-04-24T04:30:00+00:00,7.6,24.04.2021 06:30:00
2021-04-24T07:00:00+00:00,8.8,24.04.2021 09:00:00
2021-04-24T08:00:00+00:00,8.9,24.04.2021 10:00:00
2021-04-24T11:00:00+00:00,9.7,24.04.2021 13:00:00
2021-04-24T15:30:00+00:00,6.5,24.04.2021 17:30:00
2021-04-25T19:30:00+00:00,4.4,25.04.2021 21:30:00
2021-04-25T21:30:00+00:00,4.6,25.04.2021 23:30:00
2021-04-26T10:30:00+00:00,6.6,26.04.2021 12:30:00
2021-04-26T16:30:00+00:00,6.1,26.04.2021 18:30:00
2021-04-27T01:00:00+00:00,4.8,27.04.2021 03:00:00
2021-04-27T03:00:00+00:00,4.8,27.04.2021 05:00:00
2020-12-12T18:30:00+00:00,5.8,12.12.2020 19:30:00
2020-12-13T01:00:00+00:00,0.7,13.12.2020 02:00:00
2020-12-13T09:30:00+00:00,2.0,13.12.2020 10:30:00
2020-12-13T10:00:00+00:00,2.1,13.12.2020 11:00:00
2020-12-13T10:30:00+00:00,1.9,13.12.2020 11:30:00
2020-12-13T19:00:00+00:00,7.2,13.12.2020 20:00:00
2020-12-14T01:00:00+00:00,8.7,14.12.2020 02:00:00
2020-12-14T01:30:00+00:00,9.0,14.12.2020 02:30:00
2020-12-14T02:00:00+00:00,9.9,14.12.2020 03:00:00
2020-12-14T22:30:00+00:00,11.9,14.12.2020 23:30:00
2020-12-15T01:00:00+00:00,13.0,15.12.2020 02:00:00
2020-12-15T12:30:00+00:00,16.5,15.12.2020 13:30:00
2020-12-16T03:00:00+00:00,15.3,16.12.2020 04:00:00
2020-12-16T10:00:00+00:00,13.4,16.12.2020 11:00:00
2020-12-16T14:30:00+00:00,13.3,16.12.2020 15:30:00
2020-12-17T02:00:00+00:00,17.5,17.12.2020 03:00:00
2020-12-17T06:00:00+00:00,15.3,17.12.2020 07:00:00
2020-12-17T12:30:00+00:00,15.7,17.12.2020 13:30:00
2020-12-17T20:30:00+00:00,24.7,17.12.2020 21:30:00
2020-12-18T13:00:00+00:00,12.9,18.12.2020 14:00:00
2020-12-18T17:00:00+00:00,15.5,18.12.2020 18:00:00
2020-12-18T22:30:00+00:00,12.6,18.12.2020 23:30:00
2020-12-19T04:30:00+00:00,13.2,19.12.2020 05:30:00
2020-12-19T05:30:00+00:00,13.0,19.12.2020 06:30:00
2020-12-19T22:00:00+00:00,13.7,19.12.2020 23:00:00
2020-12-20T14:00:00+00:00,17.2,20.12.2020 15:00:00
2020-12-20T16:30:00+00:00,20.8,20.12.2020 17:30:00
2020-12-21T15:00:00+00:00,11.9,21.12.2020 16:00:00
2020-12-21T19:00:00+00:00,15.6,21.12.2020 20:00:00
2020-12-22T02:30:00+00:00,14.9,22.12.2020 03:30:00
2020-12-22T21:30:00+00:00,3.4,22.12.2020 22:30:00
2020-12-23T00:00:00+00:00,6.9,23.12.2020 01:00:00
2020-12-24T12:00:00+00:00,0.9,24.12.2020 13:00:00
2020-12-25T22:00:00+00:00,8.1,25.12.2020 23:00:00
2020-12-26T04:00:00+00:00,10.4,26.12.2020 05:00:00
2020-12-26T09:00:00+00:00,10.5,26.12.2020 10:00:00
2020-12-26T12:00:00+00:00,9.1,26.12.2020 13:00:00
2020-12-27T01:30:00+00:00,11.0,27.12.2020 02:30:00
2020-12-27T03:00:00+00:00,10.3,27.12.2020 04:00:00
2020-12-27T10:00:00+00:00,11.7,27.12.2020 11:00:00
2020-12-27T11:30:00+00:00,11.2,27.12.2020 12:30:00
2020-12-27T18:00:00+00:00,0.6,27.12.2020 19:00:00
2020-12-27T21:00:00+00:00,0.3,27.12.2020 22:00:00
2020-12-28T05:30:00+00:00,1.1,28.12.2020 06:30:00
2020-12-28T16:00:00+00:00,1.1,28.12.2020 17:00:00
2020-12-29T09:30:00+00:00,1.3,29.12.2020 10:30:00
2020-12-29T21:00:00+00:00,10.4,29.12.2020 22:00:00
2020-12-30T13:00:00+00:00,4.0,30.12.2020 14:00:00
2020-12-30T17:00:00+00:00,4.7,30.12.2020 18:00:00
2020-12-31T02:30:00+00:00,8.6,31.12.2020 03:30:00
2020-12-31T04:00:00+00:00,9.3,31.12.2020 05:00:00
2021-01-01T21:00:00+00:00,14.2,01.01.2021 22:00:00
2021-01-02T02:00:00+00:00,23.3,02.01.2021 03:00:00
2021-01-02T02:30:00+00:00,24.4,02.01.2021 03:30:00
2021-01-02T03:30:00+00:00,23.5,02.01.2021 04:30:00
2021-01-02T17:00:00+00:00,12.1,02.01.2021 18:00:00
2021-01-02T20:00:00+00:00,13.8,02.01.2021 21:00:00
2021-01-02T23:00:00+00:00,13.5,03.01.2021 00:00:00
2021-01-03T03:30:00+00:00,13.0,03.01.2021 04:30:00
2021-01-03T13:30:00+00:00,24.9,03.01.2021 14:30:00
2021-01-04T01:30:00+00:00,19.5,04.01.2021 02:30:00
2021-01-04T03:30:00+00:00,19.5,04.01.2021 04:30:00
2021-06-22T21:00:00+00:00,0.9,22.06.2021 23:00:00
2021-06-26T11:00:00+00:00,5.0,26.06.2021 13:00:00
2021-06-26T11:30:00+00:00,4.5,26.06.2021 13:30:00
2021-06-27T02:30:00+00:00,8.0,27.06.2021 04:30:00
2021-06-27T10:30:00+00:00,3.3,27.06.2021 12:30:00
2021-06-28T06:00:00+00:00,2.8,28.06.2021 08:00:00
2021-06-28T21:00:00+00:00,3.3,28.06.2021 23:00:00
2021-06-28T23:00:00+00:00,4.3,29.06.2021 01:00:00
2021-06-28T23:30:00+00:00,3.8,29.06.2021 01:30:00
2021-06-29T00:30:00+00:00,3.4,29.06.2021 02:30:00
2021-06-29T05:30:00+00:00,2.9,29.06.2021 07:30:00
2021-06-29T15:00:00+00:00,,29.06.2021 17:00:00
2021-06-30T01:00:00+00:00,,30.06.2021 03:00:00
2021-06-30T01:30:00+00:00,,30.06.2021 03:30:00
2021-06-30T07:30:00+00:00,,30.06.2021 09:30:00
2021-06-30T16:00:00+00:00,,30.06.2021 18:00:00
2021-07-01T07:30:00+00:00,,01.07.2021 09:30:00
2021-07-01T09:30:00+00:00,,01.07.2021 11:30:00
2021-07-01T10:00:00+00:00,,01.07.2021 12:00:00
2021-07-01T21:00:00+00:00,,01.07.2021 23:00:00
2021-07-02T00:00:00+00:00,,02.07.2021 02:00:00
2021-07-02T13:30:00+00:00,,02.07.2021 15:30:00
2021-07-03T01:30:00+00:00,,03.07.2021 03:30:00
2021-07-03T10:30:00+00:00,,03.07.2021 12:30:00
2021-07-03T12:30:00+00:00,,03.07.2021 14:30:00
2021-07-03T16:00:00+00:00,,03.07.2021 18:00:00
2021-07-03T21:00:00+00:00,,03.07.2021 23:00:00
2021-07-04T04:00:00+00:00,,04.07.2021 06:00:00
2021-07-04T12:00:00+00:00,,04.07.2021 14:00:00
2021-07-04T18:00:00+00:00,,04.07.2021 20:00:00
2021-07-04T20:00:00+00:00,,04.07.2021 22:00:00
2021-07-05T02:00:00+00:00,,05.07.2021 04:00:00
2021-07-05T03:00:00+00:00,,05.07.2021 05:00:00
2021-09-13T16:00:00+00:00,3.4,13.09.2021 18:00:00
2021-09-13T18:00:00+00:00,4.2,13.09.2021 20:00:00
2021-09-13T20:30:00+00:00,5.8,13.09.2021 22:30:00
2021-09-13T21:30:00+00:00,6.4,13.09.2021 23:30:00
2021-09-14T04:00:00+00:00,9.6,14.09.2021 06:00:00
2021-09-15T00:00:00+00:00,8.3,15.09.2021 02:00:00
2021-09-15T07:30:00+00:00,8.4,15.09.2021 09:30:00
2021-09-15T09:00:00+00:00,9.2,15.09.2021 11:00:00
2021-09-16T02:30:00+00:00,8.4,16.09.2021 04:30:00
2021-09-16T09:30:00+00:00,3.6,16.09.2021 11:30:00
2021-09-16T13:00:00+00:00,3.3,16.09.2021 15:00:00
2021-09-17T02:30:00+00:00,10.2,17.09.2021 04:30:00
2021-09-17T03:30:00+00:00,11.2,17.09.2021 05:30:00
2021-09-17T19:30:00+00:00,4.7,17.09.2021 21:30:00
2021-09-17T21:30:00+00:00,7.1,17.09.2021 23:30:00
2021-09-18T18:00:00+00:00,6.8,18.09.2021 20:00:00
2021-09-18T20:00:00+00:00,8.2,18.09.2021 22:00:00
2021-09-19T03:00:00+00:00,9.6,19.09.2021 05:00:00
2021-09-19T05:00:00+00:00,9.5,19.09.2021 07:00:00
2021-09-19T13:30:00+00:00,0.7,19.09.2021 15:30:00
2021-09-19T16:30:00+00:00,6.9,19.09.2021 18:30:00
2021-09-19T23:00:00+00:00,3.3,20.09.2021 01:00:00
2021-09-20T16:30:00+00:00,2.1,20.09.2021 18:30:00
2021-09-20T19:30:00+00:00,4.8,20.09.2021 21:30:00
2021-09-20T20:30:00+00:00,4.7,20.09.2021 22:30:00
2021-09-21T03:00:00+00:00,16.4,21.09.2021 05:00:00
2021-09-22T09:00:00+00:00,17.6,22.09.2021 11:00:00
2021-09-22T10:30:00+00:00,15.1,22.09.2021 12:30:00
2021-09-22T20:00:00+00:00,10.3,22.09.2021 22:00:00
2021-09-22T23:00:00+00:00,10.6,23.09.2021 01:00:00
2021-09-24T14:30:00+00:00,4.7,24.09.2021 16:30:00
2021-09-24T17:30:00+00:00,5.9,24.09.2021 19:30:00
2021-09-25T01:30:00+00:00,8.1,25.09.2021 03:30:00
2021-09-26T11:00:00+00:00,5.1,26.09.2021 13:00:00
2021-09-27T05:00:00+00:00,15.4,27.09.2021 07:00:00
2021-09-27T07:00:00+00:00,12.4,27.09.2021 09:00:00
2021-09-27T10:30:00+00:00,11.0,27.09.2021 12:30:00
2021-09-28T05:00:00+00:00,,28.09.2021 07:00:00
2021-09-28T08:30:00+00:00,,28.09.2021 10:30:00
2021-09-28T14:30:00+00:00,,28.09.2021 16:30:00
2021-09-29T07:00:00+00:00,,29.09.2021 09:00:00
2021-09-29T11:30:00+00:00,,29.09.2021 13:30:00
2021-09-29T18:00:00+00:00,,29.09.2021 20:00:00
2021-09-29T21:30:00+00:00,,29.09.2021 23:30:00
2021-09-30T11:30:00+00:00,,30.09.2021 13:30:00
2021-10-01T05:00:00+00:00,,01.10.2021 07:00:00
2021-10-01T15:00:00+00:00,,01.10.2021 17:00:00
2021-10-01T18:30:00+00:00,,01.10.2021 20:30:00
2021-10-01T19:30:00+00:00,,01.10.2021 21:30:00
2021-10-02T00:00:00+00:00,,02.10.2021 02:00:00
2021-10-02T04:00:00+00:00,,02.10.2021 06:00:00
2021-10-02T12:30:00+00:00,,02.10.2021 14:30:00
2021-10-02T22:00:00+00:00,,03.10.2021 00:00:00
2021-10-03T02:00:00+00:00,,03.10.2021 04:00:00
2021-10-03T03:30:00+00:00,,03.10.2021 05:30:00
2021-10-03T21:30:00+00:00,,03.10.2021 23:30:00
2021-10-04T05:00:00+00:00,,04.10.2021 07:00:00
2021-10-04T22:00:00+00:00,,05.10.2021 00:00:00
2021-10-05T09:00:00+00:00,,05.10.2021 11:00:00
2021-10-05T19:30:00+00:00,,05.10.2021 21:30:00
2021-10-05T20:30:00+00:00,,05.10.2021 22:30:00
2021-10-07T03:30:00+00:00,,07.10.2021 05:30:00
2021-10-07T19:30:00+00:00,,07.10.2021 21:30:00
2021-10-08T19:00:00+00:00,,08.10.2021 21:00:00
2021-10-08T19:30:00+00:00,,08.10.2021 21:30:00
2021-10-08T23:30:00+00:00,,09.10.2021 01:30:00
2021-10-09T07:00:00+00:00,,09.10.2021 09:00:00
2021-10-09T09:00:00+00:00,,09.10.2021 11:00:00
2021-10-09T10:00:00+00:00,,09.10.2021 12:00:00
2021-10-10T15:30:00+00:00,,10.10.2021 17:30:00
2021-10-10T21:30:00+00:00,,10.10.2021 23:30:00
2021-10-10T23:00:00+00:00,,11.10.2021 01:00:00
2021-10-11T01:30:00+00:00,,11.10.2021 03:30:00
2021-10-11T02:30:00+00:00,,11.10.2021 04:30:00
2021-10-11T18:30:00+00:00,,11.10.2021 20:30:00
2021-10-11T23:00:00+00:00,,12.10.2021 01:00:00
2021-10-12T08:00:00+00:00,,12.10.2021 10:00:00
2021-10-12T11:00:00+00:00,,12.10.2021 13:00:00
2021-10-13T03:30:00+00:00,,13.10.2021 05:30:00
2021-10-13T04:30:00+00:00,,13.10.2021 06:30:00
2021-10-13T19:00:00+00:00,,13.10.2021 21:00:00
2021-10-14T01:00:00+00:00,,14.10.2021 03:00:00
2021-10-14T12:30:00+00:00,,14.10.2021 14:30:00
2021-10-15T04:00:00+00:00,,15.10.2021 06:00:00
2021-10-15T04:30:00+00:00,,15.10.2021 06:30:00
2021-10-16T02:30:00+00:00,,16.10.2021 04:30:00
2021-10-16T12:00:00+00:00,,16.10.2021 14:00:00
2021-10-17T00:00:00+00:00,,17.10.2021 02:00:00
2021-10-17T02:00:00+00:00,,17.10.2021 04:00:00
2021-10-17T04:30:00+00:00,,17.10.2021 06:30:00
2021-10-17T06:30:00+00:00,,17.10.2021 08:30:00
2021-10-17T15:30:00+00:00,,17.10.2021 17:30:00
2021-10-17T19:30:00+00:00,,17.10.2021 21:30:00
2021-10-18T16:30:00+00:00,,18.10.2021 18:30:00
2021-10-18T20:00:00+00:00,,18.10.2021 22:00:00
2021-10-18T22:30:00+00:00,,19.10.2021 00:30:00
2021-10-19T01:30:00+00:00,,19.10.2021 03:30:00
2021-10-19T03:00:00+00:00,,19.10.2021 05:00:00
2021-10-19T07:30:00+00:00,,19.10.2021 09:30:00
2021-10-21T00:30:00+00:00,,21.10.2021 02:30:00
2021-10-21T02:30:00+00:00,,21.10.2021 04:30:00
2021-10-21T03:00:00+00:00,,21.10.2021 05:00:00
2021-10-21T04:00:00+00:00,,21.10.2021 06:00:00
2021-10-21T11:00:00+00:00,,21.10.2021 13:00:00
2021-10-21T11:30:00+00:00,,21.10.2021 13:30:00
2021-10-22T01:00:00+00:00,1.5,22.10.2021 03:00:00
2021-10-22T06:00:00+00:00,3.0,22.10.2021 08:00:00
2021-10-23T01:00:00+00:00,6.7,23.10.2021 03:00:00
2021-10-23T02:30:00+00:00,4.6,23.10.2021 04:30:00
2021-10-23T11:30:00+00:00,4.2,23.10.2021 13:30:00
2021-10-24T11:30:00+00:00,10.3,24.10.2021 13:30:00
2021-10-24T13:00:00+00:00,7.7,24.10.2021 15:00:00
2021-10-24T22:30:00+00:00,14.0,25.10.2021 00:30:00
2021-10-26T02:30:00+00:00,15.7,26.10.2021 04:30:00
2021-10-26T13:30:00+00:00,4.2,26.10.2021 15:30:00
2021-10-26T18:00:00+00:00,5.1,26.10.2021 20:00:00
2021-10-27T11:00:00+00:00,14.6,27.10.2021 13:00:00
2021-10-27T19:30:00+00:00,11.4,27.10.2021 21:30:00
2021-10-28T03:30:00+00:00,22.9,28.10.2021 05:30:00
2021-10-28T10:30:00+00:00,18.7,28.10.2021 12:30:00
2021-10-28T22:30:00+00:00,23.0,29.10.2021 00:30:00
2021-10-29T13:30:00+00:00,14.2,29.10.2021 15:30:00
2021-10-29T20:00:00+00:00,20.9,29.10.2021 22:00:00
2021-10-30T00:30:00+00:00,17.5,30.10.2021 02:30:00
2021-10-30T07:30:00+00:00,13.3,30.10.2021 09:30:00
2021-10-30T12:00:00+00:00,18.2,30.10.2021 14:00:00
2021-10-30T15:00:00+00:00,17.0,30.10.2021 17:00:00
2021-10-30T21:30:00+00:00,14.8,30.10.2021 23:30:00
2021-10-31T07:00:00+00:00,,31.10.2021 08:00:00
2021-10-31T23:30:00+00:00,5.1,01.11.2021 00:30:00
2021-11-01T00:00:00+00:00,6.3,01.11.2021 01:00:00
2021-11-01T14:00:00+00:00,1.2,01.11.2021 15:00:00
2021-11-01T22:00:00+00:00,4.8,01.11.2021 23:00:00
2021-11-02T07:30:00+00:00,9.0,02.11.2021 08:30:00
2021-11-03T23:30:00+00:00,1.8,04.11.2021 00:30:00
2021-11-04T14:00:00+00:00,6.7,04.11.2021 15:00:00
2021-11-04T23:30:00+00:00,10.4,05.11.2021 00:30:00
2021-11-05T13:30:00+00:00,2.1,05.11.2021 14:30:00
2021-11-06T12:00:00+00:00,20.5,06.11.2021 13:00:00
2021-11-07T16:00:00+00:00,2.6,07.11.2021 17:00:00
2021-11-07T19:30:00+00:00,3.2,07.11.2021 20:30:00
2021-11-08T04:30:00+00:00,7.1,08.11.2021 05:30:00
2021-11-08T07:00:00+00:00,10.2,08.11.2021 08:00:00
2021-11-08T14:00:00+00:00,3.8,08.11.2021 15:00:00
2021-11-08T19:30:00+00:00,9.9,08.11.2021 20:30:00
2021-11-08T20:00:00+00:00,10.0,08.11.2021 21:00:00
2021-11-08T23:30:00+00:00,12.8,09.11.2021 00:30:00
2021-11-09T13:00:00+00:00,16.4,09.11.2021 14:00:00
2021-11-09T17:00:00+00:00,16.9,09.11.2021 18:00:00
2021-11-09T18:30:00+00:00,17.2,09.11.2021 19:30:00
2021-11-09T20:00:00+00:00,22.0,09.11.2021 21:00:00
2021-11-09T21:30:00+00:00,17.0,09.11.2021 22:30:00
2021-11-10T00:30:00+00:00,16.0,10.11.2021 01:30:00
2021-11-10T05:30:00+00:00,19.2,10.11.2021 06:30:00
2021-11-10T12:30:00+00:00,24.9,10.11.2021 13:30:00
2021-11-10T13:30:00+00:00,27.8,10.11.2021 14:30:00
2021-11-10T19:30:00+00:00,32.0,10.11.2021 20:30:00
2021-11-11T05:00:00+00:00,23.3,11.11.2021 06:00:00
2021-11-12T00:00:00+00:00,25.7,12.11.2021 01:00:00
2021-11-12T06:00:00+00:00,24.1,12.11.2021 07:00:00
2021-11-12T09:30:00+00:00,21.8,12.11.2021 10:30:00
2021-11-13T09:00:00+00:00,13.3,13.11.2021 10:00:00
2021-11-13T15:00:00+00:00,18.0,13.11.2021 16:00:00
2021-11-13T22:00:00+00:00,24.5,13.11.2021 23:00:00
2021-11-14T01:00:00+00:00,12.7,14.11.2021 02:00:00
2021-11-14T21:00:00+00:00,13.2,14.11.2021 22:00:00
2021-11-14T23:30:00+00:00,10.0,15.11.2021 00:30:00
2021-11-15T02:00:00+00:00,13.0,15.11.2021 03:00:00
2021-11-15T23:00:00+00:00,8.5,16.11.2021 00:00:00
2021-11-16T08:30:00+00:00,10.5,16.11.2021 09:30:00
2021-11-16T22:00:00+00:00,13.0,16.11.2021 23:00:00
2021-11-17T00:00:00+00:00,9.9,17.11.2021 01:00:00
2021-11-17T14:30:00+00:00,2.1,17.11.2021 15:30:00
2021-11-17T21:00:00+00:00,6.1,17.11.2021 22:00:00
2021-11-18T11:30:00+00:00,6.0,18.11.2021 12:30:00
2021-11-19T04:30:00+00:00,18.8,19.11.2021 05:30:00
2021-11-20T11:30:00+00:00,8.0,20.11.2021 12:30:00
2021-11-20T12:30:00+00:00,8.6,20.11.2021 13:30:00
2021-11-21T19:30:00+00:00,19.5,21.11.2021 20:30:00
2021-07-06T12:30:00+00:00,,06.07.2021 14:30:00
2021-07-06T23:00:00+00:00,,07.07.2021 01:00:00
2021-07-07T03:00:00+00:00,,07.07.2021 05:00:00
2021-07-07T05:00:00+00:00,,07.07.2021 07:00:00
2021-07-07T20:30:00+00:00,,07.07.2021 22:30:00
2021-07-08T21:30:00+00:00,,08.07.2021 23:30:00
2021-07-09T08:30:00+00:00,,09.07.2021 10:30:00
2021-07-09T16:00:00+00:00,,09.07.2021 18:00:00
2021-07-10T05:00:00+00:00,,10.07.2021 07:00:00
2021-07-10T11:00:00+00:00,,10.07.2021 13:00:00
2021-07-10T19:30:00+00:00,,10.07.2021 21:30:00
2021-07-11T05:00:00+00:00,,11.07.2021 07:00:00
2021-07-11T16:00:00+00:00,,11.07.2021 18:00:00
2021-07-11T20:30:00+00:00,,11.07.2021 22:30:00
2021-07-12T04:00:00+00:00,,12.07.2021 06:00:00
2021-07-12T14:30:00+00:00,,12.07.2021 16:30:00
2021-07-12T17:30:00+00:00,,12.07.2021 19:30:00
2021-07-13T01:30:00+00:00,,13.07.2021 03:30:00
2021-07-13T02:00:00+00:00,,13.07.2021 04:00:00
2021-07-13T17:30:00+00:00,,13.07.2021 19:30:00
2021-07-14T04:00:00+00:00,,14.07.2021 06:00:00
2021-07-14T15:00:00+00:00,,14.07.2021 17:00:00
2021-07-15T05:00:00+00:00,,15.07.2021 07:00:00
2021-07-16T05:30:00+00:00,,16.07.2021 07:30:00
2021-07-16T10:00:00+00:00,,16.07.2021 12:00:00
2021-07-17T19:00:00+00:00,,17.07.2021 21:00:00
2021-07-18T01:30:00+00:00,,18.07.2021 03:30:00
2021-07-18T19:00:00+00:00,,18.07.2021 21:00:00
2021-07-19T01:30:00+00:00,,19.07.2021 03:30:00
2021-07-19T10:00:00+00:00,,19.07.2021 12:00:00
2021-07-19T12:30:00+00:00,,19.07.2021 14:30:00
2021-07-19T17:00:00+00:00,,19.07.2021 19:00:00
2021-07-19T19:30:00+00:00,,19.07.2021 21:30:00
2021-07-20T05:00:00+00:00,,20.07.2021 07:00:00
2021-07-20T09:30:00+00:00,,20.07.2021 11:30:00
2021-07-20T22:30:00+00:00,,21.07.2021 00:30:00
2021-07-21T01:00:00+00:00,,21.07.2021 03:00:00
2021-07-21T03:00:00+00:00,,21.07.2021 05:00:00
2021-07-21T15:00:00+00:00,,21.07.2021 17:00:00
2021-07-21T17:00:00+00:00,,21.07.2021 19:00:00
2021-07-22T11:30:00+00:00,,22.07.2021 13:30:00
2021-07-22T14:30:00+00:00,,22.07.2021 16:30:00
2021-07-26T07:30:00+00:00,,26.07.2021 09:30:00
2021-07-26T09:00:00+00:00,,26.07.2021 11:00:00
2021-07-26T13:30:00+00:00,,26.07.2021 15:30:00
2021-07-26T14:00:00+00:00,,26.07.2021 16:00:00
2021-07-26T21:30:00+00:00,,26.07.2021 23:30:00
2021-07-27T08:00:00+00:00,,27.07.2021 10:00:00
2021-07-27T10:00:00+00:00,,27.07.2021 12:00:00
2021-07-27T11:00:00+00:00,,27.07.2021 13:00:00
2021-07-27T17:30:00+00:00,,27.07.2021 19:30:00
2021-07-28T03:00:00+00:00,,28.07.2021 05:00:00
2021-07-28T08:30:00+00:00,,28.07.2021 10:30:00
2021-07-28T16:00:00+00:00,,28.07.2021 18:00:00
2021-07-28T17:00:00+00:00,,28.07.2021 19:00:00
2021-07-29T02:30:00+00:00,,29.07.2021 04:30:00
2021-07-29T04:30:00+00:00,,29.07.2021 06:30:00
2021-07-29T08:30:00+00:00,,29.07.2021 10:30:00
2021-07-29T11:00:00+00:00,,29.07.2021 13:00:00
2021-07-29T17:30:00+00:00,,29.07.2021 19:30:00
2021-07-29T21:30:00+00:00,,29.07.2021 23:30:00
2021-07-30T02:30:00+00:00,,30.07.2021 04:30:00
2021-07-30T04:00:00+00:00,,30.07.2021 06:00:00
2021-07-30T11:30:00+00:00,,30.07.2021 13:30:00
2021-07-30T23:00:00+00:00,,31.07.2021 01:00:00
2021-07-31T15:30:00+00:00,,31.07.2021 17:30:00
2021-07-31T18:30:00+00:00,,31.07.2021 20:30:00
2021-08-01T00:30:00+00:00,,01.08.2021 02:30:00
2021-08-01T01:30:00+00:00,,01.08.2021 03:30:00
2021-08-01T11:00:00+00:00,,01.08.2021 13:00:00
2021-08-01T15:30:00+00:00,,01.08.2021 17:30:00
2021-08-06T14:00:00+00:00,1.3,06.08.2021 16:00:00
2021-08-06T17:30:00+00:00,1.4,06.08.2021 19:30:00
2021-08-07T09:00:00+00:00,3.2,07.08.2021 11:00:00
2021-08-07T14:30:00+00:00,2.8,07.08.2021 16:30:00
2021-08-19T21:30:00+00:00,2.1,19.08.2021 23:30:00
2021-08-20T12:00:00+00:00,3.5,20.08.2021 14:00:00
2021-08-20T22:00:00+00:00,7.4,21.08.2021 00:00:00
2021-08-21T06:00:00+00:00,8.7,21.08.2021 08:00:00
2021-08-21T13:00:00+00:00,4.9,21.08.2021 15:00:00
2021-08-21T16:00:00+00:00,5.0,21.08.2021 18:00:00
2021-08-21T18:00:00+00:00,6.2,21.08.2021 20:00:00
2021-08-21T23:30:00+00:00,7.8,22.08.2021 01:30:00
2021-08-22T21:00:00+00:00,2.9,22.08.2021 23:00:00
2021-08-23T12:00:00+00:00,2.0,23.08.2021 14:00:00
2021-08-24T20:00:00+00:00,3.9,24.08.2021 22:00:00
2021-08-25T20:30:00+00:00,8.4,25.08.2021 22:30:00
2021-08-25T22:30:00+00:00,7.8,26.08.2021 00:30:00
2021-08-25T23:30:00+00:00,8.0,26.08.2021 01:30:00
2021-08-26T00:00:00+00:00,7.9,26.08.2021 02:00:00
2021-08-26T00:30:00+00:00,7.7,26.08.2021 02:30:00
2021-08-26T01:30:00+00:00,7.3,26.08.2021 03:30:00
2021-08-26T02:30:00+00:00,7.8,26.08.2021 04:30:00
2021-08-27T06:00:00+00:00,4.6,27.08.2021 08:00:00
2021-08-27T08:00:00+00:00,5.3,27.08.2021 10:00:00
2021-08-27T16:00:00+00:00,1.9,27.08.2021 18:00:00
2021-08-27T20:30:00+00:00,4.0,27.08.2021 22:30:00
2021-08-28T01:30:00+00:00,4.8,28.08.2021 03:30:00
2021-08-28T05:30:00+00:00,5.2,28.08.2021 07:30:00
2021-08-28T07:30:00+00:00,4.0,28.08.2021 09:30:00
2021-08-28T12:00:00+00:00,3.5,28.08.2021 14:00:00
2021-08-28T13:00:00+00:00,3.7,28.08.2021 15:00:00
2021-08-30T03:30:00+00:00,5.4,30.08.2021 05:30:00
2021-08-30T04:30:00+00:00,5.0,30.08.2021 06:30:00
