anfangszeit,pm25,zeitstempel_text
2022-03-22T00:30:00+00:00,11.8,22.03.2022 01:30:00
2022-03-22T03:30:00+00:00,11.2,22.03.2022 04:30:00
2022-03-22T10:00:00+00:00,18.3,22.03.2022 11:00:00
2022-03-22T19:00:00+00:00,12.7,22.03.2022 20:00:00
2022-03-22T21:00:00+00:00,15.9,22.03.2022 22:00:00
2022-03-22T23:30:00+00:00,15.6,23.03.2022 00:30:00
2022-03-23T00:00:00+00:00,16.7,23.03.2022 01:00:00
2022-03-23T00:30:00+00:00,17.5,23.03.2022 01:30:00
2022-03-23T05:00:00+00:00,18.6,23.03.2022 06:00:00
2022-03-23T10:00:00+00:00,18.3,23.03.2022 11:00:00
2022-03-23T21:30:00+00:00,26.6,23.03.2022 22:30:00
2022-03-24T04:30:00+00:00,27.6,24.03.2022 05:30:00
2022-03-24T16:30:00+00:00,20.5,24.03.2022 17:30:00
2022-03-24T23:00:00+00:00,21.2,25.03.2022 00:00:00
2022-03-25T02:00:00+00:00,22.5,25.03.2022 03:00:00
2022-03-25T09:30:00+00:00,26.2,25.03.2022 10:30:00
2022-03-25T10:30:00+00:00,29.4,25.03.2022 11:30:00
2022-03-25T13:00:00+00:00,25.6,25.03.2022 14:00:00
2022-03-25T13:30:00+00:00,23.8,25.03.2022 14:30:00
2022-03-25T16:00:00+00:00,23.9,25.03.2022 17:00:00
2022-03-26T15:00:00+00:00,,26.03.2022 16:00:00
2022-03-26T16:30:00+00:00,,26.03.2022 17:30:00
2022-03-26T18:00:00+00:00,,26.03.2022 19:00:00
2022-03-26T19:30:00+00:00,,26.03.2022 20:30:00
2022-03-26T21:30:00+00:00,,26.03.2022 22:30:00
2022-03-26T22:00:00+00:00,,26.03.2022 23:00:00
2022-03-27T07:30:00+00:00,,27.03.2022 09:30:00
2022-03-27T09:00:00+00:00,,27.03.2022 11:00:00
2022-03-28T03:30:00+00:00,,28.03.2022 05:30:00
2022-03-28T09:00:00+00:00,,28.03.2022 11:00:00
2022-03-28T11:00:00+00:00,,28.03.2022 13:00:00
2022-03-28T11:30:00+00:00,,28.03.2022 13:30:00
2022-03-28T13:00:00+00:00,,28.03.2022 15:00:00
2022-03-28T16:00:00+00:00,,28.03.2022 18:00:00
2022-03-28T20:30:00+00:00,,28.03.2022 22:30:00
2022-03-28T22:00:00+00:00,,29.03.2022 00:00:00
2022-03-28T22:30:00+00:00,,29.03.2022 00:30:00
2022-03-28T23:00:00+00:00,,29.03.2022 01:00:00
2022-03-28T23:30:00+00:00,,29.03.2022 01:30:00
2022-03-29T02:00:00+00:00,,29.03.2022 04:00:00
2022-03-29T13:00:00+00:00,,29.03.2022 15:00:00
2022-03-29T23:00:00+00:00,,30.03.2022 01:00:00
2022-03-30T03:00:00+00:00,,30.03.2022 05:00:00
2022-03-30T04:00:00+00:00,,30.03.2022 06:00:00
2022-03-30T06:30:00+00:00,,30.03.2022 08:30:00
2022-03-30T18:00:00+00:00,6.2,30.03.2022 20:00:00
2022-03-31T03:00:00+00:00,38.8,31.03.2022 05:00:00
2022-03-31T13:30:00+00:00,4.0,31.03.2022 15:30:00
2022-03-31T15:30:00+00:00,2.6,31.03.2022 17:30:00
2022-03-31T22:00:00+00:00,14.6,01.04.2022 00:00:00
2022-04-01T01:30:00+00:00,4.0,01.04.2022 03:30:00
2022-04-01T02:00:00+00:00,5.0,01.04.2022 04:00:00
2022-04-01T03:00:00+00:00,5.9,01.04.2022 05:00:00
2022-04-01T10:30:00+00:00,9.2,01.04.2022 12:30:00
2022-04-01T12:00:00+00:00,9.6,01.04.2022 14:00:00
2022-04-01T18:30:00+00:00,13.0,01.04.2022 20:30:00
2022-04-01T20:30:00+00:00,10.5,01.04.2022 22:30:00
2022-04-01T22:00:00+00:00,12.1,02.04.2022 00:00:00
2022-04-02T02:30:00+00:00,26.5,02.04.2022 04:30:00
2022-04-02T05:00:00+00:00,18.8,02.04.2022 07:00:00
2022-04-02T06:30:00+00:00,13.8,02.04.2022 08:30:00
2022-04-02T08:00:00+00:00,11.0,02.04.2022 10:00:00
2022-04-02T10:30:00+00:00,8.5,02.04.2022 12:30:00
2022-04-02T20:00:00+00:00,14.8,02.04.2022 22:00:00
2022-04-03T01:30:00+00:00,18.5,03.04.2022 03:30:00
2022-04-03T02:00:00+00:00,18.5,03.04.2022 04:00:00
2022-04-03T03:00:00+00:00,19.0,03.04.2022 05:00:00
2022-04-03T03:30:00+00:00,19.2,03.04.2022 05:30:00
2022-04-03T04:30:00+00:00,19.2,03.04.2022 06:30:00
2022-04-03T08:00:00+00:00,19.5,03.04.2022 10:00:00
2022-04-03T17:30:00+00:00,9.6,03.04.2022 19:30:00
2022-04-03T23:00:00+00:00,13.4,04.04.2022 01:00:00
2022-04-04T00:30:00+00:00,14.0,04.04.2022 02:30:00
2022-04-04T08:00:00+00:00,17.3,04.04.2022 10:00:00
2022-04-04T14:30:00+00:00,9.1,04.04.2022 16:30:00
2022-04-04T21:30:00+00:00,8.3,04.04.2022 23:30:00
2022-04-05T00:30:00+00:00,8.1,05.04.2022 02:30:00
2022-04-05T22:30:00+00:00,9.8,06.04.2022 00:30:00
2022-04-06T04:00:00+00:00,5.8,06.04.2022 06:00:00
2022-04-06T05:30:00+00:00,6.0,06.04.2022 07:30:00
2022-04-06T06:00:00+00:00,6.2,06.04.2022 08:00:00
2022-04-06T08:30:00+00:00,2.4,06.04.2022 10:30:00
2022-04-06T11:30:00+00:00,1.0,06.04.2022 13:30:00
2022-04-06T16:30:00+00:00,2.5,06.04.2022 18:30:00
2022-04-06T18:30:00+00:00,3.0,06.04.2022 20:30:00
2022-04-07T03:30:00+00:00,0.4,07.04.2022 05:30:00
2022-04-07T09:00:00+00:00,0.5,07.04.2022 11:00:00
2022-04-07T13:00:00+00:00,0.2,07.04.2022 15:00:00
2022-04-07T17:30:00+00:00,0.6,07.04.2022 19:30:00
2022-04-07T20:30:00+00:00,0.6,07.04.2022 22:30:00
2022-04-08T01:30:00+00:00,2.3,08.04.2022 03:30:00
2022-04-08T02:30:00+00:00,1.9,08.04.2022 04:30:00
2022-04-08T11:00:00+00:00,0.4,08.04.2022 13:00:00
2022-04-08T17:30:00+00:00,1.1,08.04.2022 19:30:00
2022-04-08T22:00:00+00:00,1.1,09.04.2022 00:00:00
2022-04-08T23:00:00+00:00,0.8,09.04.2022 01:00:00
2022-04-09T07:00:00+00:00,2.3,09.04.2022 09:00:00
2022-04-09T07:30:00+00:00,3.1,09.04.2022 09:30:00
2022-04-09T12:00:00+00:00,4.9,09.04.2022 14:00:00
2022-04-09T18:00:00+00:00,3.8,09.04.2022 20:00:00
2020-12-10T23:00:00+00:00,17.5,11.12.2020 00:00:00
2020-12-11T08:30:00+00:00,23.0,11.12.2020 09:30:00
2020-12-12T00:00:00+00:00,16.7,12.12.2020 01:00:00
2020-12-12T04:00:00+00:00,20.3,12.12.2020 05:00:00
2020-12-12T09:00:00+00:00,15.7,12.12.2020 10:00:00
2020-12-12T12:00:00+00:00,15.4,12.12.2020 13:00:00
2020-12-12T19:00:00+00:00,4.2,12.12.2020 20:00:00
2020-12-13T05:00:00+00:00,1.5,13.12.2020 06:00:00
2020-12-13T07:00:00+00:00,1.9,13.12.2020 08:00:00
2020-12-13T12:00:00+00:00,2.0,13.12.2020 13:00:00
2020-12-13T13:30:00+00:00,1.7,13.12.2020 14:30:00
2020-12-13T14:30:00+00:00,4.2,13.12.2020 15:30:00
2020-12-13T15:00:00+00:00,5.8,13.12.2020 16:00:00
2020-12-13T22:30:00+00:00,7.2,13.12.2020 23:30:00
2020-12-14T00:00:00+00:00,7.7,14.12.2020 01:00:00
2020-12-14T04:30:00+00:00,13.2,14.12.2020 05:30:00
2020-12-14T18:00:00+00:00,11.3,14.12.2020 19:00:00
2020-12-15T07:00:00+00:00,11.7,15.12.2020 08:00:00
2020-12-15T20:30:00+00:00,15.1,15.12.2020 21:30:00
2020-12-16T03:30:00+00:00,15.0,16.12.2020 04:30:00
2020-12-16T06:00:00+00:00,14.7,16.12.2020 07:00:00
2020-12-16T12:30:00+00:00,11.4,16.12.2020 13:30:00
2020-12-16T17:00:00+00:00,17.3,16.12.2020 18:00:00
2020-12-16T18:00:00+00:00,19.5,16.12.2020 19:00:00
2020-12-16T21:30:00+00:00,16.3,16.12.2020 22:30:00
2020-12-17T05:30:00+00:00,15.3,17.12.2020 06:30:00
2020-12-17T06:30:00+00:00,14.9,17.12.2020 07:30:00
2020-12-17T08:30:00+00:00,16.0,17.12.2020 09:30:00
2020-12-17T09:30:00+00:00,14.6,17.12.2020 10:30:00
2020-12-17T15:30:00+00:00,16.9,17.12.2020 16:30:00
2020-12-17T18:30:00+00:00,21.4,17.12.2020 19:30:00
2020-12-17T19:00:00+00:00,22.9,17.12.2020 20:00:00
2020-12-17T22:00:00+00:00,24.3,17.12.2020 23:00:00
2020-12-18T00:30:00+00:00,23.4,18.12.2020 01:30:00
2020-12-18T01:00:00+00:00,22.6,18.12.2020 02:00:00
2020-12-18T03:00:00+00:00,20.2,18.12.2020 04:00:00
2020-12-18T07:00:00+00:00,18.7,18.12.2020 08:00:00
2020-12-18T07:30:00+00:00,19.2,18.12.2020 08:30:00
2020-12-18T12:00:00+00:00,14.3,18.12.2020 13:00:00
2020-12-18T19:00:00+00:00,18.3,18.12.2020 20:00:00
2020-12-18T19:30:00+00:00,16.3,18.12.2020 20:30:00
2020-12-19T00:30:00+00:00,13.8,19.12.2020 01:30:00
2020-12-19T01:30:00+00:00,13.2,19.12.2020 02:30:00
2020-12-19T02:00:00+00:00,13.3,19.12.2020 03:00:00
2020-12-19T02:30:00+00:00,13.0,19.12.2020 03:30:00
2020-12-19T06:00:00+00:00,12.2,19.12.2020 07:00:00
2020-12-19T13:30:00+00:00,11.9,19.12.2020 14:30:00
2020-12-19T15:30:00+00:00,12.1,19.12.2020 16:30:00
2020-12-19T16:00:00+00:00,13.9,19.12.2020 17:00:00
2020-12-19T17:30:00+00:00,16.4,19.12.2020 18:30:00
2020-12-19T20:30:00+00:00,14.1,19.12.2020 21:30:00
2020-12-20T03:00:00+00:00,15.5,20.12.2020 04:00:00
2020-12-20T06:00:00+00:00,14.8,20.12.2020 07:00:00
2020-12-20T14:30:00+00:00,18.8,20.12.2020 15:30:00
2020-12-20T23:30:00+00:00,24.3,21.12.2020 00:30:00
2020-12-21T06:30:00+00:00,18.1,21.12.2020 07:30:00
2020-12-21T09:00:00+00:00,19.7,21.12.2020 10:00:00
2020-12-21T09:30:00+00:00,19.7,21.12.2020 10:30:00
2020-12-21T15:30:00+00:00,10.2,21.12.2020 16:30:00
2020-12-21T17:30:00+00:00,15.5,21.12.2020 18:30:00
2020-12-21T20:30:00+00:00,16.9,21.12.2020 21:30:00
2020-12-21T22:00:00+00:00,15.0,21.12.2020 23:00:00
2020-12-22T07:00:00+00:00,0.5,22.12.2020 08:00:00
2020-12-22T09:30:00+00:00,0.5,22.12.2020 10:30:00
2020-12-22T12:30:00+00:00,0.5,22.12.2020 13:30:00
2020-12-23T01:00:00+00:00,7.5,23.12.2020 02:00:00
2020-12-23T07:00:00+00:00,4.8,23.12.2020 08:00:00
2020-12-23T07:30:00+00:00,4.9,23.12.2020 08:30:00
2020-12-23T09:30:00+00:00,7.7,23.12.2020 10:30:00
2020-12-23T12:00:00+00:00,6.2,23.12.2020 13:00:00
2020-12-23T15:30:00+00:00,8.4,23.12.2020 16:30:00
2020-12-23T18:00:00+00:00,10.2,23.12.2020 19:00:00
2020-12-23T20:00:00+00:00,2.6,23.12.2020 21:00:00
2020-12-24T01:30:00+00:00,0.3,24.12.2020 02:30:00
2020-12-24T02:00:00+00:00,0.3,24.12.2020 03:00:00
2020-12-24T10:00:00+00:00,1.0,24.12.2020 11:00:00
2020-12-24T12:30:00+00:00,0.8,24.12.2020 13:30:00
2020-12-24T16:00:00+00:00,1.6,24.12.2020 17:00:00
2020-12-24T18:00:00+00:00,0.9,24.12.2020 19:00:00
2020-12-24T21:00:00+00:00,2.0,24.12.2020 22:00:00
2020-12-25T01:30:00+00:00,1.9,25.12.2020 02:30:00
2020-12-25T02:00:00+00:00,2.3,25.12.2020 03:00:00
2020-12-25T10:00:00+00:00,4.8,25.12.2020 11:00:00
2020-12-25T12:00:00+00:00,5.8,25.12.2020 13:00:00
2020-12-25T15:30:00+00:00,7.0,25.12.2020 16:30:00
2020-12-26T06:30:00+00:00,9.8,26.12.2020 07:30:00
2020-12-26T19:00:00+00:00,17.8,26.12.2020 20:00:00
2020-12-27T02:30:00+00:00,9.5,27.12.2020 03:30:00
2020-12-27T03:30:00+00:00,12.4,27.12.2020 04:30:00
2020-12-27T04:30:00+00:00,15.2,27.12.2020 05:30:00
2020-12-27T09:00:00+00:00,10.1,27.12.2020 10:00:00
2020-12-27T16:30:00+00:00,8.0,27.12.2020 17:30:00
2020-12-27T20:30:00+00:00,0.3,27.12.2020 21:30:00
2020-12-28T09:30:00+00:00,2.5,28.12.2020 10:30:00
2020-12-28T13:30:00+00:00,0.7,28.12.2020 14:30:00
2020-12-28T16:30:00+00:00,1.6,28.12.2020 17:30:00
2020-12-29T11:30:00+00:00,1.2,29.12.2020 12:30:00
2020-12-29T12:00:00+00:00,1.2,29.12.2020 13:00:00
2020-12-29T12:30:00+00:00,1.1,29.12.2020 13:30:00
2020-12-29T13:30:00+00:00,1.3,29.12.2020 14:30:00
2020-12-29T14:30:00+00:00,1.1,29.12.2020 15:30:00
2020-12-29T17:30:00+00:00,4.4,29.12.2020 18:30:00
2020-12-29T20:30:00+00:00,11.6,29.12.2020 21:30:00
2020-12-29T22:30:00+00:00,12.1,29.12.2020 23:30:00
2020-12-30T01:00:00+00:00,2.3,30.12.2020 02:00:00
2020-12-30T01:30:00+00:00,2.0,30.12.2020 02:30:00
2020-12-30T09:30:00+00:00,7.2,30.12.2020 10:30:00
2020-12-30T13:30:00+00:00,2.8,30.12.2020 14:30:00
2020-12-30T18:30:00+00:00,5.5,30.12.2020 19:30:00
2020-12-30T19:30:00+00:00,6.1,30.12.2020 20:30:00
2020-12-31T00:30:00+00:00,8.8,31.12.2020 01:30:00
2020-12-31T03:30:00+00:00,6.7,31.12.2020 04:30:00
2020-12-31T09:30:00+00:00,8.2,31.12.2020 10:30:00
2020-12-31T15:00:00+00:00,8.7,31.12.2020 16:00:00
2020-12-31T18:00:00+00:00,12.1,31.12.2020 19:00:00
2020-12-31T19:00:00+00:00,11.5,31.12.2020 20:00:00
2021-01-01T16:00:00+00:00,7.0,01.01.2021 17:00:00
2021-01-01T19:30:00+00:00,12.8,01.01.2021 20:30:00
2021-01-01T20:30:00+00:00,14.3,01.01.2021 21:30:00
2021-01-01T21:30:00+00:00,14.3,01.01.2021 22:30:00
2021-01-01T22:00:00+00:00,13.7,01.01.2021 23:00:00
2021-01-02T01:30:00+00:00,19.5,02.01.2021 02:30:00
2021-01-02T06:00:00+00:00,20.7,02.01.2021 07:00:00
2021-01-02T11:30:00+00:00,14.9,02.01.2021 12:30:00
2021-01-02T15:30:00+00:00,13.4,02.01.2021 16:30:00
2021-01-02T19:00:00+00:00,13.9,02.01.2021 20:00:00
2021-01-03T08:30:00+00:00,19.6,03.01.2021 09:30:00
2021-01-03T15:00:00+00:00,22.8,03.01.2021 16:00:00
2021-01-03T20:30:00+00:00,28.8,03.01.2021 21:30:00
2021-01-04T00:00:00+00:00,23.7,04.01.2021 01:00:00
2021-01-04T09:30:00+00:00,19.3,04.01.2021 10:30:00
2021-01-04T10:00:00+00:00,20.0,04.01.2021 11:00:00
2021-01-05T03:30:00+00:00,25.1,05.01.2021 04:30:00
2021-01-06T01:00:00+00:00,28.2,06.01.2021 02:00:00
2021-01-06T04:30:00+00:00,30.3,06.01.2021 05:30:00
2021-01-06T07:30:00+00:00,27.6,06.01.2021 08:30:00
2021-01-06T16:00:00+00:00,21.7,06.01.2021 17:00:00
2021-01-06T19:30:00+00:00,27.7,06.01.2021 20:30:00
2021-01-06T23:30:00+00:00,30.8,07.01.2021 00:30:00
2021-01-08T13:30:00+00:00,13.6,08.01.2021 14:30:00
2021-01-08T15:30:00+00:00,12.5,08.01.2021 16:30:00
2021-01-09T08:30:00+00:00,14.8,09.01.2021 09:30:00
2021-01-09T09:00:00+00:00,15.8,09.01.2021 10:00:00
2021-01-09T22:00:00+00:00,17.1,09.01.2021 23:00:00
2021-01-10T02:00:00+00:00,16.4,10.01.2021 03:00:00
2021-01-10T04:30:00+00:00,10.9,10.01.2021 05:30:00
2021-01-10T20:00:00+00:00,14.1,10.01.2021 21:00:00
2021-01-11T04:30:00+00:00,14.2,11.01.2021 05:30:00
2021-01-11T13:00:00+00:00,21.8,11.01.2021 14:00:00
2021-01-12T03:30:00+00:00,26.8,12.01.2021 04:30:00
2021-01-12T07:30:00+00:00,19.2,12.01.2021 08:30:00
2021-01-12T09:00:00+00:00,11.6,12.01.2021 10:00:00
2021-01-12T22:30:00+00:00,1.7,12.01.2021 23:30:00
2021-01-12T23:30:00+00:00,1.8,13.01.2021 00:30:00
2021-01-13T00:00:00+00:00,1.8,13.01.2021 01:00:00
2021-01-13T05:00:00+00:00,6.2,13.01.2021 06:00:00
2021-01-13T16:00:00+00:00,2.3,13.01.2021 17:00:00
2021-01-14T13:00:00+00:00,8.4,14.01.2021 14:00:00
2021-01-15T07:00:00+00:00,6.9,15.01.2021 08:00:00
2021-01-15T12:30:00+00:00,19.6,15.01.2021 13:30:00
2021-01-18T00:00:00+00:00,7.5,18.01.2021 01:00:00
2021-01-18T05:00:00+00:00,5.0,18.01.2021 06:00:00
2021-01-18T12:00:00+00:00,3.7,18.01.2021 13:00:00
2021-01-18T12:30:00+00:00,3.6,18.01.2021 13:30:00
2021-01-18T21:30:00+00:00,9.5,18.01.2021 22:30:00
2021-01-19T03:00:00+00:00,8.6,19.01.2021 04:00:00
2021-01-19T12:00:00+00:00,9.6,19.01.2021 13:00:00
2021-01-19T18:30:00+00:00,15.3,19.01.2021 19:30:00
2021-06-27T00:00:00+00:00,7.9,27.06.2021 02:00:00
2021-06-27T04:30:00+00:00,7.4,27.06.2021 06:30:00
2021-06-27T06:30:00+00:00,6.1,27.06.2021 08:30:00
2021-06-27T08:30:00+00:00,4.9,27.06.2021 10:30:00
2021-06-27T16:00:00+00:00,4.3,27.06.2021 18:00:00
2021-06-27T22:30:00+00:00,4.8,28.06.2021 00:30:00
2021-06-27T23:00:00+00:00,4.9,28.06.2021 01:00:00
2021-06-28T05:30:00+00:00,3.2,28.06.2021 07:30:00
2021-06-28T11:00:00+00:00,2.1,28.06.2021 13:00:00
2021-06-28T13:00:00+00:00,2.2,28.06.2021 15:00:00
2021-06-28T14:00:00+00:00,2.2,28.06.2021 16:00:00
2021-06-29T15:30:00+00:00,,29.06.2021 17:30:00
2021-06-29T16:30:00+00:00,,29.06.2021 18:30:00
2021-06-30T20:00:00+00:00,,30.06.2021 22:00:00
2021-06-30T21:30:00+00:00,,30.06.2021 23:30:00
2021-06-30T23:00:00+00:00,,01.07.2021 01:00:00
2022-05-02T00:30:00+00:00,16.4,02.05.2022 02:30:00
2022-05-02T02:00:00+00:00,18.7,02.05.2022 04:00:00
2022-05-02T03:00:00+00:00,12.9,02.05.2022 05:00:00
2022-05-02T11:00:00+00:00,12.2,02.05.2022 13:00:00
2022-05-02T18:30:00+00:00,8.5,02.05.2022 20:30:00
2022-05-02T20:00:00+00:00,8.3,02.05.2022 22:00:00
2022-05-03T02:00:00+00:00,12.7,03.05.2022 04:00:00
2022-05-03T11:30:00+00:00,11.5,03.05.2022 13:30:00
2022-05-03T18:30:00+00:00,3.6,03.05.2022 20:30:00
2022-05-03T21:00:00+00:00,6.0,03.05.2022 23:00:00
2022-05-03T23:00:00+00:00,6.2,04.05.2022 01:00:00
2022-05-04T00:30:00+00:00,7.7,04.05.2022 02:30:00
2022-05-04T03:30:00+00:00,8.9,04.05.2022 05:30:00
2022-05-04T07:30:00+00:00,9.7,04.05.2022 09:30:00
2022-05-04T11:00:00+00:00,6.0,04.05.2022 13:00:00
2022-05-04T12:00:00+00:00,5.3,04.05.2022 14:00:00
2022-05-04T13:00:00+00:00,7.0,04.05.2022 15:00:00
2022-05-04T20:30:00+00:00,6.4,04.05.2022 22:30:00
2022-05-05T05:30:00+00:00,9.3,05.05.2022 07:30:00
2022-05-05T09:30:00+00:00,11.2,05.05.2022 11:30:00
2022-05-05T17:00:00+00:00,19.7,05.05.2022 19:00:00
2022-05-05T19:00:00+00:00,24.9,05.05.2022 21:00:00
2022-05-06T00:30:00+00:00,28.3,06.05.2022 02:30:00
2022-05-06T02:00:00+00:00,22.9,06.05.2022 04:00:00
2022-05-06T06:30:00+00:00,22.8,06.05.2022 08:30:00
2022-05-06T12:00:00+00:00,25.8,06.05.2022 14:00:00
2022-05-06T18:00:00+00:00,12.1,06.05.2022 20:00:00
2022-05-06T21:00:00+00:00,14.2,06.05.2022 23:00:00
2022-05-07T03:30:00+00:00,24.9,07.05.2022 05:30:00
2022-05-07T13:30:00+00:00,6.2,07.05.2022 15:30:00
2022-05-08T03:00:00+00:00,12.5,08.05.2022 05:00:00
2022-05-08T08:00:00+00:00,15.2,08.05.2022 10:00:00
2022-05-08T09:30:00+00:00,13.7,08.05.2022 11:30:00
2022-05-08T12:00:00+00:00,9.2,08.05.2022 14:00:00
2022-05-08T13:30:00+00:00,10.7,08.05.2022 15:30:00
2022-05-08T21:00:00+00:00,8.2,08.05.2022 23:00:00
2022-05-08T21:30:00+00:00,8.7,08.05.2022 23:30:00
2022-05-09T05:30:00+00:00,15.8,09.05.2022 07:30:00
2022-05-09T07:00:00+00:00,15.9,09.05.2022 09:00:00
2022-05-09T20:00:00+00:00,8.5,09.05.2022 22:00:00
2022-05-09T22:00:00+00:00,11.4,10.05.2022 00:00:00
2022-05-10T21:30:00+00:00,8.8,10.05.2022 23:30:00
2022-05-10T22:00:00+00:00,8.6,11.05.2022 00:00:00
2022-05-11T03:30:00+00:00,13.1,11.05.2022 05:30:00
2022-05-11T09:00:00+00:00,8.2,11.05.2022 11:00:00
2022-05-11T11:30:00+00:00,7.1,11.05.2022 13:30:00
2022-05-11T20:00:00+00:00,5.8,11.05.2022 22:00:00
2022-05-11T22:30:00+00:00,7.5,12.05.2022 00:30:00
2022-05-12T00:30:00+00:00,6.2,12.05.2022 02:30:00
2022-05-12T13:30:00+00:00,4.5,12.05.2022 15:30:00
2022-05-12T20:00:00+00:00,6.3,12.05.2022 22:00:00
2022-05-12T22:30:00+00:00,9.4,13.05.2022 00:30:00
2022-05-13T00:00:00+00:00,10.6,13.05.2022 02:00:00
2022-05-13T03:30:00+00:00,12.0,13.05.2022 05:30:00
2022-05-13T05:30:00+00:00,9.1,13.05.2022 07:30:00
2022-05-13T06:00:00+00:00,9.4,13.05.2022 08:00:00
2022-05-13T07:30:00+00:00,9.6,13.05.2022 09:30:00
2022-05-13T08:30:00+00:00,6.5,13.05.2022 10:30:00
2022-05-13T21:00:00+00:00,5.7,13.05.2022 23:00:00
2022-05-14T00:30:00+00:00,8.1,14.05.2022 02:30:00
2022-05-15T01:00:00+00:00,6.4,15.05.2022 03:00:00
2022-05-15T03:00:00+00:00,6.6,15.05.2022 05:00:00
2022-05-15T03:30:00+00:00,6.9,15.05.2022 05:30:00
2022-05-15T12:30:00+00:00,5.4,15.05.2022 14:30:00
2022-05-15T16:00:00+00:00,4.7,15.05.2022 18:00:00
2022-05-15T19:30:00+00:00,6.1,15.05.2022 21:30:00
2022-05-15T21:00:00+00:00,5.6,15.05.2022 23:00:00
2022-05-16T00:00:00+00:00,2.8,16.05.2022 02:00:00
2022-05-16T05:00:00+00:00,5.5,16.05.2022 07:00:00
2022-05-16T07:30:00+00:00,3.9,16.05.2022 09:30:00
2022-05-16T12:00:00+00:00,3.8,16.05.2022 14:00:00
2022-05-16T13:00:00+00:00,3.6,16.05.2022 15:00:00
2022-05-16T16:30:00+00:00,2.3,16.05.2022 18:30:00
2022-05-17T04:30:00+00:00,6.3,17.05.2022 06:30:00
2022-05-17T05:30:00+00:00,5.9,17.05.2022 07:30:00
2022-05-17T06:30:00+00:00,5.7,17.05.2022 08:30:00
2022-05-17T11:30:00+00:00,3.3,17.05.2022 13:30:00
2022-05-17T19:00:00+00:00,3.6,17.05.2022 21:00:00
2022-05-18T00:00:00+00:00,5.6,18.05.2022 02:00:00
2022-05-18T03:00:00+00:00,5.6,18.05.2022 05:00:00
2022-05-18T04:30:00+00:00,7.2,18.05.2022 06:30:00
2022-05-18T06:30:00+00:00,6.9,18.05.2022 08:30:00
2022-05-18T21:00:00+00:00,3.9,18.05.2022 23:00:00
2022-05-19T04:00:00+00:00,6.2,19.05.2022 06:00:00
2022-05-19T05:00:00+00:00,6.2,19.05.2022 07:00:00
2022-05-19T10:00:00+00:00,6.2,19.05.2022 12:00:00
2022-05-19T14:30:00+00:00,6.1,19.05.2022 16:30:00
2022-05-19T19:00:00+00:00,6.9,19.05.2022 21:00:00
2022-05-20T00:00:00+00:00,6.3,20.05.2022 02:00:00
2022-05-20T00:30:00+00:00,6.3,20.05.2022 02:30:00
2022-05-20T01:30:00+00:00,6.1,20.05.2022 03:30:00
2022-05-20T04:30:00+00:00,6.7,20.05.2022 06:30:00
2022-05-20T10:00:00+00:00,6.5,20.05.2022 12:00:00
2022-05-20T20:00:00+00:00,8.4,20.05.2022 22:00:00
2022-05-20T22:00:00+00:00,9.5,21.05.2022 00:00:00
2022-05-21T04:00:00+00:00,5.8,21.05.2022 06:00:00
2022-06-17T22:00:00+00:00,10.3,18.06.2022 00:00:00
2022-04-10T18:30:00+00:00,2.1,10.04.2022 20:30:00
2022-04-12T11:30:00+00:00,3.2,12.04.2022 13:30:00
2022-04-12T21:00:00+00:00,5.9,12.04.2022 23:00:00
2022-04-13T09:30:00+00:00,2.3,13.04.2022 11:30:00
2022-04-14T04:00:00+00:00,5.3,14.04.2022 06:00:00
2022-04-14T09:30:00+00:00,5.8,14.04.2022 11:30:00
2022-04-14T15:00:00+00:00,11.0,14.04.2022 17:00:00
2022-04-15T01:00:00+00:00,13.9,15.04.2022 03:00:00
2022-04-15T01:30:00+00:00,12.9,15.04.2022 03:30:00
2022-04-15T02:30:00+00:00,18.8,15.04.2022 04:30:00
2022-04-16T03:30:00+00:00,5.7,16.04.2022 05:30:00
2022-04-16T13:00:00+00:00,2.3,16.04.2022 15:00:00
2022-04-16T13:30:00+00:00,1.9,16.04.2022 15:30:00
2022-04-17T00:30:00+00:00,3.9,17.04.2022 02:30:00
2022-04-17T10:30:00+00:00,5.4,17.04.2022 12:30:00
2022-04-18T01:00:00+00:00,4.3,18.04.2022 03:00:00
2022-04-18T03:00:00+00:00,4.4,18.04.2022 05:00:00
2022-04-18T07:00:00+00:00,4.7,18.04.2022 09:00:00
2022-04-19T04:30:00+00:00,5.9,19.04.2022 06:30:00
2022-04-19T05:30:00+00:00,6.2,19.04.2022 07:30:00
2022-04-19T21:30:00+00:00,4.7,19.04.2022 23:30:00
2022-04-20T09:30:00+00:00,6.6,20.04.2022 11:30:00
2022-04-20T14:30:00+00:00,4.3,20.04.2022 16:30:00
2022-04-20T18:00:00+00:00,3.4,20.04.2022 20:00:00
2022-04-21T01:00:00+00:00,6.4,21.04.2022 03:00:00
2022-04-21T01:30:00+00:00,7.2,21.04.2022 03:30:00
2022-04-21T03:30:00+00:00,7.7,21.04.2022 05:30:00
2022-04-21T07:00:00+00:00,11.2,21.04.2022 09:00:00
2022-04-21T09:00:00+00:00,11.5,21.04.2022 11:00:00
2022-04-21T10:00:00+00:00,11.3,21.04.2022 12:00:00
2022-04-21T16:30:00+00:00,7.7,21.04.2022 18:30:00
2022-04-21T20:00:00+00:00,5.4,21.04.2022 22:00:00
