timestamp,wasserstand,abfluss,methode,ausgegeben_an,meteolauf,gemessene_werten_bis,h_min,h_p25,h_p50,h_p75,h_max,q_min,q_p25,q_p50,q_p75,q_max
2026-06-05T08:00:00+00:00,245.24,672.8,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-05T14:00:00+00:00,245.27,690.4,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-05T16:00:00+00:00,245.27,692.2,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-05T22:00:00+00:00,245.28,699.3,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-06T06:00:00+00:00,245.36,750.7,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-06T07:00:00+00:00,245.36,751.3,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-06T13:00:00+00:00,245.36,753.7,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-06T15:00:00+00:00,245.36,751.4,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-06T23:00:00+00:00,245.31,721.5,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-07T06:00:00+00:00,245.3,710.2,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-07T07:00:00+00:00,245.3,709.8,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-07T09:00:00+00:00,245.3,708.4,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-07T12:00:00+00:00,245.29,705.4,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-07T15:00:00+00:00,245.29,701.3,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-07T16:00:00+00:00,245.28,700.1,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-07T17:00:00+00:00,245.28,699.0,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-05-28T01:00:00+00:00,245.27,694.2,gemessen,2026-05-28T20:34:00+00:00,2026-05-28T14:26:00+00:00,2026-05-28T19:26:00+00:00,245.27,245.27,245.27,245.27,245.27,694.2,694.2,694.2,694.2,694.2
2026-05-28T09:00:00+00:00,245.27,689.0,gemessen,2026-05-28T20:34:00+00:00,2026-05-28T14:26:00+00:00,2026-05-28T19:26:00+00:00,245.27,245.27,245.27,245.27,245.27,689.0,689.0,689.0,689.0,689.0
2026-05-28T14:00:00+00:00,245.21,649.0,gemessen,2026-05-28T20:34:00+00:00,2026-05-28T14:26:00+00:00,2026-05-28T19:26:00+00:00,245.21,245.21,245.21,245.21,245.21,649.0,649.0,649.0,649.0,649.0
2026-05-28T16:00:00+00:00,245.17,619.8,gemessen,2026-05-28T20:34:00+00:00,2026-05-28T14:26:00+00:00,2026-05-28T19:26:00+00:00,245.17,245.17,245.17,245.17,245.17,619.8,619.8,619.8,619.8,619.8
2026-05-28T20:00:00+00:00,245.28,700.0,ICON-CH1-EPS,2026-05-28T20:34:00+00:00,2026-05-28T14:26:00+00:00,2026-05-28T19:26:00+00:00,245.28,245.28,245.28,245.28,245.28,700.0,700.0,700.0,700.0,700.0
2026-05-28T22:00:00+00:00,245.28,694.5,ICON-CH1-EPS,2026-05-28T20:34:00+00:00,2026-05-28T14:26:00+00:00,2026-05-28T19:26:00+00:00,245.28,245.28,245.28,245.28,245.28,694.5,694.5,694.5,694.5,694.5
2026-05-29T00:00:00+00:00,245.26,683.3,ICON-CH1-EPS,2026-05-28T20:34:00+00:00,2026-05-28T14:26:00+00:00,2026-05-28T19:26:00+00:00,245.26,245.26,245.26,245.26,245.26,683.3,683.3,683.3,683.4,683.4
2026-05-29T01:00:00+00:00,245.25,675.2,ICON-CH1-EPS,2026-05-28T20:34:00+00:00,2026-05-28T14:26:00+00:00,2026-05-28T19:26:00+00:00,245.25,245.25,245.25,245.25,245.25,675.2,675.4,675.4,675.4,675.4
2026-05-29T02:00:00+00:00,245.24,670.5,ICON-CH1-EPS,2026-05-28T20:34:00+00:00,2026-05-28T14:26:00+00:00,2026-05-28T19:26:00+00:00,245.24,245.24,245.24,245.24,245.24,670.4,670.6,670.6,670.7,670.7
2026-05-29T04:00:00+00:00,245.24,669.0,ICON-CH1-EPS,2026-05-28T20:34:00+00:00,2026-05-28T14:26:00+00:00,2026-05-28T19:26:00+00:00,245.24,245.24,245.24,245.24,245.24,668.8,669.0,669.0,669.0,669.0
2026-05-29T09:00:00+00:00,245.25,676.5,ICON-CH1-EPS,2026-05-28T20:34:00+00:00,2026-05-28T14:26:00+00:00,2026-05-28T19:26:00+00:00,245.25,245.25,245.25,245.25,245.25,675.8,676.1,676.5,676.8,677.0
2026-05-29T14:00:00+00:00,245.26,683.1,ICON-CH1-EPS,2026-05-28T20:34:00+00:00,2026-05-28T14:26:00+00:00,2026-05-28T19:26:00+00:00,245.26,245.26,245.26,245.26,245.26,681.9,682.3,682.9,683.9,684.2
2026-05-29T17:00:00+00:00,245.25,677.1,ICON-CH1-EPS,2026-05-28T20:34:00+00:00,2026-05-28T14:26:00+00:00,2026-05-28T19:26:00+00:00,245.25,245.25,245.25,245.25,245.25,676.2,676.5,676.9,677.8,678.1
2026-05-29T18:00:00+00:00,245.25,675.5,ICON-CH1-EPS,2026-05-28T20:34:00+00:00,2026-05-28T14:26:00+00:00,2026-05-28T19:26:00+00:00,245.25,245.25,245.25,245.25,245.25,674.7,675.1,675.4,676.1,676.3
2026-05-30T00:00:00+00:00,245.24,669.3,ICON-CH1-EPS,2026-05-28T20:34:00+00:00,2026-05-28T14:26:00+00:00,2026-05-28T19:26:00+00:00,245.24,245.24,245.24,245.24,245.24,668.8,669.2,669.3,669.6,670.0
2026-05-28T20:00:00+00:00,245.28,700.0,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.27,245.27,245.27,245.27,245.27,689.6,689.6,689.6,689.6,689.6
2026-05-28T21:00:00+00:00,245.28,696.3,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.26,245.26,245.26,245.26,245.26,683.8,683.8,683.8,683.8,683.8
2026-05-29T00:00:00+00:00,245.26,683.3,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.24,245.24,245.24,245.24,245.24,672.9,672.9,673.0,673.0,673.0
2026-05-29T06:00:00+00:00,245.24,667.8,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.24,245.24,245.24,245.24,245.24,671.8,672.0,672.0,672.1,672.6
2026-05-29T11:00:00+00:00,245.26,684.9,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.26,245.26,245.26,245.26,245.26,684.5,685.0,685.1,685.3,686.0
2026-05-29T12:00:00+00:00,245.26,685.3,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.26,245.26,245.26,245.26,245.26,685.3,686.0,686.2,686.3,687.0
2026-05-29T14:00:00+00:00,245.26,682.5,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.26,245.26,245.26,245.26,245.26,683.3,683.8,683.9,684.1,684.8
2026-05-29T19:00:00+00:00,245.24,673.8,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.25,245.25,245.25,245.25,245.25,675.2,675.5,675.6,675.7,676.0
2026-05-29T21:00:00+00:00,245.24,671.3,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.24,245.24,245.24,245.24,245.24,672.6,672.9,673.0,673.2,673.5
2026-05-30T00:00:00+00:00,245.24,668.7,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.24,245.24,245.24,245.24,245.24,670.0,670.1,670.3,670.5,670.8
2026-05-30T01:00:00+00:00,245.24,668.3,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.24,245.24,245.24,245.24,245.24,669.5,669.7,669.8,670.0,670.3
2026-05-30T03:00:00+00:00,245.24,667.7,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.24,245.24,245.24,245.24,245.24,668.7,668.9,669.1,669.2,669.6
2026-05-30T07:00:00+00:00,245.23,666.3,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.24,245.24,245.24,245.24,245.24,667.1,667.3,667.5,667.7,668.1
2026-05-30T08:00:00+00:00,245.23,665.7,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.23,245.23,245.23,245.24,245.24,666.3,666.5,666.9,667.0,667.4
2026-05-30T12:00:00+00:00,245.24,672.2,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.24,245.24,245.24,245.24,245.25,672.5,672.8,673.1,673.3,673.9
2026-05-30T13:00:00+00:00,245.24,670.9,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.24,245.24,245.24,245.24,245.24,671.3,671.7,671.9,672.1,672.8
2026-05-30T15:00:00+00:00,245.24,667.2,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.24,245.24,245.24,245.24,245.24,667.5,667.7,668.0,668.1,668.5
2026-05-30T18:00:00+00:00,245.23,662.7,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.23,245.23,245.23,245.23,245.23,663.1,663.5,663.8,663.9,664.5
2026-05-30T21:00:00+00:00,245.22,659.4,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.22,245.23,245.23,245.23,245.23,659.6,660.2,660.5,660.7,661.3
2026-05-30T23:00:00+00:00,245.22,656.5,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.22,245.22,245.22,245.22,245.22,654.7,656.3,657.1,657.6,658.0
2026-05-31T00:00:00+00:00,245.22,653.5,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.21,245.22,245.22,245.22,245.22,651.8,653.3,654.3,654.7,655.7
2026-05-31T03:00:00+00:00,245.21,646.9,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.2,245.21,245.21,245.21,245.21,646.1,647.4,648.1,648.5,649.5
2026-05-31T05:00:00+00:00,245.2,644.8,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.2,245.2,245.2,245.21,245.21,643.8,645.3,646.1,646.4,647.5
2026-05-31T07:00:00+00:00,245.2,642.5,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.2,245.2,245.2,245.2,245.2,641.8,643.3,644.0,644.3,645.1
2026-05-31T18:00:00+00:00,245.19,634.8,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.19,245.19,245.19,245.19,245.19,632.8,634.2,634.7,636.3,637.5
2026-05-31T21:00:00+00:00,245.19,632.6,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.18,245.18,245.19,245.19,245.19,629.5,631.4,632.5,634.1,639.0
2026-06-01T00:00:00+00:00,245.19,632.8,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.18,245.18,245.18,245.19,245.2,626.4,628.7,631.4,633.6,639.4
2026-06-01T03:00:00+00:00,245.18,631.4,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.17,245.18,245.19,245.19,245.21,625.0,628.2,632.8,638.1,648.1
2026-06-01T06:00:00+00:00,245.18,631.5,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.17,245.18,245.19,245.2,245.22,624.6,630.1,634.8,644.0,656.2
2026-06-01T10:00:00+00:00,245.18,626.8,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.16,245.18,245.19,245.2,245.22,617.8,626.0,633.8,644.8,657.1
2026-06-01T12:00:00+00:00,245.18,627.4,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.16,245.18,245.19,245.21,245.23,617.0,625.5,633.2,647.7,661.6
2026-06-01T17:00:00+00:00,245.18,631.3,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.16,245.18,245.19,245.21,245.25,616.5,626.2,635.6,652.2,674.1
2026-06-01T19:00:00+00:00,245.18,631.7,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.16,245.18,245.19,245.22,245.27,615.7,625.9,635.7,653.4,691.4
2026-06-02T00:00:00+00:00,245.19,635.0,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.16,245.18,245.19,245.22,245.31,614.7,625.8,637.5,656.4,719.7
2026-06-02T03:00:00+00:00,245.19,638.5,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.16,245.18,245.2,245.22,245.32,616.2,627.0,639.6,654.1,727.6
2026-06-02T05:00:00+00:00,245.2,641.4,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.16,245.18,245.2,245.22,245.33,617.6,628.5,640.7,655.4,731.5
2026-06-02T09:00:00+00:00,245.21,652.2,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.17,245.19,245.21,245.23,245.34,623.8,635.0,650.0,664.5,742.2
2026-06-02T10:00:00+00:00,245.22,656.9,ICON-CH2-EPS,2026-05-28T20:34:00+00:00,2026-05-28T11:26:00+00:00,2026-05-28T19:26:00+00:00,245.18,245.19,245.22,245.24,245.35,626.6,637.9,654.0,667.5,745.1
2026-05-28T21:00:00+00:00,245.28,696.3,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-05-28T22:00:00+00:00,245.28,694.5,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-05-29T02:00:00+00:00,245.24,670.4,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-05-29T03:00:00+00:00,245.24,669.0,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-05-29T10:00:00+00:00,245.26,682.1,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-05-29T13:00:00+00:00,245.26,684.9,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-05-29T15:00:00+00:00,245.26,681.7,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-05-29T16:00:00+00:00,245.25,679.7,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-05-29T18:00:00+00:00,245.25,676.0,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-05-30T04:00:00+00:00,245.24,668.3,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-05-30T07:00:00+00:00,245.24,666.9,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-05-30T09:00:00+00:00,245.24,668.2,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-05-30T11:00:00+00:00,245.24,673.1,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-05-30T15:00:00+00:00,245.24,667.5,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-05-30T16:00:00+00:00,245.23,665.8,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-05-30T17:00:00+00:00,245.23,664.4,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-05-31T02:00:00+00:00,245.21,652.3,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-05-31T10:00:00+00:00,245.19,637.7,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-05-31T13:00:00+00:00,245.19,635.9,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-01T03:00:00+00:00,245.18,625.9,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-01T09:00:00+00:00,245.18,627.2,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-01T12:00:00+00:00,245.18,630.7,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-01T17:00:00+00:00,245.18,630.4,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-01T20:00:00+00:00,245.18,629.3,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-01T21:00:00+00:00,245.18,628.8,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-01T23:00:00+00:00,245.18,625.7,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-02T09:00:00+00:00,245.17,624.6,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-02T12:00:00+00:00,245.18,628.0,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-02T14:00:00+00:00,245.18,626.6,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-02T19:00:00+00:00,245.17,624.6,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-03T01:00:00+00:00,245.17,623.3,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-03T04:00:00+00:00,245.18,625.4,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-03T13:00:00+00:00,245.21,647.0,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-03T14:00:00+00:00,245.21,646.7,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-03T15:00:00+00:00,245.21,646.8,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-03T18:00:00+00:00,245.2,646.0,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-03T21:00:00+00:00,245.2,644.3,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-03T22:00:00+00:00,245.2,643.9,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-03T23:00:00+00:00,245.2,643.3,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-04T00:00:00+00:00,245.2,642.7,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-04T05:00:00+00:00,245.2,640.9,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-04T08:00:00+00:00,245.2,642.3,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-04T11:00:00+00:00,245.21,647.3,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-04T16:00:00+00:00,245.21,647.0,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-04T18:00:00+00:00,245.21,646.4,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-04T21:00:00+00:00,245.2,645.8,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-05T00:00:00+00:00,245.21,648.8,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-05T01:00:00+00:00,245.21,650.5,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-05T05:00:00+00:00,245.23,660.3,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-05T09:00:00+00:00,245.25,678.1,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-05T11:00:00+00:00,245.26,686.3,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-05T18:00:00+00:00,245.27,694.0,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-05T19:00:00+00:00,245.28,694.8,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-05T20:00:00+00:00,245.28,695.7,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-05T23:00:00+00:00,245.33,729.0,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-06T00:00:00+00:00,245.34,737.8,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-06T03:00:00+00:00,245.35,747.9,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-06T05:00:00+00:00,245.36,749.8,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-06T08:00:00+00:00,245.36,752.1,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-06T09:00:00+00:00,245.36,752.8,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-06T11:00:00+00:00,245.36,754.2,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-06T12:00:00+00:00,245.36,754.3,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
2026-06-06T16:00:00+00:00,245.35,748.7,IFS,2026-05-28T20:34:00+00:00,2026-05-27T23:26:00+00:00,2026-05-28T19:26:00+00:00,,,,,,,,,,
