datum,jahr,monat,frosttag,eistag,sommertag,hitzetag,sonnenlos,regen1,regen2,regen3,schneefall,schneedecke,reif,nebel,gewitter1,gewitter2,hagel,hell,trueb,wind1,wind2,heiztage
1926-08,1926,August,0,0,11,0,2,7,7,6,0,0,0,0,3,1.0,0,9,4,0,,
1926-03,1926,März,6,0,0,0,5,18,13,9,4,1,0,0,0,0.0,2,0,21,1,,
1926-02,1926,Februar,0,0,0,0,6,17,14,11,0,0,2,2,0,0.0,0,2,10,1,,
1925-11,1925,November,12,2,0,0,17,15,10,6,5,5,4,4,0,0.0,0,0,23,1,,
1925-02,1925,Februar,7,0,0,0,4,21,18,11,6,2,2,3,0,0.0,2,0,12,0,,
1925-01,1925,Januar,12,2,0,0,7,13,12,8,2,1,12,6,0,0.0,0,2,12,0,,
1924-11,1924,November,11,1,0,0,9,4,4,2,1,0,9,8,0,0.0,0,1,16,0,,
1924-10,1924,Oktober,0,0,0,0,6,13,10,10,0,0,0,5,0,0.0,0,1,13,0,,
1924-06,1924,Juni,0,0,6,0,4,18,16,16,0,0,0,0,3,1.0,0,1,11,0,,
1923-09,1923,September,0,0,5,0,2,10,10,8,0,0,0,2,4,2.0,0,5,7,0,,
1923-04,1923,April,1,0,0,0,3,15,14,9,0,0,1,1,2,2.0,1,3,12,0,,
1923-03,1923,März,1,0,0,0,7,17,13,12,2,0,0,0,0,0.0,1,0,17,1,,
1923-01,1923,Januar,15,1,0,0,13,17,14,12,8,8,0,2,0,0.0,2,1,23,0,,
1922-12,1922,Dezember,10,0,0,0,10,18,15,12,3,3,6,2,0,0.0,3,3,23,1,,
1922-09,1922,September,0,0,0,0,2,19,16,15,0,0,0,3,3,1.0,0,2,18,0,,
1922-05,1922,Mai,0,0,11,0,2,9,8,7,0,0,0,0,3,2.0,1,8,6,0,,
1922-03,1922,März,4,1,0,0,4,18,17,13,8,4,2,5,1,0.0,0,1,15,0,,
1921-12,1921,Dezember,8,6,0,0,12,14,12,7,3,1,11,6,0,0.0,0,0,17,0,,
1921-11,1921,November,22,4,0,0,10,6,6,5,2,0,9,8,0,0.0,0,0,15,1,,
1921-10,1921,Oktober,2,0,0,0,1,8,4,3,0,0,0,6,0,0.0,0,1,6,0,,
1921-04,1921,April,1,0,0,0,2,18,14,10,2,0,0,0,2,2.0,1,3,10,0,,
2026-03,2026,März,1,0,0,0,2,9,8,6,1,0,9,0,1,0.0,0,6,10,3,1,31.0
2025-12,2025,Dezember,6,0,0,0,9,6,5,4,0,0,9,4,0,0.0,0,2,15,0,0,30.0
2025-08,2025,August,0,0,20,9,1,11,9,9,0,0,0,0,7,2.0,0,9,4,2,0,0.0
2025-05,2025,Mai,0,0,5,1,2,15,15,10,0,0,0,0,3,0.0,0,7,12,0,0,5.0
2024-12,2024,Dezember,11,1,0,0,10,12,11,10,1,1,9,0,1,0.0,0,3,15,3,0,31.0
2024-10,2024,Oktober,0,0,0,0,7,12,12,10,0,0,0,5,1,0.0,0,2,16,2,1,9.0
2024-06,2024,Juni,0,0,11,3,1,19,17,12,0,0,0,0,8,4.0,0,0,14,2,0,0.0
2024-04,2024,April,0,0,5,0,2,16,15,11,1,0,0,0,1,0.0,0,0,18,7,0,17.0
2024-01,2024,Januar,14,6,0,0,11,16,16,12,4,9,7,1,0,0.0,0,0,17,5,0,31.0
2023-11,2023,November,3,0,0,0,9,27,22,18,3,0,3,0,0,0.0,0,0,19,8,0,29.0
2023-08,2023,August,0,0,18,12,3,16,16,12,0,0,0,0,6,3.0,0,5,12,5,1,0.0
2023-06,2023,Juni,0,0,28,3,0,8,8,6,0,0,0,1,5,5.0,0,6,3,3,2,0.0
2023-04,2023,April,3,0,0,0,2,22,20,16,0,0,4,2,1,1.0,0,3,22,6,0,21.0
2023-02,2023,Februar,12,0,0,0,5,5,4,2,1,0,12,0,0,0.0,0,8,12,1,0,27.0
2022-08,2022,August,0,0,27,14,1,11,10,8,0,0,0,0,4,2.0,2,9,7,2,0,0.0
2022-06,2022,Juni,0,0,8,10,0,17,17,13,0,0,0,0,12,7.0,3,5,4,6,2,0.0
2022-04,2022,April,3,0,0,0,3,9,9,7,3,2,3,0,2,0.0,0,2,15,3,0,22.0
2022-01,2022,Januar,19,3,0,0,4,10,8,6,4,0,13,7,1,0.0,0,4,15,4,0,31.0
2021-10,2021,Oktober,0,0,0,0,2,10,10,9,0,0,3,9,0,0.0,0,5,8,3,0,28.0
2021-06,2021,Juni,0,0,20,4,0,16,15,15,0,0,0,0,16,10.0,0,2,12,1,0,0.0
2021-04,2021,April,9,0,1,0,1,11,8,6,6,2,9,0,0,0.0,0,5,10,0,0,1.0
2021-01,2021,Januar,14,1,0,0,16,18,16,16,10,9,5,4,0,0.0,0,0,23,4,0,30.0
2020-11,2020,November,4,0,0,0,3,8,7,5,1,0,6,1,0,0.0,0,4,9,1,0,28.0
2020-09,2020,September,0,0,14,3,2,10,10,9,0,0,0,1,4,2.0,0,8,7,2,0,5.0
2020-08,2020,August,0,0,20,11,3,16,15,13,0,0,0,0,8,3.0,0,5,11,4,0,0.0
2020-07,2020,Juli,0,0,24,6,1,5,4,2,0,0,0,0,2,0.0,0,6,5,0,0,0.0
2020-03,2020,März,6,0,0,0,5,10,8,7,0,0,6,0,0,0.0,0,5,9,6,0,28.0
2019-08,2019,August,0,0,20,7,2,11,10,8,0,0,0,0,8,5.0,1,5,6,2,0,0.0
2019-05,2019,Mai,1,0,0,0,2,16,16,12,0,0,1,0,3,1.0,0,1,14,4,0,15.0
2018-11,2018,November,5,0,0,0,6,12,10,10,1,1,3,4,1,0.0,0,1,13,0,0,30.0
2018-10,2018,Oktober,0,0,3,0,3,6,5,5,0,0,1,6,0,0.0,0,4,6,0,0,16.0
2018-09,2018,September,0,0,14,1,1,9,8,6,0,0,0,0,4,2.0,0,7,8,2,0,2.0
2018-08,2018,August,0,0,24,14,2,11,9,6,0,0,0,0,8,6.0,1,6,9,2,0,0.0
2018-07,2018,Juli,0,0,27,14,0,9,7,6,0,0,0,0,7,4.0,0,4,2,1,0,0.0
2018-05,2018,Mai,0,0,10,0,3,16,13,13,0,0,0,1,10,7.0,2,0,15,1,0,5.0
2018-03,2018,März,9,2,0,0,8,19,15,10,6,4,5,5,0,0.0,0,0,19,5,0,31.0
2017-11,2017,November,3,0,0,0,11,16,16,12,2,0,4,2,1,1.0,0,0,20,1,0,30.0
2017-09,2017,September,0,0,1,0,2,13,10,9,0,0,0,0,2,0.0,0,0,11,4,0,5.0
2017-06,2017,Juni,0,0,21,8,0,10,8,6,0,0,0,0,7,1.0,0,5,6,3,0,0.0
2017-05,2017,Mai,0,0,10,3,2,15,15,13,0,0,0,1,6,3.0,0,2,12,0,0,10.0
2017-03,2017,März,0,0,0,0,4,9,9,7,0,0,8,1,0,0.0,0,2,15,6,0,25.0
2016-11,2016,November,5,0,0,0,9,14,12,8,0,0,4,2,0,0.0,0,2,19,3,0,30.0
2016-10,2016,Oktober,0,0,0,0,6,16,14,9,0,0,2,6,0,0.0,0,1,17,0,0,23.0
2016-09,2016,September,0,0,13,2,2,8,7,7,0,0,0,2,1,0.0,0,5,11,1,0,0.0
2016-07,2016,Juli,0,0,22,4,0,9,8,8,0,0,0,0,4,2.0,0,4,7,1,0,0.0
2016-03,2016,März,8,0,0,0,2,14,12,8,5,1,13,2,1,1.0,0,3,18,5,0,30.0
2015-12,2015,Dezember,2,0,0,0,2,7,6,5,0,0,7,4,0,0.0,0,3,7,1,0,31.0
2015-10,2015,Oktober,0,0,0,0,4,11,9,5,0,0,2,5,0,0.0,0,1,17,0,0,23.0
2015-08,2015,August,0,0,19,11,0,12,11,10,0,0,0,1,4,3.0,0,5,11,5,0,0.0
2015-07,2015,Juli,0,0,22,17,0,8,6,5,0,0,0,0,5,1.0,0,7,5,0,0,0.0
2015-06,2015,Juni,0,0,16,3,3,12,12,12,0,0,0,1,7,3.0,0,2,13,2,0,0.0
2015-04,2015,April,2,0,1,0,4,12,9,9,0,0,5,1,1,1.0,0,6,10,3,0,14.0
2015-01,2015,Januar,8,0,0,0,10,19,15,14,7,7,5,5,1,1.0,0,1,19,9,0,30.0
2014-12,2014,Dezember,8,1,0,0,18,20,19,15,6,5,5,2,0,0.0,0,1,23,2,0,31.0
2014-10,2014,Oktober,0,0,0,0,1,14,14,11,0,0,0,0,3,1.0,0,1,15,3,1,10.0
2014-01,2014,Januar,6,0,0,0,7,16,13,10,4,0,5,2,0,0.0,0,0,19,3,0,31.0
2013-10,2013,Oktober,0,0,1,0,3,20,19,15,0,0,1,4,0,0.0,0,1,22,3,0,9.0
2013-08,2013,August,0,0,15,3,0,8,8,8,0,0,0,0,6,4.0,0,3,4,3,0,0.0
2013-04,2013,April,3,0,3,0,10,15,13,12,0,0,1,0,2,1.0,0,2,18,3,0,20.0
2013-03,2013,März,11,0,0,0,10,19,18,15,9,3,5,7,0,0.0,0,1,22,1,0,31.0
2013-01,2013,Januar,17,8,0,0,15,18,16,12,11,15,1,5,0,0.0,0,0,25,2,0,30.0
2012-10,2012,Oktober,1,0,0,0,9,15,15,10,1,1,3,4,0,0.0,0,0,14,3,0,15.0
2012-07,2012,Juli,0,0,14,3,1,15,15,14,0,0,0,0,3,3.0,0,3,11,2,0,0.0
2012-05,2012,Mai,0,0,9,1,1,17,17,12,0,0,1,1,4,4.0,0,4,9,1,0,5.0
2011-12,2011,Dezember,6,0,0,0,9,25,24,21,5,3,4,1,1,1.0,0,0,24,10,0,31.0
2011-10,2011,Oktober,0,0,4,0,4,8,7,6,0,0,1,7,0,0.0,0,4,9,0,0,20.0
2011-08,2011,August,0,0,21,7,0,13,11,10,0,0,0,0,2,2.0,1,4,6,3,0,0.0
2011-02,2011,Februar,10,1,0,0,10,9,9,7,3,0,6,6,0,0.0,0,2,14,1,0,28.0
2011-01,2011,Januar,16,4,0,0,14,15,12,8,4,7,7,5,0,0.0,0,1,22,3,0,31.0
2010-11,2010,November,5,2,0,0,8,20,17,12,5,5,0,1,0,0.0,0,0,21,2,0,24.0
2010-09,2010,September,0,0,2,0,2,7,7,7,0,0,1,0,0,0.0,0,5,11,2,0,7.0
2009-11,2009,November,0,0,0,0,8,20,18,16,0,0,0,1,0,0.0,0,1,17,8,0,29.0
2009-09,2009,September,0,0,4,1,2,8,7,6,0,0,0,3,2,2.0,0,2,14,2,0,0.0
2009-07,2009,Juli,0,0,19,5,1,15,14,11,0,0,0,0,6,6.0,0,1,8,2,0,0.0
2009-03,2009,März,6,0,0,0,6,16,14,13,4,1,7,1,1,1.0,0,1,18,13,0,31.0
2009-02,2009,Februar,16,1,0,0,7,17,16,10,12,9,8,0,0,0.0,0,1,20,1,1,28.0
2008-03,2008,März,8,0,0,0,3,21,19,14,8,2,6,0,0,0.0,0,1,18,13,2,30.0
2007-08,2007,August,0,0,13,2,3,17,16,14,0,0,0,1,4,4.0,0,3,9,2,0,0.0
2007-02,2007,Februar,3,0,0,0,5,14,13,11,0,0,7,3,0,0.0,0,4,11,7,0,28.0
2006-05,2006,Mai,0,0,3,0,1,15,14,13,0,0,0,0,2,2.0,0,0,18,2,0,1.0
2006-01,2006,Januar,24,6,0,0,9,9,8,5,3,6,18,2,0,0.0,0,10,11,4,0,30.0
2005-11,2005,November,11,0,0,0,7,9,8,7,5,1,11,2,0,0.0,0,1,11,0,0,27.0
2005-10,2005,Oktober,0,0,0,0,4,9,8,8,0,0,0,2,0,0.0,0,5,9,0,0,9.0
2005-09,2005,September,0,0,9,0,0,8,5,4,0,0,0,0,0,0.0,0,5,12,2,0,6.0
2005-07,2005,Juli,0,0,13,5,0,18,14,13,0,0,0,1,8,8.0,2,2,10,4,0,0.0
2005-04,2005,April,1,0,2,0,9,15,14,10,1,0,3,1,0,0.0,0,2,16,2,0,24.0
2004-12,2004,Dezember,13,1,0,0,13,17,15,11,8,6,10,3,1,1.0,0,2,18,2,0,31.0
2004-10,2004,Oktober,0,0,2,0,5,19,17,17,0,0,0,7,3,3.0,0,1,19,1,0,17.0
2004-09,2004,September,0,0,10,0,2,10,7,6,0,0,0,0,0,0.0,0,8,13,1,0,3.0
2004-08,2004,August,0,0,15,6,1,17,14,12,0,0,0,0,4,4.0,0,2,17,4,0,0.0
2004-03,2004,März,11,0,0,0,5,13,12,8,6,0,12,1,0,0.0,0,4,18,2,0,27.0
2004-02,2004,Februar,15,0,0,0,3,7,6,5,5,7,8,1,0,0.0,0,0,16,2,0,29.0
2003-11,2003,November,2,0,0,0,7,17,6,4,0,0,5,4,0,0.0,0,6,15,2,0,
2003-10,2003,Oktober,5,0,0,0,8,16,14,14,1,1,9,4,1,1.0,0,2,16,3,0,
2003-09,2003,September,0,0,7,0,0,11,10,8,0,0,0,0,1,1.0,0,6,6,1,0,
2003-08,2003,August,0,0,29,19,0,10,9,9,0,0,0,0,4,4.0,0,10,6,3,1,
2003-07,2003,Juli,0,0,22,9,0,12,11,10,0,0,0,0,1,1.0,0,5,8,2,0,
2003-01,2003,Januar,18,10,0,0,15,21,20,12,11,12,6,1,0,0.0,0,1,21,7,1,
2002-11,2002,November,0,0,0,0,12,27,26,16,0,0,0,2,0,0.0,0,0,17,5,0,
2002-07,2002,Juli,0,0,11,3,4,16,14,11,0,0,0,0,2,2.0,0,7,14,1,0,
2002-06,2002,Juni,0,0,18,7,0,12,10,9,0,0,0,0,3,3.0,0,7,12,0,0,
2001-12,2001,Dezember,20,5,0,0,9,22,11,11,9,8,8,2,1,1.0,0,0,21,5,1,
2001-11,2001,November,14,0,0,0,10,14,14,10,3,1,14,6,0,0.0,0,2,17,0,0,
2001-10,2001,Oktober,0,0,1,0,0,12,10,10,0,0,0,3,0,0.0,0,4,6,0,0,
2001-08,2001,August,0,0,20,8,0,13,11,8,0,0,0,0,3,3.0,0,5,9,0,0,
2001-07,2001,Juli,0,0,16,5,2,13,13,10,0,0,0,0,0,0.0,0,6,8,1,0,
2001-02,2001,Februar,11,0,0,0,4,12,6,5,2,0,10,1,0,0.0,0,3,14,5,0,
2000-11,2000,November,1,0,0,0,8,20,20,13,0,0,2,0,0,0.0,0,1,15,4,0,
2000-07,2000,Juli,0,0,9,1,1,22,21,20,0,0,0,0,7,7.0,1,2,15,4,0,
2000-06,2000,Juni,0,0,16,6,3,10,10,8,0,0,0,0,3,3.0,1,8,7,1,0,
2000-04,2000,April,2,0,2,0,4,12,11,10,0,0,4,0,0,0.0,0,4,14,2,0,
2000-02,2000,Februar,6,0,0,0,7,19,18,14,5,1,7,2,0,0.0,0,2,16,6,0,
2000-01,2000,Januar,13,3,0,0,13,11,10,6,4,6,7,0,0,0.0,0,4,18,2,0,
1999-12,1999,Dezember,12,2,0,0,9,21,18,12,9,6,8,0,1,0.0,1,0,19,4,0,
1999-08,1999,August,0,0,13,1,1,17,16,13,0,0,0,2,2,2.0,0,3,11,1,0,
1999-06,1999,Juni,0,0,6,0,1,17,17,15,0,0,0,0,2,2.0,1,3,14,2,0,
1999-04,1999,April,0,0,0,0,3,19,18,14,4,0,4,2,3,3.0,1,0,17,4,0,
1999-03,1999,März,4,0,0,0,8,15,12,7,3,0,6,2,0,0.0,0,2,19,1,0,
1999-02,1999,Februar,15,6,0,0,14,19,16,13,10,11,3,3,0,0.0,0,1,19,6,0,
1998-10,1998,Oktober,0,0,0,0,6,20,18,15,0,0,0,3,1,1.0,0,0,19,5,0,
1998-09,1998,September,0,0,3,0,2,20,18,15,0,0,0,3,0,0.0,0,3,16,2,0,
1998-06,1998,Juni,0,0,13,4,0,12,11,9,0,0,0,0,3,3.0,1,0,14,6,0,
1998-04,1998,April,1,0,0,0,6,21,20,18,2,0,3,1,1,1.0,0,1,17,9,0,
1997-02,1997,Februar,14,0,0,0,3,15,14,9,1,0,8,1,0,0.0,0,5,11,6,0,
1996-12,1996,Dezember,20,8,0,0,16,18,13,11,5,4,6,6,0,0.0,0,0,19,6,0,
1996-11,1996,November,6,0,0,0,13,21,19,6,8,3,2,1,0,0.0,0,0,16,0,0,
1996-09,1996,September,0,0,0,0,3,9,9,6,0,0,1,6,0,0.0,0,4,13,0,0,
1996-08,1996,August,0,0,12,1,2,18,16,13,0,0,0,1,3,3.0,0,4,13,2,0,
1996-07,1996,Juli,0,0,14,0,2,9,9,9,0,0,0,1,0,0.0,0,7,10,0,0,
1995-11,1995,November,11,0,0,0,8,10,9,8,3,1,11,2,0,0.0,0,3,17,3,0,
1995-08,1995,August,0,0,17,4,2,16,14,13,0,0,0,0,3,3.0,0,4,13,0,0,
1995-07,1995,Juli,0,0,25,12,0,10,8,7,0,0,0,0,5,5.0,1,6,5,4,0,
1995-06,1995,Juni,0,0,8,4,1,14,14,10,0,0,0,1,1,1.0,0,4,13,0,0,
1995-03,1995,März,16,0,0,0,5,17,14,14,9,3,12,0,0,0.0,0,2,12,9,0,
1995-02,1995,Februar,4,0,0,0,4,18,16,12,2,1,3,2,1,1.0,0,0,17,7,0,
1995-01,1995,Januar,18,4,0,0,7,21,21,19,10,14,6,0,1,1.0,0,3,19,12,1,
1994-07,1994,Juli,0,0,26,16,1,12,8,6,0,0,0,0,4,4.0,0,4,7,1,0,
1994-06,1994,Juni,0,0,17,4,1,10,9,8,0,0,0,0,4,4.0,0,1,13,3,0,
1994-04,1994,April,3,0,2,0,8,18,16,14,2,0,3,0,0,0.0,0,2,19,7,0,
1994-01,1994,Januar,13,1,0,0,8,17,16,13,5,1,11,0,2,2.0,0,2,17,10,1,
1993-10,1993,Oktober,1,0,0,0,14,20,20,15,0,0,1,1,0,0.0,0,1,24,1,0,
1993-07,1993,Juli,0,0,11,4,2,17,15,14,0,0,0,0,4,4.0,1,3,13,3,0,
1993-06,1993,Juni,0,0,12,2,2,16,14,13,0,0,0,1,1,1.0,0,2,13,0,0,
1993-04,1993,April,1,0,2,0,2,18,18,12,0,0,3,0,1,1.0,0,0,15,3,0,
1993-03,1993,März,17,1,0,0,6,8,5,4,3,8,15,2,1,1.0,0,10,10,0,0,
1992-09,1992,September,0,0,8,0,2,13,11,10,0,0,1,0,0,0.0,0,5,11,2,0,
1992-05,1992,Mai,0,0,12,2,4,11,7,4,0,0,1,0,0,0.0,0,5,10,2,0,
1992-04,1992,April,1,0,2,0,4,16,13,12,2,0,9,0,2,2.0,1,0,13,5,1,
1991-11,1991,November,6,0,0,0,12,19,18,15,2,0,3,2,0,0.0,0,2,17,0,0,
1991-08,1991,August,0,0,26,6,0,5,4,4,0,0,0,1,1,1.0,0,7,6,0,0,
1991-07,1991,Juli,0,0,25,10,0,11,10,9,0,0,0,1,4,4.0,1,2,9,3,0,
1991-04,1991,April,5,0,0,0,2,12,10,7,3,0,9,2,2,2.0,0,3,11,0,0,
1991-02,1991,Februar,25,7,0,0,3,12,10,3,9,10,14,2,0,0.0,0,5,10,2,1,
1990-08,1990,August,0,0,19,9,1,9,8,8,0,0,0,1,3,3.0,1,9,8,1,0,
1990-07,1990,Juli,0,0,19,5,1,11,8,7,0,0,0,0,2,2.0,0,10,8,1,0,
1990-06,1990,Juni,0,0,9,2,3,20,20,15,0,0,0,0,4,4.0,1,2,14,5,0,
1990-03,1990,März,4,0,1,0,4,11,9,5,4,0,8,1,0,0.0,0,8,12,3,1,
1990-02,1990,Februar,2,0,0,0,5,14,14,11,3,0,3,1,1,1.0,1,7,11,11,5,
1990-01,1990,Januar,19,0,0,0,3,11,10,6,0,0,17,4,0,0.0,1,6,8,6,1,
1989-06,1989,Juni,0,0,13,1,1,12,10,9,0,0,0,0,4,4.0,1,3,9,2,0,
1989-02,1989,Februar,11,0,0,0,7,15,13,7,2,0,11,6,0,0.0,0,4,12,6,0,
1988-11,1988,November,14,3,0,0,8,12,9,7,4,7,9,4,0,0.0,0,1,16,2,0,
1988-10,1988,Oktober,1,0,1,0,9,15,13,12,0,0,0,6,1,0.0,0,0,14,5,0,
1988-08,1988,August,0,0,18,5,1,15,11,10,0,0,0,0,13,2.0,1,4,6,1,0,
1988-07,1988,Juli,0,0,14,3,0,17,15,12,0,0,0,0,9,3.0,0,5,4,5,0,
1988-06,1988,Juni,0,0,11,0,4,15,15,11,0,0,0,0,10,5.0,0,1,12,0,0,
1988-05,1988,Mai,0,0,4,0,0,20,17,13,13,0,1,0,12,3.0,0,2,17,2,0,
1988-04,1988,April,2,0,1,0,7,12,11,8,0,0,5,1,2,1.0,0,3,16,0,0,
1988-02,1988,Februar,18,0,0,0,2,17,14,13,10,5,11,1,2,2.0,1,6,16,11,0,
1987-12,1987,Dezember,14,2,0,0,18,10,8,5,1,0,7,6,0,0.0,0,2,19,1,0,
1987-07,1987,Juli,0,0,15,3,0,19,16,15,0,0,0,1,11,4.0,0,2,13,6,0,
1987-02,1987,Februar,14,2,0,0,15,21,18,11,8,15,2,0,0,0.0,0,1,23,0,0,
1986-12,1986,Dezember,13,2,0,0,10,18,15,10,9,8,7,1,1,0.0,0,6,15,1,0,
1986-09,1986,September,0,0,4,0,3,7,6,6,0,0,0,7,3,1.0,0,1,7,1,0,
1986-05,1986,Mai,0,0,9,0,1,21,19,14,0,0,0,2,16,6.0,0,1,18,3,0,
1985-02,1985,Februar,17,10,0,0,10,10,10,5,6,17,5,1,0,0.0,0,5,13,2,0,
1985-01,1985,Januar,25,16,0,0,13,16,14,9,11,24,9,2,1,0.0,0,1,17,2,0,
1984-09,1984,September,0,0,5,1,6,18,17,17,0,0,0,1,1,1.0,0,2,23,4,0,
1984-06,1984,Juni,0,0,7,0,0,11,8,6,0,0,0,0,1,1.0,1,3,5,2,0,
1983-12,1983,Dezember,18,1,0,0,9,12,12,9,3,6,11,3,1,1.0,0,7,11,10,0,
1983-10,1983,Oktober,2,0,1,0,7,11,9,6,0,0,5,5,1,1.0,0,5,13,2,0,
1983-04,1983,April,0,0,0,0,3,25,22,16,5,0,1,1,4,2.0,0,1,22,11,0,
1983-01,1983,Januar,13,0,0,0,9,15,14,11,6,3,12,1,1,0.0,0,4,14,8,0,
1982-11,1982,November,2,0,0,0,9,17,12,8,0,0,5,3,0,0.0,0,4,12,1,0,
1981-11,1981,November,10,0,0,0,6,14,12,9,6,0,9,5,2,0.0,0,3,10,4,0,
1981-08,1981,August,0,0,16,5,0,10,8,5,0,0,0,2,7,2.0,1,5,9,1,0,
1981-04,1981,April,4,0,0,0,7,13,10,6,0,0,8,1,3,1.0,0,5,15,0,0,
1981-02,1981,Februar,23,0,0,0,5,9,8,5,7,6,15,7,0,0.0,0,5,10,0,0,
1980-12,1980,Dezember,21,5,0,0,5,17,13,8,10,10,11,5,0,0.0,0,4,16,8,0,
1980-07,1980,Juli,0,0,7,1,4,15,15,11,0,0,0,1,4,2.0,1,4,18,1,0,
1980-04,1980,April,1,0,0,0,2,17,16,9,5,0,3,1,3,2.0,0,3,18,1,0,
1980-02,1980,Februar,9,1,0,0,6,13,13,11,0,0,7,6,0,0.0,0,3,13,6,1,
1980-01,1980,Januar,21,6,0,0,11,13,12,9,7,6,11,4,0,0.0,0,4,19,1,0,
1979-11,1979,November,7,0,0,0,9,17,16,12,2,0,9,3,2,1.0,0,2,16,8,1,
1979-10,1979,Oktober,0,0,1,0,9,13,12,11,0,0,1,5,1,0.0,0,2,17,0,0,
1979-09,1979,September,0,0,9,0,5,8,8,8,0,0,0,5,3,1.0,0,8,12,0,0,
1979-06,1979,Juni,0,0,11,0,1,17,15,14,0,0,0,1,11,8.0,0,2,14,1,0,
1979-05,1979,Mai,2,0,7,2,1,20,18,11,2,0,5,0,6,3.0,0,4,13,3,0,
1979-02,1979,Februar,13,1,0,0,14,17,17,14,7,7,7,7,0,0.0,0,0,21,1,0,
1978-08,1978,August,0,0,9,0,2,12,10,8,0,0,0,2,4,4.0,10,4,13,0,0,
1977-12,1977,Dezember,12,2,0,0,6,14,13,11,0,0,12,6,0,0.0,0,5,18,0,0,
1977-10,1977,Oktober,0,0,0,0,4,16,13,9,0,0,2,10,0,0.0,0,2,11,1,0,
1977-05,1977,Mai,0,0,3,0,4,12,11,7,0,0,0,3,4,2.0,0,2,18,0,0,
1977-04,1977,April,4,0,0,0,7,20,17,15,4,0,4,0,1,0.0,0,0,22,4,0,
1976-06,1976,Juni,0,0,21,11,1,2,2,2,0,0,0,0,5,1.0,0,17,5,0,0,
1976-05,1976,Mai,1,0,7,0,1,14,14,11,0,0,2,0,4,3.0,0,10,7,0,0,
1976-04,1976,April,6,0,0,0,5,8,6,5,4,0,7,1,1,0.0,0,10,6,0,0,
1975-06,1975,Juni,0,0,5,0,4,17,16,13,0,0,0,0,9,3.0,1,2,13,16,0,
1974-12,1974,Dezember,7,0,0,0,11,15,13,11,2,0,6,2,1,1.0,0,4,19,18,0,
1974-11,1974,November,3,0,0,0,9,20,17,15,2,0,4,5,0,0.0,0,0,15,15,0,
1974-06,1974,Juni,0,0,5,0,0,14,13,9,0,0,0,0,7,4.0,0,4,9,14,0,
1974-05,1974,Mai,0,0,1,0,6,16,14,13,0,0,0,1,5,2.0,0,3,15,8,0,
1974-01,1974,Januar,8,0,0,0,12,16,13,9,1,0,9,1,0,0.0,0,0,15,16,1,
1973-12,1973,Dezember,17,4,0,0,13,13,10,9,6,7,12,5,1,0.0,0,3,17,0,0,
1973-08,1973,August,0,0,18,5,2,11,11,8,0,0,0,0,8,2.0,1,0,0,2,0,
1973-07,1973,Juli,0,0,12,3,0,13,11,9,0,0,0,1,7,1.0,0,0,0,2,1,
1973-04,1973,April,7,0,0,0,3,18,15,13,8,3,5,0,0,0.0,0,3,7,2,0,
1973-03,1973,März,15,0,0,0,6,11,11,10,4,2,9,2,0,0.0,0,2,15,0,0,
1973-02,1973,Februar,16,0,0,0,7,13,12,9,10,2,9,2,2,2.0,0,3,16,9,0,
1972-12,1972,Dezember,22,7,0,0,7,8,6,5,2,4,20,6,0,0.0,0,12,9,,,
1972-08,1972,August,0,0,10,2,0,10,8,7,0,0,0,3,4,1.0,0,2,9,,,
1972-07,1972,Juli,0,0,14,2,3,16,14,11,0,0,0,0,8,5.0,1,2,8,,,
1972-05,1972,Mai,0,0,0,0,4,16,15,12,0,0,0,1,4,2.0,1,0,12,,,
1972-04,1972,April,1,0,0,0,6,16,15,12,1,0,1,0,1,1.0,1,1,15,,,
1972-01,1972,Januar,21,5,0,0,18,14,11,8,11,13,5,8,0,0.0,0,3,19,,,
1971-10,1971,Oktober,1,0,1,0,4,2,2,2,0,0,4,3,1,0.0,0,7,6,,,
1971-09,1971,September,0,0,1,0,0,4,4,4,0,0,2,2,1,0.0,0,11,4,,,
1971-05,1971,Mai,0,0,9,0,6,16,15,12,0,0,0,0,10,7.0,0,2,18,,,
1971-04,1971,April,1,0,2,0,3,8,7,5,0,0,2,0,4,0.0,0,7,8,,,
1971-02,1971,Februar,18,2,0,0,8,12,11,8,8,2,8,6,0,0.0,0,1,15,,,
1970-11,1970,November,6,0,0,0,8,14,12,10,0,0,6,2,0,0.0,0,4,13,,,
1970-09,1970,September,0,0,5,0,1,14,7,5,0,0,0,4,5,2.0,0,8,7,,,
1970-07,1970,Juli,0,0,15,1,1,18,11,9,0,0,0,0,9,3.0,1,1,9,,,
1970-06,1970,Juni,0,0,15,0,1,17,12,11,0,0,0,0,17,5.0,0,3,8,,,
1970-02,1970,Februar,12,4,0,0,10,26,22,19,13,8,1,5,1,1.0,1,0,23,,,
1969-11,1969,November,9,1,0,0,7,21,15,15,4,3,5,6,0,0.0,0,2,14,,,
1969-09,1969,September,0,0,3,0,4,11,7,7,0,0,0,10,4,2.0,0,2,5,,,
1969-08,1969,August,0,0,13,1,2,16,14,14,0,0,0,1,8,5.0,1,5,12,,,
1969-06,1969,Juni,0,0,5,0,6,21,17,15,0,0,0,0,7,2.0,0,3,13,,,
1968-10,1968,Oktober,0,0,0,0,4,20,8,6,0,0,0,11,1,1.0,1,1,15,,,
