datum,jahr,monat,frosttag,eistag,sommertag,hitzetag,sonnenlos,regen1,regen2,regen3,schneefall,schneedecke,reif,nebel,gewitter1,gewitter2,hagel,hell,trueb,wind1,wind2,heiztage
1960-03,1960,März,6,0,0,0,9,10,10,8,2,1,2,3,1,0.0,0,2,16,,,
1960-01,1960,Januar,18,9,0,0,8,16,15,12,5,11,4,7,0,0.0,0,1,15,,,
1959-12,1959,Dezember,11,0,0,0,13,18,15,13,0,0,5,7,0,0.0,0,2,21,,,
1959-11,1959,November,8,0,0,0,12,13,11,6,0,0,4,9,0,0.0,0,1,17,,,
1959-10,1959,Oktober,0,0,0,0,8,14,13,10,0,0,0,9,0,0.0,0,8,10,,,
1959-09,1959,September,0,0,14,1,1,3,3,3,0,0,0,3,2,0.0,0,16,3,,,
1959-07,1959,Juli,0,0,25,12,2,11,8,4,0,0,0,0,8,2.0,0,8,8,,,
1959-06,1959,Juni,0,0,12,1,2,17,15,14,0,0,0,0,11,3.0,1,1,12,,,
1958-11,1958,November,3,0,0,0,21,11,9,8,0,0,2,8,0,0.0,0,1,26,,,
1958-10,1958,Oktober,2,0,0,0,4,13,13,12,0,0,1,8,1,0.0,0,2,14,,,
1958-06,1958,Juni,0,0,8,0,2,15,14,12,0,0,0,0,4,1.0,0,5,13,,,
1958-04,1958,April,5,0,0,0,6,13,11,10,6,2,2,0,0,0.0,0,5,15,,,
1958-01,1958,Januar,18,1,0,0,12,17,14,9,10,10,3,5,0,0.0,0,3,18,,,
1957-07,1957,Juli,0,0,12,8,1,17,17,13,0,0,0,1,7,2.0,1,5,13,,,
1957-05,1957,Mai,2,0,1,0,6,14,11,9,2,0,0,1,3,1.0,1,2,13,,,
1957-01,1957,Januar,25,9,0,0,11,13,12,6,7,19,14,4,0,0.0,0,9,15,,,
1956-08,1956,August,0,0,6,1,3,22,21,17,0,0,0,2,7,6.0,2,3,14,,,
1956-07,1956,Juli,0,0,13,2,3,16,16,16,0,0,0,0,9,8.0,2,2,10,,,
1956-01,1956,Januar,15,0,0,0,14,20,15,10,6,2,4,6,0,0.0,0,2,19,,,
1954-05,1954,Mai,0,0,7,0,2,13,13,13,0,0,0,0,5,2.0,0,5,11,,,
1954-01,1954,Januar,23,17,0,0,16,19,18,15,13,13,2,0,0,0.0,0,3,25,,,
1953-11,1953,November,15,0,0,0,5,7,5,4,0,0,10,9,0,0.0,0,6,8,,,
1953-07,1953,Juli,0,0,17,2,0,14,13,11,0,0,0,0,9,8.0,1,5,5,,,
1953-01,1953,Januar,29,13,0,0,19,10,8,6,10,27,8,5,0,0.0,0,3,20,,,
1952-09,1952,September,0,0,1,0,3,20,19,16,0,0,0,3,3,2.0,0,1,12,,,
1952-08,1952,August,0,0,20,12,1,11,8,7,0,0,0,0,4,4.0,0,6,9,,,
1952-07,1952,Juli,0,0,26,14,0,5,4,4,0,0,0,0,5,3.0,0,13,1,,,
1952-06,1952,Juni,0,0,15,3,0,8,8,7,0,0,0,0,5,3.0,1,8,8,,,
1952-04,1952,April,5,0,1,0,5,7,7,6,1,3,3,1,5,2.0,1,7,8,,,
1952-02,1952,Februar,25,2,0,0,9,10,10,9,8,18,0,5,0,0.0,0,3,18,,,
1952-01,1952,Januar,20,5,0,0,11,18,15,13,14,14,0,0,0,0.0,0,3,22,,,
1951-06,1951,Juni,0,0,9,2,1,18,18,18,0,0,0,2,10,9.0,0,3,16,,,
1951-04,1951,April,4,0,1,0,4,14,13,9,0,0,0,0,1,1.0,0,6,10,,,
1951-03,1951,März,15,0,0,0,7,17,14,10,4,1,5,0,1,0.0,0,2,18,,,
1950-08,1950,August,0,0,21,5,2,14,14,14,0,0,0,2,8,8.0,0,4,14,,,
1950-07,1950,Juli,0,0,25,8,0,12,12,10,0,0,0,0,8,5.0,0,4,4,,,
1950-02,1950,Februar,10,0,0,0,8,18,16,12,4,4,5,1,2,1.0,0,3,12,,,
1950-01,1950,Januar,21,8,0,0,10,11,9,6,4,7,7,3,0,0.0,0,2,18,,,
1949-11,1949,November,7,0,0,0,12,17,16,12,1,0,6,4,0,0.0,0,2,19,,,
1949-10,1949,Oktober,4,0,1,0,3,6,5,4,0,0,2,10,1,0.0,0,2,6,,,
1949-07,1949,Juli,0,0,26,14,0,5,4,3,0,0,0,0,3,3.0,0,14,3,,,
1948-09,1948,September,0,0,6,0,1,11,10,8,0,0,0,5,2,2.0,0,5,5,,,
1948-06,1948,Juni,0,0,12,7,0,19,17,14,0,0,0,0,11,10.0,0,4,13,,,
1948-04,1948,April,1,0,3,0,3,12,12,10,0,0,0,0,4,2.0,1,6,10,,,
1947-07,1947,Juli,0,0,21,13,2,11,10,8,0,0,0,0,5,4.0,0,10,6,,,
1947-05,1947,Mai,0,0,14,5,6,13,11,8,0,0,0,2,3,0.0,0,5,14,,,
1947-04,1947,April,1,0,5,0,3,15,12,4,0,0,0,0,2,2.0,0,8,7,,,
1947-03,1947,März,10,0,0,0,6,20,19,15,2,2,0,1,2,2.0,0,2,17,,,
1947-02,1947,Februar,27,13,0,0,17,12,12,10,9,11,0,5,0,0.0,0,1,19,,,
1947-01,1947,Januar,24,13,0,0,10,11,8,6,4,2,0,1,0,0.0,0,5,14,,,
1946-08,1946,August,0,0,15,5,2,15,14,12,0,0,0,1,7,4.0,0,4,7,,,
1946-05,1946,Mai,0,0,6,0,1,18,16,12,0,0,0,1,7,5.0,0,3,10,,,
1945-12,1945,Dezember,15,3,0,0,12,19,16,14,2,4,4,0,0,0.0,0,0,22,,,
1945-10,1945,Oktober,0,0,0,0,5,13,9,6,0,0,0,12,0,0.0,0,1,8,,,
1945-09,1945,September,0,0,10,0,3,15,12,11,0,0,0,6,3,2.0,1,4,11,,,
1945-03,1945,März,3,0,0,0,8,10,9,8,2,0,0,2,0,0.0,0,7,17,,,
1945-02,1945,Februar,9,0,0,0,5,11,11,9,1,5,0,10,0,0.0,1,1,9,,,
1945-01,1945,Januar,31,23,0,0,12,13,13,13,13,30,0,5,0,0.0,0,1,19,,,
1944-12,1944,Dezember,21,8,0,0,9,12,12,11,2,0,0,5,0,0.0,0,6,14,,,
1944-10,1944,Oktober,1,0,0,0,8,16,12,10,0,0,0,12,0,0.0,0,0,16,,,
1944-03,1944,März,22,0,0,0,3,11,11,7,9,0,0,0,0,0.0,0,3,16,,,
1943-12,1943,Dezember,18,0,0,0,18,11,8,4,2,1,2,15,0,0.0,0,1,26,,,
1943-07,1943,Juli,0,0,23,5,0,11,11,8,0,0,0,0,10,5.0,0,10,8,,,
1943-04,1943,April,1,0,2,0,3,15,13,11,3,0,1,0,3,1.0,0,5,8,,,
1942-12,1942,Dezember,17,2,0,0,12,9,7,4,3,3,8,12,0,0.0,0,4,17,,,
1942-08,1942,August,0,0,21,8,0,11,11,9,0,0,0,4,10,5.0,0,7,7,,,
1942-06,1942,Juni,0,0,10,3,0,12,11,11,0,0,0,1,7,7.0,1,8,8,,,
1942-05,1942,Mai,2,0,5,1,0,18,17,11,0,0,2,2,8,4.0,1,4,12,,,
1942-03,1942,März,10,0,0,0,9,14,12,11,2,3,4,11,0,0.0,0,3,13,,,
1942-01,1942,Januar,28,17,0,0,13,13,13,12,12,26,0,3,0,0.0,1,2,20,,,
1941-11,1941,November,11,1,0,0,12,11,9,9,4,4,3,1,0,0.0,0,0,14,,,
1941-10,1941,Oktober,3,0,0,0,8,12,11,10,3,0,2,2,1,0.0,0,0,19,,,
1941-08,1941,August,0,0,9,1,0,20,19,16,0,0,0,0,3,3.0,0,4,17,,,
1941-05,1941,Mai,3,0,0,0,2,17,17,15,0,0,1,0,5,2.0,1,5,17,,,
1941-03,1941,März,12,0,0,0,4,13,12,11,1,1,8,2,0,0.0,0,7,10,,,
1941-02,1941,Februar,15,3,0,0,6,17,15,11,9,8,5,3,0,0.0,0,1,11,,,
1940-08,1940,August,0,0,8,1,2,8,8,8,0,0,0,0,4,2.0,0,10,8,2,,
1940-06,1940,Juni,0,0,7,1,3,15,13,10,0,0,0,3,5,3.0,0,4,13,2,,
1940-04,1940,April,1,0,0,0,4,16,15,14,0,0,0,1,6,2.0,0,5,15,3,,
1940-03,1940,März,13,0,0,0,4,14,12,12,4,3,0,1,3,3.0,0,4,10,3,,
1940-02,1940,Februar,17,5,0,0,9,16,12,9,7,13,0,3,0,0.0,0,0,14,1,,
1940-01,1940,Januar,30,23,0,0,14,12,11,7,7,28,2,2,0,0.0,0,4,18,1,,
1939-11,1939,November,4,0,0,0,5,18,15,12,1,0,0,0,0,0.0,0,0,19,2,,
1939-10,1939,Oktober,0,0,0,0,13,24,24,23,2,0,1,0,3,2.0,0,0,27,1,,
1939-09,1939,September,0,0,3,1,4,14,14,10,0,0,0,8,4,2.0,0,1,13,0,,
1939-05,1939,Mai,0,0,0,0,11,23,21,18,0,0,0,2,3,1.0,0,1,23,1,,
1939-02,1939,Februar,11,1,0,0,3,9,6,5,1,0,0,0,0,0.0,0,4,11,1,,
1938-10,1938,Oktober,1,0,0,0,4,11,10,9,1,0,2,9,0,0.0,0,1,9,4,,
1938-06,1938,Juni,0,0,15,3,3,15,12,11,0,0,0,0,7,4.0,1,8,7,2,,
1938-05,1938,Mai,0,0,3,0,5,15,13,13,0,0,0,1,3,1.0,2,5,14,4,,
1938-03,1938,März,3,0,0,0,1,4,4,4,0,0,0,1,0,0.0,0,15,6,1,,
1937-05,1937,Mai,0,0,6,2,0,13,13,12,0,0,0,0,8,6.0,3,8,8,2,,
1937-03,1937,März,5,0,0,0,6,20,17,16,4,1,0,0,0,0.0,1,0,16,6,,
1937-02,1937,Februar,3,0,0,0,7,22,21,18,5,1,1,0,0,0.0,1,0,16,10,,
1936-11,1936,November,6,0,0,0,12,17,15,14,0,0,4,3,0,0.0,0,0,21,2,,
1936-09,1936,September,0,0,2,0,3,20,16,16,0,0,0,4,7,4.0,0,3,18,4,,
1936-07,1936,Juli,0,0,7,1,0,22,21,20,0,0,0,0,9,4.0,0,1,17,5,,
1936-03,1936,März,5,0,0,0,6,10,9,6,2,0,6,0,0,0.0,0,4,11,1,,
1936-02,1936,Februar,14,2,0,0,5,12,10,9,2,2,8,0,1,1.0,1,3,15,6,,
1935-11,1935,November,4,0,0,0,6,17,13,8,0,0,8,2,0,0.0,0,3,15,1,,
1935-04,1935,April,0,0,0,0,5,23,21,17,2,1,0,0,4,0.0,2,0,19,11,,
1935-03,1935,März,11,1,0,0,4,13,11,8,5,4,5,1,1,1.0,1,9,10,2,,
1934-09,1934,September,0,0,4,1,1,9,8,7,0,0,0,2,2,2.0,0,7,7,0,,
1934-07,1934,Juli,0,0,18,3,0,12,12,10,0,0,0,0,5,5.0,0,10,6,2,,
1934-06,1934,Juni,0,0,8,1,2,17,16,11,0,0,0,0,7,4.0,0,6,9,0,,
1933-10,1933,Oktober,0,0,0,0,6,17,16,13,0,0,2,5,0,0.0,0,1,16,7,,
1933-05,1933,Mai,0,0,0,0,0,23,22,19,0,0,0,0,5,5.0,0,4,19,11,,
1933-02,1933,Februar,17,3,0,0,7,16,13,7,8,11,5,0,0,0.0,0,7,14,4,,
1932-11,1932,November,1,0,0,0,14,9,8,5,0,0,0,3,0,0.0,1,1,16,9,,
1932-10,1932,Oktober,0,0,0,0,1,19,17,14,0,0,0,0,0,0.0,0,0,16,18,,
1932-08,1932,August,0,0,20,9,0,11,9,7,0,0,0,0,8,5.0,0,8,3,7,,
1932-05,1932,Mai,0,0,5,0,3,21,21,19,0,0,0,0,5,5.0,0,3,16,8,,
1932-03,1932,März,1,0,0,0,6,11,10,9,3,8,7,0,0,0.0,0,7,14,7,,
1931-06,1931,Juni,0,0,15,4,1,12,11,8,0,0,0,0,11,7.0,0,10,7,17,,
1931-05,1931,Mai,0,0,11,0,2,16,14,13,0,0,0,0,5,4.0,0,6,10,13,,
1931-03,1931,März,18,3,0,0,8,9,9,8,7,19,6,0,0,0.0,0,4,9,5,,
1930-12,1930,Dezember,15,4,0,0,9,13,12,11,0,0,6,0,0,0.0,0,0,19,0,,
1930-08,1930,August,0,0,9,1,2,16,14,7,0,0,0,0,3,2.0,0,7,11,11,,
1929-12,1929,Dezember,6,2,0,0,7,24,23,20,3,0,4,1,0,0.0,1,1,17,13,,
1929-07,1929,Juli,0,0,18,7,2,12,11,10,0,0,0,0,7,1.0,1,6,7,11,,
1929-05,1929,Mai,0,0,7,0,2,13,12,9,0,0,0,0,5,2.0,1,4,6,7,,
1928-12,1928,Dezember,10,7,0,0,18,17,16,10,10,9,1,2,0,0.0,0,1,25,3,,
1928-09,1928,September,0,0,3,0,2,5,4,3,0,0,1,2,0,0.0,0,4,7,6,,
1928-04,1928,April,0,0,0,0,4,16,13,11,0,0,2,0,3,3.0,1,3,12,7,,
1927-06,1927,Juni,0,0,6,0,1,21,16,12,0,0,0,0,5,3.0,1,2,5,8,,
1927-05,1927,Mai,0,0,1,0,0,15,14,10,0,0,0,3,7,4.0,0,3,11,4,,
1927-04,1927,April,0,0,0,0,4,20,18,14,0,0,2,1,2,2.0,0,1,17,8,,
1927-02,1927,Februar,14,1,0,0,5,18,13,11,8,5,8,2,0,0.0,3,2,12,3,,
1926-11,1926,November,1,0,0,0,5,14,11,8,2,0,0,14,1,0.0,2,0,20,0,,
1926-10,1926,Oktober,0,0,0,0,7,18,18,14,0,0,1,13,2,1.0,0,1,22,3,,
1926-07,1926,Juli,0,0,10,0,4,17,17,14,0,0,0,2,11,4.0,0,1,13,0,,
1926-05,1926,Mai,0,0,1,0,6,20,19,16,0,0,0,0,5,3.0,2,3,18,0,,
1926-01,1926,Januar,15,5,0,0,11,20,16,13,6,12,4,1,0,0.0,0,3,16,0,,
1925-10,1925,Oktober,2,0,0,0,9,11,11,9,0,0,2,9,0,0.0,0,4,15,0,,
1925-08,1925,August,0,0,4,1,0,17,16,15,0,0,0,0,5,5.0,0,2,9,0,,
1925-05,1925,Mai,0,0,2,0,1,18,16,10,0,0,0,0,3,2.0,0,5,11,0,,
1924-12,1924,Dezember,20,2,0,0,12,9,7,4,0,0,18,13,0,0.0,1,1,16,0,,
1924-08,1924,August,0,0,3,0,2,21,21,17,0,0,0,0,4,1.0,0,3,12,0,,
1924-07,1924,Juli,0,0,11,0,2,16,15,13,0,0,0,0,8,6.0,0,4,11,0,,
1924-05,1924,Mai,0,0,8,0,1,20,19,15,0,0,0,0,4,3.0,1,1,14,0,,
1924-04,1924,April,0,0,1,0,7,19,17,16,2,0,0,0,4,1.0,0,1,16,0,,
1924-02,1924,Februar,20,7,0,0,12,9,8,5,8,7,3,3,0,0.0,0,1,19,0,,
1923-12,1923,Dezember,16,3,0,0,21,22,19,14,10,9,0,3,0,0.0,1,0,24,0,,
1923-11,1923,November,6,2,0,0,14,18,17,15,5,5,4,7,0,0.0,0,1,19,0,,
1923-08,1923,August,0,0,14,3,1,13,13,10,0,0,0,0,2,2.0,1,9,4,1,,
1923-07,1923,Juli,0,0,21,3,0,8,6,5,0,0,0,0,2,2.0,0,10,5,0,,
1922-11,1922,November,11,0,0,0,12,14,14,13,3,3,6,7,0,0.0,0,0,18,1,,
1922-10,1922,Oktober,0,0,0,0,15,21,18,15,1,0,0,4,0,0.0,2,1,23,0,,
1922-06,1922,Juni,0,0,9,0,1,15,12,12,0,0,0,0,7,3.0,0,0,7,0,,
1922-01,1922,Januar,21,5,0,0,14,22,17,15,10,21,1,3,0,0.0,2,0,23,1,,
1921-08,1921,August,0,0,20,4,1,13,13,12,0,0,0,2,8,4.0,0,8,7,0,,
1921-06,1921,Juni,0,0,10,0,2,12,11,11,0,0,0,0,5,4.0,1,3,5,0,,
1921-05,1921,Mai,0,0,2,0,1,18,16,13,0,0,0,1,6,5.0,1,0,9,0,,
1921-03,1921,März,10,0,0,0,2,7,7,3,0,0,8,0,1,0.0,0,9,7,0,,
1921-02,1921,Februar,17,0,0,0,10,2,2,1,2,0,10,3,0,0.0,0,0,12,0,,
2025-09,2025,September,0,0,6,0,5,16,14,13,0,0,0,1,7,3.0,0,3,13,0,0,6.0
2025-06,2025,Juni,0,0,21,9,0,9,9,9,0,0,0,0,6,4.0,0,10,7,2,0,0.0
2025-02,2025,Februar,9,0,0,0,9,12,12,8,1,1,5,2,0,0.0,0,0,17,2,0,28.0
2025-01,2025,Januar,16,0,0,0,4,14,11,11,2,3,12,1,1,0.0,0,2,14,9,0,31.0
2024-08,2024,August,0,0,26,13,1,8,6,6,0,0,0,0,7,3.0,0,6,6,2,0,0.0
2024-07,2024,Juli,0,0,21,6,0,15,14,9,0,0,0,0,7,4.0,0,0,8,3,0,0.0
2024-05,2024,Mai,0,0,4,0,4,23,21,17,0,0,0,0,8,6.0,0,1,17,2,0,1.0
2023-12,2023,Dezember,5,1,0,0,12,19,17,14,3,4,4,2,0,0.0,0,1,18,6,1,30.0
2023-07,2023,Juli,0,0,21,7,0,15,14,12,0,0,0,0,11,9.0,0,1,6,3,0,0.0
2023-01,2023,Januar,11,0,0,0,13,16,15,10,3,2,3,0,0,0.0,0,0,22,7,0,31.0
2022-12,2022,Dezember,13,6,0,0,13,15,15,13,5,12,3,8,0,0.0,0,0,19,2,0,29.0
2022-11,2022,November,0,0,0,0,6,20,17,14,0,0,0,3,1,0.0,0,1,18,1,0,29.0
2022-10,2022,Oktober,0,0,1,0,3,14,11,7,0,0,0,6,1,1.0,0,1,10,2,1,2.0
2022-07,2022,Juli,0,0,27,11,0,6,5,3,0,0,0,0,4,3.0,1,10,1,1,1,0.0
2022-03,2022,März,9,0,0,0,3,4,3,3,0,0,12,0,1,0.0,0,13,6,0,0,29.0
2021-12,2021,Dezember,9,0,0,0,13,16,15,14,1,0,6,5,0,0.0,0,2,28,4,0,31.0
2021-11,2021,November,1,0,0,0,12,15,15,10,4,0,2,7,0,0.0,0,0,21,0,0,28.0
2021-09,2021,September,0,0,11,0,1,10,9,7,0,0,0,3,2,2.0,0,4,8,2,0,23.0
2021-08,2021,August,0,0,8,2,1,15,11,8,0,0,0,0,5,2.0,0,3,10,1,0,17.0
2021-05,2021,Mai,0,0,1,0,4,19,19,15,0,0,0,2,3,2.0,0,3,16,6,0,0.0
2021-03,2021,März,9,0,1,0,5,10,10,10,4,0,14,0,1,0.0,0,5,12,4,0,23.0
2021-02,2021,Februar,8,4,0,0,4,11,9,8,3,8,2,2,0,0.0,0,4,11,2,0,30.0
2020-10,2020,Oktober,0,0,0,0,6,20,20,19,0,0,0,3,0,0.0,0,0,20,3,0,19.0
2020-06,2020,Juni,0,0,13,2,1,17,17,13,0,0,0,0,4,2.0,0,4,15,5,0,0.0
2020-05,2020,Mai,0,0,6,0,4,10,9,6,0,0,0,2,1,0.0,0,3,12,0,0,9.0
2020-04,2020,April,3,0,1,0,0,6,6,3,0,0,6,0,0,0.0,0,13,6,2,0,8.0
2019-12,2019,Dezember,8,0,0,0,5,17,15,11,0,0,7,4,0,0.0,0,3,15,6,0,30.0
2019-10,2019,Oktober,0,0,1,0,9,19,19,17,0,0,0,3,2,0.0,0,1,20,2,0,8.0
2019-06,2019,Juni,0,0,16,10,0,15,12,8,0,0,0,0,6,3.0,0,6,8,3,0,0.0
2019-02,2019,Februar,11,0,0,0,3,6,6,6,1,0,15,2,0,0.0,0,10,8,4,1,28.0
2019-01,2019,Januar,16,2,0,0,12,17,14,7,9,5,6,0,0,0.0,0,0,18,6,0,31.0
2018-12,2018,Dezember,10,0,0,0,8,17,15,15,2,1,7,2,1,1.0,0,0,22,8,0,30.0
2018-04,2018,April,0,0,5,0,0,8,5,4,0,0,2,0,1,1.0,0,1,7,7,0,7.0
2017-12,2017,Dezember,11,0,0,0,14,19,18,15,7,4,2,2,1,0.0,0,1,20,11,0,30.0
2017-10,2017,Oktober,1,0,2,0,3,13,11,9,0,0,1,1,0,0.0,0,5,10,2,0,13.0
2017-08,2017,August,0,0,22,10,1,10,9,8,0,0,0,0,7,3.0,0,2,7,3,0,0.0
2017-07,2017,Juli,0,0,20,7,0,18,17,14,0,0,0,0,8,3.0,0,1,12,5,0,0.0
2017-02,2017,Februar,3,0,0,0,4,15,14,8,1,0,5,3,0,0.0,0,2,14,6,0,28.0
2016-12,2016,Dezember,23,0,0,0,5,6,4,2,0,0,21,9,0,0.0,0,6,9,0,0,31.0
2016-08,2016,August,0,0,21,5,0,9,7,7,0,0,0,0,4,3.0,1,6,7,2,0,0.0
2016-06,2016,Juni,0,0,8,2,0,23,23,20,0,0,0,1,10,5.0,1,2,18,1,0,0.0
2016-05,2016,Mai,0,0,6,0,4,18,16,14,0,0,1,1,5,4.0,0,1,15,1,0,10.0
2016-04,2016,April,1,0,0,0,5,17,14,12,2,0,1,0,3,1.0,0,0,19,0,0,23.0
2015-11,2015,November,2,0,0,0,4,11,8,6,5,1,1,3,0,0.0,0,2,10,5,0,21.0
2015-09,2015,September,0,0,2,0,0,11,11,9,0,0,0,2,2,1.0,0,3,8,3,0,3.0
2015-05,2015,Mai,0,0,3,1,2,13,11,9,0,0,0,0,1,0.0,0,0,18,2,0,5.0
2015-03,2015,März,5,0,0,0,5,10,8,8,0,0,13,0,1,0.0,0,2,12,4,1,30.0
2015-02,2015,Februar,16,0,0,0,7,11,7,5,3,1,9,2,0,0.0,0,4,14,1,0,28.0
2014-07,2014,Juli,0,0,14,3,6,21,21,19,0,0,0,0,8,6.0,0,2,18,3,1,0.0
2014-06,2014,Juni,0,0,13,6,0,9,5,4,0,0,0,0,7,2.0,0,3,4,2,0,0.0
2014-03,2014,März,2,0,0,0,0,5,5,3,0,0,14,0,0,0.0,0,9,11,1,0,25.0
2013-11,2013,November,6,0,0,0,11,16,14,14,5,1,3,5,0,0.0,0,0,19,5,0,26.0
2013-07,2013,Juli,0,0,26,8,0,9,9,7,0,0,0,0,8,2.0,0,5,6,1,0,0.0
2013-06,2013,Juni,0,0,11,3,1,10,10,10,0,0,0,0,5,1.0,0,1,9,2,0,2.0
2013-02,2013,Februar,17,6,0,0,4,18,14,11,16,12,4,3,0,0.0,0,0,17,3,0,28.0
2012-12,2012,Dezember,11,3,0,0,7,23,21,17,10,9,5,1,0,0.0,0,0,18,4,0,31.0
2012-09,2012,September,0,0,4,0,5,11,10,10,0,0,0,4,2,1.0,0,1,15,4,0,5.0
2012-08,2012,August,0,0,23,6,1,10,10,8,0,0,0,0,11,3.0,0,3,8,6,0,0.0
2012-04,2012,April,0,0,1,0,5,21,18,15,1,0,1,1,0,0.0,0,0,19,1,0,25.0
2012-01,2012,Januar,9,1,0,0,18,23,19,16,4,1,6,3,1,1.0,0,1,18,8,1,31.0
2011-09,2011,September,0,0,13,3,1,9,9,8,0,0,0,0,2,2.0,0,3,7,1,0,1.0
2011-06,2011,Juni,0,0,12,3,2,13,11,8,0,0,0,0,4,4.0,0,2,11,3,0,1.0
2011-05,2011,Mai,0,0,17,1,0,8,7,6,0,0,0,0,1,1.0,0,4,4,0,0,5.0
2011-04,2011,April,0,0,1,0,0,5,4,4,0,0,3,0,0,0.0,0,8,9,0,0,8.0
2010-08,2010,August,0,0,10,3,4,19,17,15,0,0,0,0,1,1.0,0,2,13,4,0,0.0
2010-04,2010,April,0,0,2,0,0,10,8,6,1,0,2,1,0,0.0,0,4,11,1,0,18.0
2009-08,2009,August,0,0,21,8,1,9,9,6,0,0,0,0,5,5.0,0,8,8,1,0,0.0
2009-05,2009,Mai,0,0,8,2,1,18,16,14,0,0,0,0,4,4.0,2,3,9,2,0,2.0
2009-04,2009,April,0,0,0,0,3,8,7,5,0,0,0,1,1,1.0,1,3,13,3,0,12.0
2008-10,2008,Oktober,0,0,0,0,6,19,15,12,1,1,3,3,0,0.0,0,2,15,3,0,17.0
2008-09,2008,September,0,0,5,0,1,10,8,7,0,0,2,4,1,1.0,0,0,14,1,0,15.0
2008-07,2008,Juli,0,0,16,5,1,10,10,9,0,0,0,0,3,3.0,0,5,10,2,0,0.0
2008-06,2008,Juni,0,0,14,3,5,13,12,8,0,0,0,0,0,0.0,0,1,15,1,0,1.0
2008-05,2008,Mai,0,0,6,0,0,15,12,11,0,0,0,0,2,2.0,0,4,13,1,0,2.0
2008-04,2008,April,2,0,0,0,4,19,15,12,1,1,1,1,1,1.0,0,0,16,2,0,25.0
2008-02,2008,Februar,15,0,0,0,3,8,6,6,0,0,17,3,0,0.0,0,10,6,4,0,29.0
2007-11,2007,November,8,0,0,0,11,12,9,6,1,0,9,5,0,0.0,0,3,16,4,0,30.0
2007-06,2007,Juni,0,0,15,1,1,21,19,18,0,0,0,1,11,11.0,0,0,9,7,0,0.0
2007-05,2007,Mai,0,0,10,2,3,17,14,10,0,0,0,0,0,0.0,0,2,14,6,0,4.0
2007-04,2007,April,0,0,13,0,1,2,2,1,0,0,1,1,1,1.0,0,7,1,1,0,8.0
2006-10,2006,Oktober,0,0,0,0,4,13,11,9,0,0,0,4,0,0.0,0,2,12,2,0,27.0
2006-09,2006,September,0,0,14,0,2,13,13,12,0,0,0,1,2,2.0,1,2,13,0,0,22.0
2006-07,2006,Juli,0,0,29,19,0,4,4,3,0,0,0,0,4,4.0,0,11,3,0,0,3.0
2006-04,2006,April,3,0,0,0,5,19,18,16,2,1,4,2,2,2.0,0,2,13,4,0,0.0
2006-03,2006,März,16,1,0,0,6,20,19,16,8,9,4,3,0,0.0,0,3,15,5,0,7.0
2005-12,2005,Dezember,17,5,0,0,14,14,12,10,7,6,9,3,0,0.0,0,0,21,2,0,31.0
2005-08,2005,August,0,0,9,1,4,13,12,11,0,0,0,2,0,0.0,0,7,11,0,0,0.0
2005-06,2005,Juni,0,0,16,10,0,9,9,9,0,0,0,0,5,5.0,1,2,6,2,0,1.0
2005-03,2005,März,11,1,0,0,2,12,12,9,5,6,3,0,0,0.0,0,4,11,2,0,24.0
2004-11,2004,November,6,0,0,0,12,17,11,7,4,0,4,3,0,0.0,0,1,20,1,0,30.0
2004-04,2004,April,0,0,0,0,1,10,8,6,1,0,7,0,0,0.0,0,1,14,3,0,19.0
2003-12,2003,Dezember,16,0,0,0,12,15,8,7,3,0,9,3,0,0.0,0,4,18,5,0,
2003-06,2003,Juni,0,0,30,15,0,8,5,4,0,0,0,0,1,1.0,0,5,1,1,0,
2003-05,2003,Mai,0,0,10,0,3,18,18,11,0,0,1,1,5,5.0,0,1,14,1,0,
2003-03,2003,März,8,0,0,0,2,6,5,5,0,0,14,2,0,0.0,0,11,7,0,0,
2003-02,2003,Februar,22,4,0,0,7,6,5,4,5,8,12,1,0,0.0,0,8,14,0,0,
2002-09,2002,September,0,0,2,0,7,14,11,10,0,0,2,1,0,0.0,0,5,15,0,0,
2002-05,2002,Mai,0,0,3,1,7,13,12,12,0,0,1,1,3,3.0,0,2,13,1,0,
2002-02,2002,Februar,4,0,0,0,10,18,16,13,4,0,3,1,0,0.0,0,2,17,11,0,
2001-06,2001,Juni,0,0,9,1,3,15,14,14,0,0,0,0,2,2.0,0,8,12,3,0,
2001-05,2001,Mai,0,0,9,0,4,13,13,12,0,0,0,0,3,3.0,1,2,15,1,0,
2000-12,2000,Dezember,8,0,0,0,8,21,15,4,3,2,5,1,0,0.0,0,6,13,3,0,
2000-10,2000,Oktober,0,0,0,0,3,21,19,14,0,0,2,4,0,0.0,0,2,19,5,0,
2000-03,2000,März,3,0,0,0,6,15,12,8,1,0,7,0,0,0.0,0,6,17,3,0,
1999-11,1999,November,13,1,0,0,13,15,14,11,6,7,8,2,0,0.0,0,3,13,0,0,
1999-10,1999,Oktober,0,0,0,0,2,11,11,9,0,0,1,5,0,0.0,0,3,16,1,0,
1999-05,1999,Mai,0,0,7,2,3,17,16,14,0,0,0,0,1,1.0,0,2,13,0,0,
1998-07,1998,Juli,0,0,14,4,3,16,12,9,0,0,0,0,3,3.0,0,2,11,0,0,
1998-05,1998,Mai,0,0,9,3,1,10,9,8,0,0,0,1,2,2.0,0,7,7,2,0,
