messbeginn,messende,standort,parameter,messwert,messwert_zahlenformat,3_dezimalstellen_messwert,4_dezimalstellen_messwert,5_dezimalstellen_messwert,interventionswert,interventionswert_3_dez,warnwert,warnwert_3_dez,einheit,messmethode
2023-10-24,2023-11-07,ROSEN 1,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2023-10-24,2023-11-07,ROSEN 2,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2023-10-24,2023-11-07,ROSEN 4,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2023-10-24,2023-11-07,ROSEN 2,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2023-10-24,2023-11-07,ROSEN 3,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2023-10-24,2023-11-07,ROSEN 4,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2023-10-24,2023-11-07,ROSEN 3,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2023-10-24,2023-11-07,ROSEN 3,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2023-11-07,2023-11-21,ROSEN 4,PM 10,9,9.0,9.0,9.0,9.0,20.0,20.0,,,µg/m3,Gravimetrie
2023-11-07,2023-11-21,ROSEN 2,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2023-11-07,2023-11-21,ROSEN 1,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2023-11-07,2023-11-21,ROSEN 2,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2023-11-07,2023-11-21,ROSEN 4,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2023-11-07,2023-11-21,ROSEN 2,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2023-11-07,2023-11-21,ROSEN 4,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2023-11-07,2023-11-21,ROSEN 3,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2023-11-07,2023-11-21,ROSEN 4,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2023-11-21,2023-12-05,ROSEN 1,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2023-11-21,2023-12-05,ROSEN 3,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2023-11-21,2023-12-05,ROSEN 4,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2023-11-21,2023-12-05,ROSEN 2,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2023-11-21,2023-12-05,ROSEN 2,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2023-11-21,2023-12-05,ROSEN 4,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2023-11-21,2023-12-05,ROSEN 2,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2023-11-21,2023-12-05,ROSEN 2,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2023-11-21,2023-12-05,ROSEN 4,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2023-11-21,2023-12-05,ROSEN 2,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2023-11-21,2023-12-05,ROSEN 3,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2023-12-05,2023-12-19,ROSEN 1,PM 10,11,11.0,11.0,11.0,11.0,20.0,20.0,,,µg/m3,Gravimetrie
2023-12-05,2023-12-19,ROSEN 2,PM 10,11,11.0,11.0,11.0,11.0,20.0,20.0,,,µg/m3,Gravimetrie
2023-12-05,2023-12-19,ROSEN 3,PM 10,12,12.0,12.0,12.0,12.0,20.0,20.0,,,µg/m3,Gravimetrie
2023-12-05,2023-12-19,ROSEN 4,PM 10,13,13.0,13.0,13.0,13.0,20.0,20.0,,,µg/m3,Gravimetrie
2023-12-05,2023-12-19,ROSEN 3,Arsen,0.001,0.001,0.001,0.001,0.001,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2023-12-05,2023-12-19,ROSEN 2,Blei,0.003,0.003,0.003,0.003,0.003,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2023-12-05,2023-12-19,ROSEN 1,Nickel,0.003,0.003,0.003,0.003,0.003,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2023-12-05,2023-12-19,ROSEN 4,Nickel,0.003,0.003,0.003,0.003,0.003,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2023-12-05,2023-12-19,ROSEN 1,Zink,0.017,0.017,0.017,0.017,0.017,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2023-12-05,2023-12-19,ROSEN 3,Zink,0.016,0.016,0.016,0.016,0.016,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2023-12-05,2023-12-19,ROSEN 1,Quecksilber,1e-05,1e-05,1e-05,1e-05,1e-05,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2023-12-05,2023-12-19,ROSEN 4,Quecksilber,1e-05,1e-05,1e-05,1e-05,1e-05,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2023-12-05,2023-12-19,ROSEN 1,Chrom,0.003,0.003,0.003,0.003,0.003,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2023-12-05,2023-12-19,ROSEN 3,Chrom,0.003,0.003,0.003,0.003,0.003,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2023-12-05,2023-12-19,ROSEN 4,Chrom,0.007,0.007,0.007,0.007,0.007,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2023-12-19,2024-01-02,ROSEN 3,PM 10,13,13.0,13.0,13.0,13.0,20.0,20.0,,,µg/m3,Gravimetrie
2023-12-19,2024-01-02,ROSEN 1,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2023-12-19,2024-01-02,ROSEN 3,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2023-12-19,2024-01-02,ROSEN 1,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2023-12-19,2024-01-02,ROSEN 4,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2023-12-19,2024-01-02,ROSEN 3,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2023-12-19,2024-01-02,ROSEN 1,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2023-12-19,2024-01-02,ROSEN 2,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2023-12-19,2024-01-02,ROSEN 1,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2023-12-19,2024-01-02,ROSEN 1,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2023-12-19,2024-01-02,ROSEN 3,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-01-02,2024-01-15,ROSEN 4,PM 10,26,26.0,26.0,26.0,26.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-01-02,2024-01-15,ROSEN 3,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-01-02,2024-01-15,ROSEN 1,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-01-02,2024-01-15,ROSEN 2,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-01-02,2024-01-15,ROSEN 3,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-01-02,2024-01-15,ROSEN 2,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-01-02,2024-01-15,ROSEN 4,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-01-02,2024-01-15,ROSEN 2,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2024-01-02,2024-01-15,ROSEN 3,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2024-01-02,2024-01-15,ROSEN 1,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-01-02,2024-01-15,ROSEN 4,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-01-02,2024-01-15,ROSEN 1,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-01-15,2024-01-30,ROSEN 1,PM 10,19,19.0,19.0,19.0,19.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-01-15,2024-01-30,ROSEN 1,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-01-15,2024-01-30,ROSEN 2,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-01-15,2024-01-30,ROSEN 3,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-01-15,2024-01-30,ROSEN 1,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-01-15,2024-01-30,ROSEN 3,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-01-15,2024-01-30,ROSEN 1,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-01-15,2024-01-30,ROSEN 3,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-01-15,2024-01-30,ROSEN 4,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-01-15,2024-01-30,ROSEN 2,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2024-01-15,2024-01-30,ROSEN 4,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2024-01-15,2024-01-30,ROSEN 2,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-01-15,2024-01-30,ROSEN 2,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2024-01-15,2024-01-30,ROSEN 2,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-01-15,2024-01-30,ROSEN 4,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-01-30,2024-02-13,ROSEN 2,PM 10,13,13.0,13.0,13.0,13.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-01-30,2024-02-13,ROSEN 2,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-01-30,2024-02-13,ROSEN 1,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-01-30,2024-02-13,ROSEN 3,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-01-30,2024-02-13,ROSEN 2,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2024-01-30,2024-02-13,ROSEN 1,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-01-30,2024-02-13,ROSEN 2,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-01-30,2024-02-13,ROSEN 3,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-01-30,2024-02-13,ROSEN 2,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-02-13,2024-02-27,ROSEN 3,PM 10,10,10.0,10.0,10.0,10.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-02-13,2024-02-27,ROSEN 1,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-02-13,2024-02-27,ROSEN 2,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-02-13,2024-02-27,ROSEN 4,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-02-13,2024-02-27,ROSEN 1,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-02-13,2024-02-27,ROSEN 2,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-02-13,2024-02-27,ROSEN 3,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-02-13,2024-02-27,ROSEN 4,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-02-13,2024-02-27,ROSEN 4,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2024-02-13,2024-02-27,ROSEN 1,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-02-13,2024-02-27,ROSEN 2,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-02-13,2024-02-27,ROSEN 1,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-02-13,2024-02-27,ROSEN 2,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-02-27,2024-03-12,ROSEN 4,PM 10,18,18.0,18.0,18.0,18.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-02-27,2024-03-12,ROSEN 2,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-02-27,2024-03-12,ROSEN 4,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-02-27,2024-03-12,ROSEN 1,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-02-27,2024-03-12,ROSEN 2,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-02-27,2024-03-12,ROSEN 3,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-02-27,2024-03-12,ROSEN 3,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-02-27,2024-03-12,ROSEN 3,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2024-02-27,2024-03-12,ROSEN 1,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-02-27,2024-03-12,ROSEN 3,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2024-02-27,2024-03-12,ROSEN 1,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-02-27,2024-03-12,ROSEN 3,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-03-12,2024-03-26,ROSEN 3,PM 10,10,10.0,10.0,10.0,10.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-03-12,2024-03-26,ROSEN 4,PM 10,7,7.0,7.0,7.0,7.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-03-12,2024-03-26,ROSEN 2,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-03-12,2024-03-26,ROSEN 2,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-03-12,2024-03-26,ROSEN 3,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-03-12,2024-03-26,ROSEN 4,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-03-12,2024-03-26,ROSEN 2,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2024-03-12,2024-03-26,ROSEN 4,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-03-12,2024-03-26,ROSEN 1,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2024-03-12,2024-03-26,ROSEN 2,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2024-03-12,2024-03-26,ROSEN 2,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-03-12,2024-03-26,ROSEN 3,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-03-12,2024-03-26,ROSEN 4,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-03-12,2024-03-26,ROSEN 1,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-03-12,2024-03-26,ROSEN 2,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-03-12,2024-03-26,ROSEN 3,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-03-12,2024-03-26,ROSEN 4,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-03-26,2024-04-09,ROSEN 4,PM 10,15,15.0,15.0,15.0,15.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-03-26,2024-04-09,ROSEN 2,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-03-26,2024-04-09,ROSEN 3,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-03-26,2024-04-09,ROSEN 4,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-03-26,2024-04-09,ROSEN 3,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-03-26,2024-04-09,ROSEN 4,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-03-26,2024-04-09,ROSEN 3,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-03-26,2024-04-09,ROSEN 4,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2024-03-26,2024-04-09,ROSEN 1,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-03-26,2024-04-09,ROSEN 1,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2024-03-26,2024-04-09,ROSEN 4,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2024-03-26,2024-04-09,ROSEN 3,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-03-26,2024-04-09,ROSEN 4,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-04-09,2024-04-23,ROSEN 4,PM 10,10,10.0,10.0,10.0,10.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-04-09,2024-04-23,ROSEN 2,Arsen,0.001,0.001,0.001,0.001,0.001,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-04-09,2024-04-23,ROSEN 3,Arsen,0.001,0.001,0.001,0.001,0.001,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-04-09,2024-04-23,ROSEN 4,Arsen,0.001,0.001,0.001,0.001,0.001,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-04-09,2024-04-23,ROSEN 1,Blei,0.006,0.006,0.006,0.006,0.006,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-04-09,2024-04-23,ROSEN 3,Blei,0.006,0.006,0.006,0.006,0.006,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-04-09,2024-04-23,ROSEN 4,Blei,0.006,0.006,0.006,0.006,0.006,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-04-09,2024-04-23,ROSEN 1,Cadmium,0.001,0.001,0.001,0.001,0.001,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-04-09,2024-04-23,ROSEN 4,Cadmium,0.001,0.001,0.001,0.001,0.001,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-04-09,2024-04-23,ROSEN 1,Zink,0.016,0.016,0.016,0.016,0.016,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2024-04-09,2024-04-23,ROSEN 3,Zink,0.019,0.019,0.019,0.019,0.019,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2024-04-09,2024-04-23,ROSEN 4,Quecksilber,1e-05,1e-05,1e-05,1e-05,1e-05,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-04-09,2024-04-23,ROSEN 1,Chrom,0.006,0.006,0.006,0.006,0.006,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2024-04-09,2024-04-23,ROSEN 2,Chrom,0.006,0.006,0.006,0.006,0.006,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2024-04-09,2024-04-23,ROSEN 4,∑PAK,0.0003,0.0003,0.0003,0.0003,0.0003,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-04-09,2024-04-23,ROSEN 1,Benzo(a)pyren,6e-05,6e-05,6e-05,6e-05,6e-05,0.001,0.001,,,µg/m3,Gravimetrie
2024-04-23,2024-05-07,ROSEN 1,PM 10,9,9.0,9.0,9.0,9.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-04-23,2024-05-07,ROSEN 1,Arsen,0.001,0.001,0.001,0.001,0.001,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-04-23,2024-05-07,ROSEN 3,Blei,0.006,0.006,0.006,0.006,0.006,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-04-23,2024-05-07,ROSEN 1,Nickel,0.006,0.006,0.006,0.006,0.006,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-04-23,2024-05-07,ROSEN 3,Quecksilber,4e-06,4e-06,4e-06,4e-06,4e-06,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-04-23,2024-05-07,ROSEN 1,Benzo(a)pyren,3e-05,3e-05,3e-05,3e-05,3e-05,0.001,0.001,,,µg/m3,Gravimetrie
2024-04-23,2024-05-07,ROSEN 2,Benzo(a)pyren,2e-05,2e-05,2e-05,2e-05,2e-05,0.001,0.001,,,µg/m3,Gravimetrie
2024-05-07,2024-05-21,ROSEN 3,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-05-07,2024-05-21,ROSEN 3,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-05-07,2024-05-21,ROSEN 1,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-05-07,2024-05-21,ROSEN 2,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2024-05-07,2024-05-21,ROSEN 1,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-05-07,2024-05-21,ROSEN 2,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-05-07,2024-05-21,ROSEN 4,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-05-07,2024-05-21,ROSEN 1,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2024-05-07,2024-05-21,ROSEN 3,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2024-05-07,2024-05-21,ROSEN 1,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-05-07,2024-05-21,ROSEN 3,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-05-07,2024-05-21,ROSEN 4,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-05-07,2024-05-21,ROSEN 4,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-05-21,2024-06-04,ROSEN 2,PM 10,9,9.0,9.0,9.0,9.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-05-21,2024-06-04,ROSEN 3,PM 10,9,9.0,9.0,9.0,9.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-05-21,2024-06-04,ROSEN 4,PM 10,10,10.0,10.0,10.0,10.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-05-21,2024-06-04,ROSEN 3,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-05-21,2024-06-04,ROSEN 4,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-05-21,2024-06-04,ROSEN 1,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-05-21,2024-06-04,ROSEN 4,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-05-21,2024-06-04,ROSEN 2,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-05-21,2024-06-04,ROSEN 3,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-05-21,2024-06-04,ROSEN 4,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-05-21,2024-06-04,ROSEN 4,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2024-05-21,2024-06-04,ROSEN 3,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-05-21,2024-06-04,ROSEN 4,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-05-21,2024-06-04,ROSEN 1,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-05-21,2024-06-04,ROSEN 2,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-06-04,2024-06-18,ROSEN 3,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-06-04,2024-06-18,ROSEN 2,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-06-04,2024-06-18,ROSEN 2,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-06-04,2024-06-18,ROSEN 4,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-06-04,2024-06-18,ROSEN 1,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-06-04,2024-06-18,ROSEN 4,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-06-04,2024-06-18,ROSEN 3,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2024-06-04,2024-06-18,ROSEN 2,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2024-06-04,2024-06-18,ROSEN 3,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2024-06-04,2024-06-18,ROSEN 1,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-06-18,2024-07-02,ROSEN 3,PM 10,14,14.0,14.0,14.0,14.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-06-18,2024-07-02,ROSEN 4,PM 10,15,15.0,15.0,15.0,15.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-06-18,2024-07-02,ROSEN 2,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-06-18,2024-07-02,ROSEN 3,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-06-18,2024-07-02,ROSEN 3,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-06-18,2024-07-02,ROSEN 2,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2024-06-18,2024-07-02,ROSEN 1,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
